description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Bebida Frugos Fresh Manzana Botella 500ml,,500.0,ml,1.6,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,500.0,ml,1.6,MANZANA CORRIENTE
Agua Socosani Saborizada Manzana Botella 500 ml,,500.0,ml,1.99,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,500.0,ml,1.99,MANZANA CORRIENTE
Bebida Con Gas San Luis Manzana Botella 625ml,,625.0,ml,2.2,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,625.0,ml,2.2,MANZANA CORRIENTE
Gaseosa Fanta Beetlejuice Manzana Verde Botella 500ml,,500.0,ml,2.7,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,500.0,ml,2.7,MANZANA CORRIENTE
Marshmellows Mr. Mallo Manzanas Bolsa 100 g,,100.0,g,2.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,100.0,g,2.9,MANZANA CORRIENTE
Manzana Israel Añawi Metro x kg,,1.0,kg,3.39,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,3.39,MANZANA CORRIENTE
Manzana Rayada Metro x kg,,1.0,kg,3.59,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,3.59,MANZANA CORRIENTE
"Bebida de Manzana, Aguaje y Cocona Bio Botella 300ml",,300.0,ml,3.6,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,300.0,ml,3.6,MANZANA CORRIENTE
Jugo de Manzana y Camu Camu Bio Botella 300ml,,300.0,ml,3.6,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,300.0,ml,3.6,MANZANA CORRIENTE
"Bebida de Manzana, Aguaymanto y Carambola Bio Amayu Botella 300ml",,300.0,ml,3.6,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,300.0,ml,3.6,MANZANA CORRIENTE
"Jugo de Arándano, Uva y Manzana Bio Botella 300ml",,300.0,ml,3.6,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,300.0,ml,3.6,MANZANA CORRIENTE
Bebida de Manzana Frugos del Valle Caja 970ml,,970.0,ml,3.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,970.0,ml,3.9,MANZANA CORRIENTE
Compota Sabor Manzana Agú 113g,,113.0,g,3.99,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,113.0,g,3.99,MANZANA CORRIENTE
Compota de Manzana Agú 113g,,113.0,g,3.99,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,113.0,g,3.99,MANZANA CORRIENTE
Ambientador Glade en Gel bolsa Manzana Canela 30g,,30.0,g,4.3,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,30.0,g,4.3,MANZANA CORRIENTE
Bebida de Manzana Naturale Botella 500 ml,,500.0,ml,4.6,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,500.0,ml,4.6,MANZANA CORRIENTE
Puré de Frutas Orgánico Manzana y Mango AMA Pouch 90 g,,90.0,g,4.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,90.0,g,4.9,MANZANA CORRIENTE
Puré de Frutas Orgánico Manzana y Plátano AMA Pouch 90 g,,90.0,g,4.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,90.0,g,4.9,MANZANA CORRIENTE
Mermelada de Manzana y Canela Aconcagua 200g,,200.0,g,4.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,200.0,g,4.9,MANZANA CORRIENTE
Puré de Frutas Orgánico Manzana y Arándano AMA Pouch 90 g,,90.0,g,4.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,90.0,g,4.9,MANZANA CORRIENTE
Compota Smiley Kids Manzana + Plátano + Arándano 90g,,90.0,g,4.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,90.0,g,4.9,MANZANA CORRIENTE
Puré de Frutas Orgánico Manzana AMA Pouch 90 g,,90.0,g,4.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,90.0,g,4.9,MANZANA CORRIENTE
Compota Smiley Kids Manzana y Ciruela 90g,,90.0,g,4.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,90.0,g,4.9,MANZANA CORRIENTE
Compota de Manzana Gerber 113g,,113.0,g,5.1,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,113.0,g,5.1,MANZANA CORRIENTE
Puré de Manzana Cuisine & Co 250g,,250.0,g,5.2,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,250.0,g,5.2,MANZANA CORRIENTE
Bebida de Manzana Frugos del Valle Caja 1.5L,,1.5,l,5.5,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.5,l,5.5,MANZANA CORRIENTE
Lavavajillas en Pasta Home Care Manzana 800g,,800.0,g,5.5,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,800.0,g,5.5,MANZANA CORRIENTE
Lavavajilla en Pasta Sapolio Manzana 800g,,800.0,g,5.5,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,800.0,g,5.5,MANZANA CORRIENTE
Bebida de Manzana y Piña Golden Botella 485ml,,485.0,ml,5.79,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,485.0,ml,5.79,MANZANA CORRIENTE
Avena Con Manzana Instantánea Santa Catalina Bolsa 150 g,,150.0,g,5.8,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,150.0,g,5.8,MANZANA CORRIENTE
Compota de Manzana Heinz Frasco 113 g,,113.0,g,5.8,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,113.0,g,5.8,MANZANA CORRIENTE
Chilcano Piscano Manzana Botella 275 ml,,275.0,ml,5.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,275.0,ml,5.9,MANZANA CORRIENTE
Avena Instantánea Cuisine & Co Manzana y Canela 45g,,45.0,g,5.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,45.0,g,5.9,MANZANA CORRIENTE
Jugo de Manzana Florida's Nature Lata 340ml,,340.0,ml,5.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,340.0,ml,5.9,MANZANA CORRIENTE
Puré de Manzana D'Marco Frasco 500g,,500.0,g,6.08,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,500.0,g,6.08,MANZANA CORRIENTE
Jugo de Fruta AMA Manzana Durazno Caja 200ml,,200.0,ml,6.2,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,200.0,ml,6.2,MANZANA CORRIENTE
Pera Packhams x kg,,1.0,kg,6.39,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,6.39,MANZANA CORRIENTE
Bebida Rehidratante Suerox Manzana Botella 630ml,,630.0,ml,6.5,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,630.0,ml,6.5,MANZANA CORRIENTE
Barras de Cereales Cereal Bar Manzana y Canela 12un,,12.0,un,6.6,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,12.0,un,6.6,MANZANA CORRIENTE
Manzana Delicia Kinder x kg,,1.0,kg,6.99,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,6.99,MANZANA CORRIENTE
Puré con Manzana Exótico Casa Verde 370g,,370.0,g,7.12,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,370.0,g,7.12,MANZANA CORRIENTE
Twopack Bebida de Manzana Frugos del Valle Caja 1L,,1.0,l,7.5,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,l,7.5,MANZANA CORRIENTE
Ambientador Glade Aerosol Manzana Canela 275ml,,275.0,ml,7.7,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,275.0,ml,7.7,MANZANA CORRIENTE
Sixpack Bebida de Manzana Frugos del Valle Caja 235ml,,235.0,ml,7.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,235.0,ml,7.9,MANZANA CORRIENTE
Bebida De Manzana Naturale Botella 1 Litro,,1.0,l,7.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,l,7.9,MANZANA CORRIENTE
Pera Canela Importada x kg,,1.0,kg,7.99,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,7.99,MANZANA CORRIENTE
Manzana Roja x kg,,1.0,kg,8.19,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,8.19,MANZANA CORRIENTE
Pera Americana D'Anjou x kg,,1.0,kg,8.49,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,8.49,MANZANA CORRIENTE
Puré de Manzana Cuisine & Co 500g,,500.0,g,8.5,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,500.0,g,8.5,MANZANA CORRIENTE
Puré de Manzana D'Marco Frasco 900 g,,900.0,g,8.64,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,900.0,g,8.64,MANZANA CORRIENTE
Manzanas Deshidratadas Wel-B 12g,,12.0,g,8.7,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,12.0,g,8.7,MANZANA CORRIENTE
Puré de Manzana Cuisine&Co Frasco 850 g,,850.0,g,8.72,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,850.0,g,8.72,MANZANA CORRIENTE
Manzana Verde x kg,,1.0,kg,8.9,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,8.9,MANZANA CORRIENTE
Manzana Royal Gala x kg,,1.0,kg,8.99,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,8.99,MANZANA CORRIENTE
Manzana Fuji x kg,,1.0,kg,8.99,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,8.99,MANZANA CORRIENTE
Manzana Pink Lady x kg,,1.0,kg,8.99,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,8.99,MANZANA CORRIENTE
Manzana Americana Royal Gala x kg,,1.0,kg,8.99,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,1.0,kg,8.99,MANZANA CORRIENTE
Sixpack Bebida Frugos del Valle Fresh Manzana Botella 500ml,,500.0,ml,9.0,metro,2024-12-06 18:32:45.499366,MANZANA CORRIENTE,500.0,ml,9.0,MANZANA CORRIENTE
