description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Cereal VEGA Aritos Frutados Bolsa 20g,Vega,20.0,g,0.5,vega,2024-12-06 11:14:10.574243,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,20.0,g,0.5,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal BELL'S Corn Flakes Bolsa 20g,BELL'S,20.0,g,0.6,vivanda,2024-12-06 11:19:37.231197,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,20.0,g,0.6,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal ÁNGEL Copix Chocolate Bolsa 18g,Angel,18.0,g,0.8,vega,2024-12-06 11:14:10.574243,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,18.0,g,0.8,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal VITA PLUSS Trigo con Miel Bolsa 25g,,25.0,g,0.9,plaza_vea,2024-12-06 13:20:50.860271,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,25.0,g,0.9,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Piña para Jugo x kg,,1.0,kg,2.42,metro,2024-12-06 17:48:43.507184,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,1.0,kg,2.42,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Camote Amarillo Procesado,,1.0,kg,2.79,plaza_vea,2024-12-06 13:20:50.860271,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,1.0,kg,2.79,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal VEGA Bolitas Sabor a Chocolate Bolsa 140g,Vega,140.0,g,2.9,vega,2024-12-06 11:14:10.574243,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,140.0,g,2.9,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Camote Amarillo Procesado Wong x kg,,1.0,kg,3.19,wong,2024-12-06 13:09:12.526032,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,1.0,kg,3.19,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Camote Morado Procesado x kg,,1.0,kg,3.19,wong,2024-12-06 13:09:12.526032,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,1.0,kg,3.19,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal ÁNGEL Flakes Bolsa 130g,Angel,130.0,g,3.2,vega,2024-12-06 11:14:10.574243,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,130.0,g,3.2,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal ANGEL Tito Almohada Bolsa 110g,Angel,110.0,g,3.2,vega,2024-12-06 11:14:10.574243,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,110.0,g,3.2,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal ÁNGEL Zuck Bolsa 130g,,130.0,g,3.2,plaza_vea,2024-12-06 13:20:50.860271,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,130.0,g,3.2,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal ÁNGEL Zuck Bolsa 130g,Angel,130.0,g,3.2,vega,2024-12-06 11:14:10.574243,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,130.0,g,3.2,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal ANGEL Almohada Fresia Bolsa 110g,Angel,110.0,g,3.2,vega,2024-12-06 11:14:10.574243,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,110.0,g,3.2,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal ÁNGEL Frutt Doypack 840g,Angel,840.0,g,3.2,vega,2024-12-06 11:14:10.574243,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,840.0,g,3.2,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereal ÁNGEL Chocolate Bolsa 130g,Angel,130.0,g,3.2,vega,2024-12-06 11:14:10.574243,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,130.0,g,3.2,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
Cereales Metro Bolicolor 120g,,120.0,g,3.3,metro,2024-12-06 17:48:43.507184,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS,120.0,g,3.3,CEREALES PROCESADOS MIXTOS Y ENRIQUECIDOS
