description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Sopa de Gallina Criolla con Fideos Ajinomen Sobre 80 g,,80.0,g,1.6,metro,2024-12-06 18:55:01.060073,CEBOLLA DE CABEZA (ROJA),80.0,g,1.6,CEBOLLA DE CABEZA (ROJA)
Sopa instantánea AJINOMEN Gallina criolla Bols...,,80.0,g,1.6,plaza_vea,2024-12-06 14:16:10.961707,CEBOLLA DE CABEZA (ROJA),80.0,g,1.6,CEBOLLA DE CABEZA (ROJA)
Canela Molida BELL'S Sobre 15g,,15.0,g,1.89,plaza_vea,2024-12-06 14:16:10.961707,CEBOLLA DE CABEZA (ROJA),15.0,g,1.89,CEBOLLA DE CABEZA (ROJA)
Cebolla Blanca,,1.0,kg,1.9,plaza_vea,2024-12-06 14:16:10.961707,CEBOLLA DE CABEZA (ROJA),1.0,kg,1.9,CEBOLLA DE CABEZA (ROJA)
Cebolla Roja Metro x kg,,1.0,kg,1.99,metro,2024-12-06 18:55:01.060073,CEBOLLA DE CABEZA (ROJA),1.0,kg,1.99,CEBOLLA DE CABEZA (ROJA)
Cebolla Blanca Metro x kg,,1.0,kg,1.99,metro,2024-12-06 18:55:01.060073,CEBOLLA DE CABEZA (ROJA),1.0,kg,1.99,CEBOLLA DE CABEZA (ROJA)
Cebolla Roja P x kg,,0.5,kg,2.09,plaza_vea,2024-12-06 14:16:10.961707,CEBOLLA DE CABEZA (ROJA),0.5,kg,2.09,CEBOLLA DE CABEZA (ROJA)
Tableta para Taza Sabor Canela y Clavo Tableta 80 g,,80.0,g,2.12,metro,2024-12-06 18:55:01.060073,CEBOLLA DE CABEZA (ROJA),80.0,g,2.12,CEBOLLA DE CABEZA (ROJA)
Yogurt Griego LAIVE Sabor a Frutos Rojos Vaso ...,,115.0,g,2.2,plaza_vea,2024-12-06 14:16:10.961707,CEBOLLA DE CABEZA (ROJA),115.0,g,2.2,CEBOLLA DE CABEZA (ROJA)
Yogurt Batido GLORIA Griego Sabor Frutos Rojos...,,120.0,g,2.2,plaza_vea,2024-12-06 14:16:10.961707,CEBOLLA DE CABEZA (ROJA),120.0,g,2.2,CEBOLLA DE CABEZA (ROJA)
Tableta para Taza Sabor Chocolate Clavo y Canela 90g,,90.0,g,2.21,metro,2024-12-06 18:55:01.060073,CEBOLLA DE CABEZA (ROJA),90.0,g,2.21,CEBOLLA DE CABEZA (ROJA)
Canela China en Polvo Cuisine & Co 10g,,10.0,g,2.3,metro,2024-12-06 18:55:01.060073,CEBOLLA DE CABEZA (ROJA),10.0,g,2.3,CEBOLLA DE CABEZA (ROJA)
