description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Harina BENOTI Sin Prepar Paquete 180 gr,Benoti,180.0,g,1.2,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,6.666666666666666,HARINA DE TRIGO PREPARADA
Harina GRANO DE ORO Sin Preparar Paquete 180gr,Grano De Oro,180.0,g,1.3,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,7.222222222222222,HARINA DE TRIGO PREPARADA
Sémola de Trigo MOLITALIA Bolsa 200gr,Molitalia,200.0,g,1.7,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,8.5,HARINA DE TRIGO PREPARADA
Trigo mote VEGA Bolsa 400g,Vega,400.0,g,2.6,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,6.5,HARINA DE TRIGO PREPARADA
Trigo mote TIMONEL Bolsa 400g,Timonel,400.0,g,2.9,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,7.25,HARINA DE TRIGO PREPARADA
Chuño UNIVERSAL Bolsa 180gr,Universal,180.0,g,3.3,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,18.333333333333332,HARINA DE TRIGO PREPARADA
Galletas Integral COSTA con Salvado de Trigo Paquete 6u 37g,Costa,37.0,g,4.3,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,116.21621621621621,HARINA DE TRIGO PREPARADA
Harina BENOTI Sin Preparar Paquete 1Kg,Benoti,1.0,kg,5.3,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,5.3,HARINA DE TRIGO PREPARADA
Harina GRANO DE ORO Sin Preparar Paquete 1kg,Grano De Oro,1.0,kg,5.8,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,5.8,HARINA DE TRIGO PREPARADA
Harina BENOTI Preparada Paquete 1Kg,Benoti,1.0,kg,6.0,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,6.0,HARINA DE TRIGO PREPARADA
Harina MOLITALIA sin Preparar Bolsa 1kg,Molitalia,1.0,kg,6.2,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,6.2,HARINA DE TRIGO PREPARADA
Harina GRANO DE ORO Preparada Paquete 1kg,Grano De Oro,1.0,kg,6.3,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,6.3,HARINA DE TRIGO PREPARADA
Harina BELL'S De trigo preparada Bolsa 1Kg,,1.0,kg,6.9,plaza_vea,2024-12-06 13:07:58.406345,HARINA DE TRIGO PREPARADA,1.0,kg,6.9,HARINA DE TRIGO PREPARADA
Harina MOLITALIA Preparada Bolsa 1kg,Molitalia,1.0,kg,6.9,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,6.9,HARINA DE TRIGO PREPARADA
Harina de Trigo Preparada Nicolini 1kg,,1.0,kg,6.99,metro,2024-12-06 17:25:02.057101,HARINA DE TRIGO PREPARADA,1.0,kg,6.99,HARINA DE TRIGO PREPARADA
Harina de Trigo NICOLINI Preparada Bolsa 1Kg,,1.0,kg,6.99,plaza_vea,2024-12-06 13:07:58.406345,HARINA DE TRIGO PREPARADA,1.0,kg,6.99,HARINA DE TRIGO PREPARADA
Harina de Trigo Preparada Nicolini 1kg,,1.0,kg,6.99,wong,2024-12-06 12:51:21.763300,HARINA DE TRIGO PREPARADA,1.0,kg,6.99,HARINA DE TRIGO PREPARADA
Harina de Trigo Preparada BELL'S Bolsa 1Kg,BELL'S,1.0,kg,7.0,vivanda,2024-12-06 11:11:18.727807,HARINA DE TRIGO PREPARADA,1.0,kg,7.0,HARINA DE TRIGO PREPARADA
Harina BLANCA FLOR Preparada Paquete 1Kg,Blanca Flor,1.0,kg,8.0,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,8.0,HARINA DE TRIGO PREPARADA
Harina de Trigo Preparada BLANCA FLOR Bolsa 1K...,,1.0,kg,8.49,plaza_vea,2024-12-06 13:07:58.406345,HARINA DE TRIGO PREPARADA,1.0,kg,8.49,HARINA DE TRIGO PREPARADA
Harina de Maíz PAN Precocida Bolsa 1kg,P.A.N.,1.0,kg,8.5,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,8.5,HARINA DE TRIGO PREPARADA
Harina de Trigo Preparada BLANCA FLOR Bolsa 1Kg,BLANCA FLOR,1.0,kg,8.7,vivanda,2024-12-06 11:11:18.727807,HARINA DE TRIGO PREPARADA,1.0,kg,8.7,HARINA DE TRIGO PREPARADA
Mizena DURYEA Caja 500gr,Duryea,500.0,g,8.9,vega,2024-12-06 11:02:30.200099,HARINA DE TRIGO PREPARADA,1.0,kg,17.8,HARINA DE TRIGO PREPARADA
