description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Sólido de Caballa CAMPOMAR en Aceite Vegetal Lata 170g,CAMPOMAR,S/ 5.20,vivanda,CABALLA,2024-12-04 17:31:29.801803,170.0,g,5.2
Sólido de Caballa CAMPOMAR en Aceite Vegetal Lata 150g,CAMPOMAR,S/ 5.20,vivanda,CABALLA,2024-12-04 17:31:29.801803,150.0,g,5.2
