description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Pollo Rostizado 1un,VIVANDA,S/ 22.80,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,1.0,un,22.8
Pollo Entero sin Menudencia Congelado PERDIX 1300g,PERDIX,S/ 13.90,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,1300.0,g,13.9
Pollo Entero Congelado PERDIX Bolsa 1400g,PERDIX,S/ 15.20,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,1400.0,g,15.2
Pollo Trozado Macerado SAN FERNANDO Asu Olla! Sazón Pollo Al Horno Bolsa 800g,SAN FERNANDO,S/ 17.30,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,800.0,g,17.3
Pollo Trozado Macerado SAN FERNANDO Asu Olla! Sazón Pollo Pollada Bolsa 800g,SAN FERNANDO,S/ 17.70,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,800.0,g,17.7
Pollo Trozado Macerado SAN FERNANDO Asu Olla! Sazón Pollo Oriental Bolsa 800g,SAN FERNANDO,S/ 17.30,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,800.0,g,17.3
Pollo Tipakay con Chaufa HOME CHEF 450g,HOME CHEF,S/ 13.20,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,450.0,g,13.2
Pollo Entero Aderezo Leña REDONDOS Paquete 1Kg,REDONDOS,S/ 20.30,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,1.0,kg,20.3
Milanesa de Pollo AVINKA Bolsa 4un,AVINKA,S/ 25.70,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,4.0,un,25.7
Empanada de Pollo LA FLORENCIA Paquete 4un,LA FLORENCIA,S/ 13.20,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,4.0,un,13.2
Combo Pollo Rostizado + Papas Fritas + Chicha NATURALE 1L,VIVANDA,S/ 35.80,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,1.0,l,35.8
Causa de Pollo LA FLORENCIA Bandeja 500g,LA FLORENCIA,S/ 12.90,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,500.0,g,12.9
Tamal Chinchano de Pollo RECUTECU Paquete 400g,RECUTECU,S/ 7.50,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,400.0,g,7.5
Dedos de Pollo AVINKA 270g Bolsa 12un x 270g,AVINKA,S/ 11.50,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,270.0,g,11.5
Siu Mai DELI FREEZE de Pollo Caja 12un,DELIFREEZE,S/ 13.99,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,12.0,un,13.99
Milanesa de Pechuga de Pollo OREGAN FOODS Bolsa 4un,OREGON FOODS,S/ 27.90,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,4.0,un,27.9
Pack Gaseosa INCA KOLA Sin Azúcar Botella 1L + Empanada de Pollo Paquete 4un,COCA COLA,S/ 18.10,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,1.0,l,18.1
Nuggets de Pollo Precocido AVINKA Bolsa 15un,AVINKA,S/ 10.50,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,15.0,un,10.5
Chicharrón de Pollo AVINKA Bolsa 350g,AVINKA,S/ 16.70,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,350.0,g,16.7
Pechuga de Pollo en Salsa de Champiñones HOME CHEF 450g,HOME CHEF,S/ 13.20,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,450.0,g,13.2
Hot Dog Ahumado de Pollo SAN FERNANDO Paquete 440g,SAN FERNANDO,S/ 10.00,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,440.0,g,10.0
Nuggets de Pollo con Brócoli AVINKA Bolsa 15un,AVINKA,S/ 9.50,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,15.0,un,9.5
Salchicha de Pollo SAN FERNANDO Paquete 500g,SAN FERNANDO,S/ 9.40,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,500.0,g,9.4
Tamal de Pollo RECUTECU Empaque 180g,RECUTECU,S/ 4.90,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,180.0,g,4.9
Causa de Pollo LA FLORENCIA Bandeja 170g,LA FLORENCIA,S/ 6.00,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,170.0,g,6.0
Hot Dog Ahumado de Pollo SAN FERNANDO Paquete 220g,SAN FERNANDO,S/ 4.60,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,220.0,g,4.6
Tallarín Saltado con Pollo HOME CHEF 450g,HOME CHEF,S/ 13.20,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,450.0,g,13.2
Nuggets de Pechuga de Pollo OREGON FOODS Bolsa 15un,OREGON FOODS,S/ 14.40,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,15.0,un,14.4
Proteína de Soya BHAKTI NATURA Pollo Vegetariano Caja 150g,BHAKTI NATURA,S/ 8.00,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,150.0,g,8.0
Suprema de Pollo AVINKA Bolsa 4un,AVINKA,S/ 27.20,vivanda,POLLO EVISCERADO,2024-12-04 17:26:31.945603,4.0,un,27.2
