description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Panetón Chocotón DONOFRIO Doble Chocolate Caja 450g,D'ONOFRIO,S/ 26.50,vivanda,PANETÓN,2024-12-04 17:18:18.343126,450.0,g,26.5
Panetón GLORIA PASION Algarrobina con Chispas de Chocolate Caja 500g,GLORIA,S/ 22.90,vivanda,PANETÓN,2024-12-04 17:18:18.343126,500.0,g,22.9
Panetón WINTERS sin Agregados Bolsa 500g,WINTER'S,S/ 20.90,vivanda,PANETÓN,2024-12-04 17:18:18.343126,500.0,g,20.9
Panetón DONOFRIO de Chocolate Relleno con Manjar Caja 450g,D'ONOFRIO,S/ 26.50,vivanda,PANETÓN,2024-12-04 17:18:18.343126,450.0,g,26.5
Panetón Clásico LA FLORENCIA Bolsa 600g,LA FLORENCIA,S/ 18.90,vivanda,PANETÓN,2024-12-04 17:18:18.343126,600.0,g,18.9
Panetón Integral UNIÓN con Castañas Bolsa 900g,UNIÓN,S/ 29.50,vivanda,PANETÓN,2024-12-04 17:18:18.343126,900.0,g,29.5
Panetón DONOFRIO Chocotón Bolsa 450g,D'ONOFRIO,S/ 21.90,vivanda,PANETÓN,2024-12-04 17:18:18.343126,450.0,g,21.9
Panetón GLORIA PASION con Chispas de Chocolate Caja 500g,GLORIA,S/ 22.90,vivanda,PANETÓN,2024-12-04 17:18:18.343126,500.0,g,22.9
Panetón Chocotón LA FLORENCIA Caja 600g,LA FLORENCIA,S/ 21.90,vivanda,PANETÓN,2024-12-04 17:18:18.343126,600.0,g,21.9
Gran Panetón SAN JORGE Caja 900g,SAN JORGE,S/ 28.10,vivanda,PANETÓN,2024-12-04 17:18:18.343126,900.0,g,28.1
Gran Panetón SAN JORGE Caja 1.5Kg,SAN JORGE,S/ 38.00,vivanda,PANETÓN,2024-12-04 17:18:18.343126,1.5,kg,38.0
Mini Panetón GLORIA Bolsa 80g,GLORIA,S/ 3.99,vivanda,PANETÓN,2024-12-04 17:18:18.343126,80.0,g,3.99
Mini Panetón GLORIA Chocolate Bolsa 90g,GLORIA,S/ 3.99,vivanda,PANETÓN,2024-12-04 17:18:18.343126,90.0,g,3.99
Mini Panetón ARCOR Sapito Bolsa 75g,ARCOR,S/ 4.30,vivanda,PANETÓN,2024-12-04 17:18:18.343126,75.0,g,4.3
Paneton UNIÓN en Bolsa 900g,UNIÓN,S/ 26.50,vivanda,PANETÓN,2024-12-04 17:18:18.343126,900.0,g,26.5
