description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Fresa Premium BELL'S Bandeja 500g,BELL'S,S/ 10.59,vivanda,FRESA,2024-12-04 17:48:19.078644,500.0,g,10.59
Fresa Entera Congelada EL FRUTERO Bolsa 1Kg,EL FRUTERO,S/ 15.50,vivanda,FRESA,2024-12-04 17:48:19.078644,1.0,kg,15.5
Fresa Congelada FEST Paquete 500g,FEST,S/ 7.99,vivanda,FRESA,2024-12-04 17:48:19.078644,500.0,g,7.99
Yogurt VAKIMU +Pro Sabor a Fresa Pote 160g,VAKIMU,S/ 6.00,vivanda,FRESA,2024-12-04 17:48:19.078644,160.0,g,6.0
Yogurt GLORIA Frutado Fresa Vaso 120g,GLORIA,S/ 1.80,vivanda,FRESA,2024-12-04 17:48:19.078644,120.0,g,1.8
Mermelada DELGA-C Fresa sin azúcar Frasco 310Gr,DELGA-C,S/ 9.80,vivanda,FRESA,2024-12-04 17:48:19.078644,310.0,g,9.8
Gelatina UNIVERSAL Sabor a Fresa Caja 19g,UNIVERSAL,S/ 3.70,vivanda,FRESA,2024-12-04 17:48:19.078644,19.0,g,3.7
Yogurt LAIVE Sbelt Sabor a Fresa Galonera 1.7Kg,LAIVE,S/ 12.50,vivanda,FRESA,2024-12-04 17:48:19.078644,1.7,kg,12.5
Mermelada Fresa GLORIA Pote 310g,GLORIA,S/ 7.30,vivanda,FRESA,2024-12-04 17:48:19.078644,310.0,g,7.3
Yogurt Parcialmente Descremado GLORIA Sabor a Fresa Galonera 1.7Kg,GLORIA,S/ 10.60,vivanda,FRESA,2024-12-04 17:48:19.078644,1.7,kg,10.6
Yogurt Sabor a Fresa sin Lactosa LAIVE Galonera 1.7Kg,LAIVE,S/ 8.90,vivanda,FRESA,2024-12-04 17:48:19.078644,1.7,kg,8.9
Gelatina UNIVERSAL Fresa con Stevia Bolsa 19g,UNIVERSAL,S/ 5.20,vivanda,FRESA,2024-12-04 17:48:19.078644,19.0,g,5.2
"Mix Arándano, Fresa y Frambuesa Congelado EL FRUTERO Bolsa 1kg",EL FRUTERO,S/ 20.90,vivanda,FRESA,2024-12-04 17:48:19.078644,1.0,kg,20.9
Galletas Nutrisnack GERBER Plátano y Fresa Sobre 42g,GERBER,S/ 19.50,vivanda,FRESA,2024-12-04 17:48:19.078644,42.0,g,19.5
"Mix de Fresa, Papaya y Piña Congelada EL FRUTERO Bolsa 1Kg",EL FRUTERO,S/ 15.49,vivanda,FRESA,2024-12-04 17:48:19.078644,1.0,kg,15.49
Yogurt VAKIMU +Pro Sabor a Fresa Pote 500g,VAKIMU,S/ 15.20,vivanda,FRESA,2024-12-04 17:48:19.078644,500.0,g,15.2
Wafer Cuadrado NIK Relleno con Crema Sabor a Fresa Paquete 6un,COSTA,S/ 4.10,vivanda,FRESA,2024-12-04 17:48:19.078644,6.0,un,4.1
Yogurt GLORIA Parcialmente Descremado Sabor a Fresa y Plátano Botella 180g,GLORIA,S/ 2.10,vivanda,FRESA,2024-12-04 17:48:19.078644,180.0,g,2.1
Yogurt Frutado DANLAC Fresa Botella 900g,DANLAC,S/ 11.50,vivanda,FRESA,2024-12-04 17:48:19.078644,900.0,g,11.5
Mermelada GLORIA Fresa Frasco 950g,GLORIA,S/ 14.90,vivanda,FRESA,2024-12-04 17:48:19.078644,950.0,g,14.9
Mermelada BELL'S Fresa Frasco 1Kg,BELL'S,S/ 13.90,vivanda,FRESA,2024-12-04 17:48:19.078644,1.0,kg,13.9
Yogurt GLORIA Slim Sabor a Fresa Vaso 120g,GLORIA,S/ 2.00,vivanda,FRESA,2024-12-04 17:48:19.078644,120.0,g,2.0
Gelatina UNIVERSAL Sabor a Fresa Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,FRESA,2024-12-04 17:48:19.078644,130.0,g,3.99
Yogurt LAIVE Sbelt Sabor a Fresa y Linaza Galonera 1.7Kg,LAIVE,S/ 11.50,vivanda,FRESA,2024-12-04 17:48:19.078644,1.7,kg,11.5
Yogurt Bebible GLORIA sin Lactosa Fresa Botella 1Kg,GLORIA,S/ 7.30,vivanda,FRESA,2024-12-04 17:48:19.078644,1.0,kg,7.3
Bebida FRUGOS Mango y Fresa Caja 1L,FRUGOS,S/ 4.50,vivanda,FRESA,2024-12-04 17:48:19.078644,1.0,l,4.5
Yogurt Griego Mango con Fresa VAKIMU YOG Pote 1Kg,VAKIMU,S/ 16.80,vivanda,FRESA,2024-12-04 17:48:19.078644,1.0,kg,16.8
Mermelada HELIOS Fresa Dulce Diet Frasco 280g,HELIOS,S/ 22.20,vivanda,FRESA,2024-12-04 17:48:19.078644,280.0,g,22.2
"Mix Fresa, Piña y Mango Congelado EL FRUTERO Bolsa 1kg",EL FRUTERO,S/ 16.99,vivanda,FRESA,2024-12-04 17:48:19.078644,1.0,kg,16.99
Mermelada de Fresa FANNY Frasco 950g,FANNY,S/ 16.10,vivanda,FRESA,2024-12-04 17:48:19.078644,950.0,g,16.1
Bebida Rehidratante SUEROX Sabor a Fresa - Kiwi Botella 630ml,SUEROX,S/ 6.50,vivanda,FRESA,2024-12-04 17:48:19.078644,630.0,ml,6.5
Yogurt Bebible GLORIA Sabor a Fresa Botella 1Kg,GLORIA,S/ 6.70,vivanda,FRESA,2024-12-04 17:48:19.078644,1.0,kg,6.7
Mermelada de Fresa Pote 200g,LA FLORENCIA,S/ 4.60,vivanda,FRESA,2024-12-04 17:48:19.078644,200.0,g,4.6
Agua Saborizada SAN PELLEGRINO Essenza Sabor a Mandarina y Fresa Lata 330ml,SAN PELLEGRINO,S/ 8.00,vivanda,FRESA,2024-12-04 17:48:19.078644,330.0,ml,8.0
Quitaesmalte BOREAL Fresa Botella 70ml,BOREAL,S/ 3.90,vivanda,FRESA,2024-12-04 17:48:19.078644,70.0,ml,3.9
Yogurt GLORIA Batti Shake Fresa Vaso 120g,GLORIA,S/ 1.60,vivanda,FRESA,2024-12-04 17:48:19.078644,120.0,g,1.6
Torta Helada de Fresa Chica LA FLORENCIA 1un,LA FLORENCIA,S/ 29.90,vivanda,FRESA,2024-12-04 17:48:19.078644,1.0,un,29.9
Yogurt Zero Lactosa GLORIA Sabor a Fresa Botella 500g,GLORIA,S/ 4.40,vivanda,FRESA,2024-12-04 17:48:19.078644,500.0,g,4.4
Cereal ANGEL Trigo integral de avena y maíz sabor fresa Bolsa 350Gr,ANGEL,S/ 16.10,vivanda,FRESA,2024-12-04 17:48:19.078644,350.0,g,16.1
Yogurt YOMOST Fresa Caja 180ml Paquete 6un,YOMOST,S/ 12.70,vivanda,FRESA,2024-12-04 17:48:19.078644,180.0,ml,12.7
Mermelada ST. DALFOUR Fresa Frasco 284g,ST. DALFOUR,S/ 19.90,vivanda,FRESA,2024-12-04 17:48:19.078644,284.0,g,19.9
Cereal MCCALLUM'S Multicereal con Fresas Caja 350g,MCCALLUM S,S/ 13.90,vivanda,FRESA,2024-12-04 17:48:19.078644,350.0,g,13.9
Yogurt Bebible LAIVE Bio Sabor a Fresa Galonera 1.7Kg,LAIVE,S/ 10.60,vivanda,FRESA,2024-12-04 17:48:19.078644,1.7,kg,10.6
Yogurt LAIVE sin Lactosa Sabor a Fresa Botella 946g,LAIVE,S/ 7.90,vivanda,FRESA,2024-12-04 17:48:19.078644,946.0,g,7.9
Gelatina ROYAL Sabor a Fresa Bolsa 160g,ROYAL,S/ 5.00,vivanda,FRESA,2024-12-04 17:48:19.078644,160.0,g,5.0
Yogurt Parcialmente Descremado GLORIA Sabor a Fresa Botella 180g Paquete 6un,GLORIA,S/ 10.60,vivanda,FRESA,2024-12-04 17:48:19.078644,180.0,g,10.6
Mermelada de Fresa FANNY Pote 320g,FANNY,S/ 7.70,vivanda,FRESA,2024-12-04 17:48:19.078644,320.0,g,7.7
Goma de Mascar sin Azúcar TRIDENT Fresa 6un x45.5g,TRIDENT,S/ 41.20,vivanda,FRESA,2024-12-04 17:48:19.078644,6.0,un,41.2
Goma de Mascar sin Azúcar TRIDENT Fresa y Limón 10un x17g,TRIDENT,S/ 24.90,vivanda,FRESA,2024-12-04 17:48:19.078644,10.0,un,24.9
