description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Arveja Verde Partida INCATRAIL Bolsa 500g,INCATRAIL,S/ 4.29,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,500.0,g,4.29
Arveja Precocida GREEN FOOD Bolsa 400g,GREEN FOOD,S/ 7.50,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,400.0,g,7.5
Arveja Verde COSTEÑO Bolsa 500g,COSTENO,S/ 4.40,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,500.0,g,4.4
Arveja Verde VALLENORTE Bolsa 500g,VALLENORTE,S/ 4.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,500.0,g,4.9
Arverja Partida BELL'S Bolsa 500g,BELL'S,S/ 3.30,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,500.0,g,3.3
Mix de Arveja y Zanahoria Precocida Congelada GREEN FOOD Bolsa 400g,GREEN FOOD,S/ 7.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,400.0,g,7.9
Levadura Seca Instantánea SAF INSTANT Caja 125g,SAF INSTANT,S/ 6.00,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,125.0,g,6.0
Papa Seca COSTEÑO Bolsa 500g,COSTENO,S/ 8.10,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,500.0,g,8.1
"Enrollado de Pollo BELL'S con Jamón, Queso Tocino y Frutas Secas 1.3Kg",BELL'S,S/ 42.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,1.3,kg,42.9
Chifles Cancha y Carne Seca EL ARTESANO Artichay Bolsa 250g,EL ARTESANO,S/ 16.00,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,250.0,g,16.0
Bandas Depilatorias Corporales DEPILÉ Piel Seca Paquete 6un,DEPILE,S/ 21.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,6.0,un,21.9
Toallas Femeninas ALWAYS Nocturna Seca G Paquete 32un,ALWAYS,S/ 19.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,32.0,un,19.9
Crema Corporal NIVEA Piel Extra Seca Frasco 400ml,NIVEA,S/ 39.80,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,400.0,ml,39.8
Limpiadora NIVEA VISAGE Piel Seca Frasco 200ml,NIVEA,S/ 35.80,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,200.0,ml,35.8
Crema Corporal NIVEA Piel Seca Frasco 250ml,NIVEA,S/ 23.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,250.0,ml,23.9
Crema Corporal NIVEA Piel Extra Seca Frasco 250ml,NIVEA,S/ 23.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,250.0,ml,23.9
Crema Corporal NIVEA Piel Seca Frasco 400ml,NIVEA,S/ 39.80,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,400.0,ml,39.8
Papa Seca BELL'S Bolsa 400g,BELL'S,S/ 5.60,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,400.0,g,5.6
Toallas Maxi Protección Seca ALWAYS Paquete 32un,ALWAYS,S/ 19.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,32.0,un,19.9
Bolígrafos PILOT Tinta Seca BP-S Blíster 4un,PILOT,S/ 15.10,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,4.0,un,15.1
Crema Facial POND'S Clarant B3 Piel Seca Frasco 100g,POND'S,S/ 25.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,100.0,g,25.9
Avena QUAKER Tradicional Bolsa 900g,QUAKER,S/ 14.50,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,900.0,g,14.5
Arverja Desvainada BELL'S FRESCOS Bandeja 300g,BELL'S FRESCOS,S/ 10.99,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,300.0,g,10.99
Avena con Hojuela sin Gluten LA PURITA Bolsa 800g,LA PURITA,S/ 18.00,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,800.0,g,18.0
Avena Precocida BELL'S Bolsa 1Kg,BELL'S,S/ 9.20,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,1.0,kg,9.2
Arena para Gatos COOL CAT Bolsa 5Kg,COOL CAT,S/ 12.50,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,5.0,kg,12.5
Avena Instantánea Regular BELL'S Bolsa 270g,BELL'S,S/ 3.20,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,270.0,g,3.2
Avena QUAKER Tradicional Bolsa 500g,QUAKER,S/ 8.50,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,500.0,g,8.5
Avena Clásica 3 OSITOS Premium Bolsa 900g,3 OSITOS,S/ 13.60,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,900.0,g,13.6
Avena SANTA CATALINA con Quinua Bolsa 280g,SANTA CATALINA,S/ 6.20,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,280.0,g,6.2
Avena QUAKER con Chía y Algarrobo Bolsa 330g,QUAKER,S/ 8.50,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,330.0,g,8.5
Saca Sarro DIAMANTE Especial para Inodoros y Mayólicas Botellas 1Kg,DIAMANTE,S/ 7.59,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,1.0,kg,7.59
Avena QUAKER con Maca Bolsa 330g,QUAKER,S/ 8.50,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,330.0,g,8.5
Avena Natural SANTA CATALINA Bolsa 900g,SANTA CATALINA,S/ 9.50,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,900.0,g,9.5
Avena Clásica 3 OSITOS Bolsa 250g,3 OSITOS,S/ 5.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,250.0,g,5.9
Avena Instantánea de Manzana y Canela BELL'S Vaso 45g,BELL'S,S/ 3.50,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,45.0,g,3.5
Avena BELL'S Bolsa 1Kg,BELL'S,S/ 9.20,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,1.0,kg,9.2
Avena Mix MAMALAMA Aguaymanto Linaza Doypack 500g,MAMALAMA,S/ 17.90,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,500.0,g,17.9
Avena Precocida BELL'S Bolsa 170g,BELL'S,S/ 2.79,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,170.0,g,2.79
Avena con Quinua QUAKER Bolsa 850g,QUAKER,S/ 14.50,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,850.0,g,14.5
Avena QUAKER Tradicional Bolsa 200g,QUAKER,S/ 4.80,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,200.0,g,4.8
Avena BELL'S Bolsa 500g,BELL'S,S/ 4.70,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,500.0,g,4.7
Avena Integral GRANO DE ORO Bolsa 500g,GRANO DE ORO,S/ 5.50,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,500.0,g,5.5
Avena QUAKER Hojuelas de Avena Instantánea Caja 350g,QUAKER,S/ 9.29,vivanda,ARVEJA SECA PARTIDA,2024-12-04 17:59:54.641169,350.0,g,9.29
