description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Cereal UNIÓN con Arándanos y Piña Liofilizada Caja 350g,UNIÓN,S/ 22.50,vivanda,PIÑA,2024-12-04 17:50:29.768247,350.0,g,22.5
Bebida SAN LUIS Sin Gas Sabor Piña y Kión Botella 625ml,SAN LUIS,S/ 2.20,vivanda,PIÑA,2024-12-04 17:50:29.768247,625.0,ml,2.2
Gelatina UNIVERSAL Sabor a Piña Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,PIÑA,2024-12-04 17:50:29.768247,130.0,g,3.99
Gaseosa FANTA Piña Lata 355ml,FANTA,S/ 6.90,vivanda,PIÑA,2024-12-04 17:50:29.768247,355.0,ml,6.9
Vodka SKYY Sabor a Piña Botella 750ml,SKYY,S/ 64.90,vivanda,PIÑA,2024-12-04 17:50:29.768247,750.0,ml,64.9
Bebida GLORIA Piña Caja 1L,GLORIA,S/ 4.40,vivanda,PIÑA,2024-12-04 17:50:29.768247,1.0,l,4.4
Gelatina BELL'S Sabor a Piña Bolsa 180g,BELL'S,S/ 3.60,vivanda,PIÑA,2024-12-04 17:50:29.768247,180.0,g,3.6
Gelatina ROYAL Sabor a Piña Bolsa 160g,ROYAL,S/ 5.20,vivanda,PIÑA,2024-12-04 17:50:29.768247,160.0,g,5.2
Infusiones WAWASANA Té verde piña Caja 20Un,WAWASANA,S/ 9.60,vivanda,PIÑA,2024-12-04 17:50:29.768247,20.0,un,9.6
Gaseosa CONCORDIA Piña Botella 500ml,CONCORDIA,S/ 1.60,vivanda,PIÑA,2024-12-04 17:50:29.768247,500.0,ml,1.6
Mermelada de Piña & Yacón con Agave ECOANDINO Orgánico Frasco 240g,ECOANDINO,S/ 19.50,vivanda,PIÑA,2024-12-04 17:50:29.768247,240.0,g,19.5
Té Verde & Piña BELL'S Caja 20un,BELL'S,S/ 8.59,vivanda,PIÑA,2024-12-04 17:50:29.768247,20.0,un,8.59
Bebida FRU + Piña Maracuyá Botella 400ml,FRU +,S/ 5.70,vivanda,PIÑA,2024-12-04 17:50:29.768247,400.0,ml,5.7
Bebida instantánea en polvo ZUKO Piña Sobre 15Gr,DUKO,S/ 1.20,vivanda,PIÑA,2024-12-04 17:50:29.768247,15.0,g,1.2
Gomas Dulces 2 CERRITOS Sabor Fresa Naranja Limón y Piña Bolsa 125g,NURIA,S/ 10.90,vivanda,PIÑA,2024-12-04 17:50:29.768247,125.0,g,10.9
Bebida NATURALE Piña Botella 500ml,NATURALE,S/ 4.80,vivanda,PIÑA,2024-12-04 17:50:29.768247,500.0,ml,4.8
