description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Pastel de Jamón OTTO KUNZ Paquete 150g,OTTO KUNZ,S/ 6.80,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,150.0,g,6.8
Chifles Salados CRICKETS Bolsa 500g,CRICKET S,S/ 21.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,500.0,g,21.9
Chifle Salado CRICKETS Sabor Leche de Tigre Bolsa 150g,CRICKET S,S/ 8.50,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,150.0,g,8.5
Chifles Salados CRICKETS Bolsa 250g,CRICKET S,S/ 11.20,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,250.0,g,11.2
Pistacho Tostado y Salado WONDERFUL Bolsa 227g,WONDERFUL,S/ 45.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,227.0,g,45.9
Piqueo VILLA NATURA Chifles salados Bolsa 150Gr,VILLA NATURA,S/ 5.00,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,150.0,g,5.0
Maní KARINTO Engalletado Salado Bolsa 200g,KARINTO,S/ 7.99,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,200.0,g,7.99
Min Pao Salado DELIFREEZE Bolsa 12 un,DELIFREEZE,S/ 19.89,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,12.0,un,19.89
Piqueo BELL'S Maní Frito Salado Táper 140g,BELL'S,S/ 4.30,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,140.0,g,4.3
Chifles KARINTO Salado Bolsa 150g,KARINTO,S/ 9.30,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,150.0,g,9.3
Piqueo BELL'S Maní salado Bolsa 180Gr,BELL'S,S/ 4.20,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,180.0,g,4.2
Velas Premium de Cumpleaños Rayadas Pastel MARSHALL & MASON x6un,MARSHALL & MASON,S/ 9.95,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,6.0,un,9.95
Piqueo BELL'S Chifles salados Bolsa 220Gr,BELL'S,S/ 7.40,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,220.0,g,7.4
