description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Tomate Italiano x kg,VIVANDA,S/ 6.19,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,1.0,kg,6.19
Tomate Italiano BELL'S FRESCOS Bolsa 1Kg,BELL'S FRESCOS,S/ 6.99,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,1.0,kg,6.99
Tomate Pelati MUTTI Lata 400g,MUTTI,S/ 11.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,400.0,g,11.9
Zapallo Italiano x un,VIVANDA,S/ 1.99,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,1.0,un,1.99
Salsa Clásica de Tomate POMAROLA Doypack 145g,POMAROLA,S/ 1.70,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,145.0,g,1.7
Salsa DON VITTORIO Roja tomate Doypack 200Gr,DON VITTORIO,S/ 4.10,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,200.0,g,4.1
Salsa EL CORTE INGLES De tomate con aceite de Oliva Frasco 350g,EL CORTE INGLÉS,S/ 7.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,350.0,g,7.9
Pasta de Tomate CASA RINALDI Basílico Frasco 690g,CASA RINALDI,S/ 9.50,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,690.0,g,9.5
Salsa de Tomate POMAROLA Doypack 290g,POMAROLA,S/ 3.70,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,290.0,g,3.7
Salsa de Tomate Frito VALDEPORRES Aceite de Oliva Frasco 350g,VALDEPORRES,S/ 10.40,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,350.0,g,10.4
Salsa de Tomate ON ITALO Pote 250g,DON ITALO,S/ 12.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,250.0,g,12.9
Salsa de Tomate Frito VALDEPORRES Frasco 350g,VALDEPORRES,S/ 11.60,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,350.0,g,11.6
Salsa de Tomate BELL'S para Aderezo Doypack 160g,BELL'S,S/ 1.30,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,160.0,g,1.3
Concentrado de Tomate POMAROLA Doypack 110g,POMAROLA,S/ 1.80,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,110.0,g,1.8
Pasta de Tomate CASA RINALDI Frasco 690g,CASA RINALDI,S/ 9.50,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,690.0,g,9.5
Passata de Tomate MUTTI Frasco 400g,MUTTI,S/ 13.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,400.0,g,13.9
Polpa de Tomate MUTTI con Albahaca Frasco 700g,MUTTI,S/ 19.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,700.0,g,19.9
Pan Italiano 1un,VIVANDA,S/ 3.00,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,1.0,un,3.0
Focaccia con Tomate Refrigerado LA FLORENCIA 1un,LA FLORENCIA,S/ 8.10,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,1.0,un,8.1
Quiche de Tomate y Espinaca HOME CHEF Caja 1un,HOME CHEF,S/ 28.50,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,1.0,un,28.5
Chorizo Italiano OTTO KUNZ 220g,OTTO KUNZ,S/ 12.50,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,220.0,g,12.5
Sazonador BADIA Italiano Frasco 35.4g,BADIA,S/ 20.30,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,35.4,g,20.3
Pasta de Tomate B&D Doypack 200g,B&D,S/ 4.20,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,200.0,g,4.2
Pack Salsa de Tomate POMAROLA Bolsa 870g,POMAROLA,S/ 11.10,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,870.0,g,11.1
Salsa Casera de Tomate POMAROLA Hong Laur Do Pack 170g,POMAROLA,S/ 3.70,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,170.0,g,3.7
Jugo de Tomate BRITVIC Botella 200ml,BRITT,S/ 7.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,200.0,ml,7.9
Pulpa de Tomate CASA RINALDI Lata 400g,CASA RINALDI,S/ 5.40,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,400.0,g,5.4
Salsa de Tomate Chunky TOSTITOS Frasco 439.4g,TOSTITOS,S/ 26.40,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,439.4,g,26.4
Passata de Tomate MUTTI Frasco 700g,MUTTI,S/ 17.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,700.0,g,17.9
Salsa tipo Tamarindo 2 BANDERAS con Pasta de Tomate Bolsa 100g,2BANDERAS,S/ 2.69,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,100.0,g,2.69
Nachos SANISSIMO Sabor Albahaca y Tomate Bolsa 160g,SANISSIMO,S/ 12.40,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,160.0,g,12.4
Puré de Tomate GOURMET 117 Botella 680g,GOURMET 117,S/ 12.70,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,680.0,g,12.7
Antipasto Italiano LA GENOVESA Paquete 200g,LA GENOVESA,S/ 38.30,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,200.0,g,38.3
Masa Pre Pizza UNIÓN Siciliana con Pasta de Tomate Bolsa 270g,UNIÓN,S/ 10.89,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,270.0,g,10.89
Salsa Artesanal de Tomate IL PASTIFICIO Pote 250g,IL PASTIFICIO,S/ 12.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,250.0,g,12.9
Mondongo Italiano x kg,VIVANDA,S/ 14.20,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,1.0,kg,14.2
Fideos SANTA CATALINA con Tomate y Zanahoria Bolsa 400g,SANTA CATALINA,S/ 5.30,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,400.0,g,5.3
Chorizo Italiano LA GENOVESA Bolsa 420g,LA GENOVESA,S/ 22.90,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,420.0,g,22.9
Pasta de Tomate B&D Doypack 100g,B&D,S/ 2.20,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,100.0,g,2.2
Pasta de Tomate BELL'S Doypack 120g,BELL'S,S/ 1.50,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,120.0,g,1.5
Conchas de Abanico AZUL MARINO Media Valva Bolsa 6un,AZUL MARINO,S/ 20.50,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,6.0,un,20.5
Langostinos Crudos AZUL MARINO Bolsa 300g,AZUL MARINO,S/ 20.50,vivanda,TOMATE ITALIANO O MARSANO,2024-12-04 17:54:39.770422,300.0,g,20.5
