description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Bebida de Coco y Vainilla NATURE'S HEART sin Azúcar Caja 946ml,NATURE'S HEART,S/ 12.50,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,946.0,ml,12.5
Bebida Rehidratante SPORADE Tropical Electrolitos Botella 1.5L,SPORADE,S/ 5.50,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,1.5,l,5.5
Bebida FRUGOS Mango y Fresa Caja 1L,FRUGOS,S/ 4.50,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,1.0,l,4.5
Bebida Rehidratante SUEROX Surtido Botella 630ml Paquete 4un,SUEROX,S/ 19.50,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,630.0,ml,19.5
Bebida Vegetal NOT MILK Low Fat Caja 1L,POWER NATURE,S/ 15.90,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,1.0,l,15.9
Bebida FRUGOS Sabor a Mango Caja 970ml,FRUGOS,S/ 3.90,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,970.0,ml,3.9
Bebida de Coco NATURES HEART sin Azúcar Botella 946ml,NATURE'S HEART,S/ 10.50,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,946.0,ml,10.5
Bebida de Avena ORASI Caja 1L,ORASI,S/ 14.60,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,1.0,l,14.6
Bebida de Almendra LAIVE Vio Caja 946ml Paquete 2un,LAIVE,S/ 18.50,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,946.0,ml,18.5
Bebida de Arándanos L'ONDA con Té Verde Botella 1L,L ONDA,S/ 8.99,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,1.0,l,8.99
Bebida Rehidratante SUEROX Sabor a Fresa - Kiwi Botella 630ml,SUEROX,S/ 6.50,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,630.0,ml,6.5
Bebida Aloe KERO Piña Botella 300ml,KERO,S/ 3.00,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,300.0,ml,3.0
Bebida Rehidratante SPORADE Sabores Surtidos Botella 500ml Paquete 6un,SPORADE,S/ 9.90,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,500.0,ml,9.9
Bebida de Almendra LAIVE Vio Tetrapack 946ml,LAIVE,S/ 12.00,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,946.0,ml,12.0
Bebida Rehidratante GATORADE Sabores Surtidos Botella 500ml Paquete 6un,GATORADE,S/ 12.70,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,500.0,ml,12.7
Bebida Light OCEAN SPRAY Cranberry Caja 1L,OCEAN SPRAY,S/ 17.00,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,1.0,l,17.0
Bebida de Soya LAIVE Vio Tetrapack 946ml,LAIVE,S/ 7.90,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,946.0,ml,7.9
Bebida de Coco LAIVE Vio Tetrapack 946ml,LAIVE,S/ 12.00,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,946.0,ml,12.0
Bebida Vegetal NOT MILK Chocolate Caja 1L,POWER NATURE,S/ 15.90,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,1.0,l,15.9
Bebida Instantánea de Cebada ECCO Doypack 250g,ECCO,S/ 13.90,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,250.0,g,13.9
Bebida de Almendras ORASI UHT sin Azúcar Caja 1L,ORASI,S/ 15.60,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,1.0,l,15.6
