description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Chorizo Parrillero Precocido BRAEDT Cocktail Empaque 250g,BRAEDT,S/ 11.90,vivanda,CHORIZO,2024-12-04 17:29:01.677190,250.0,g,11.9
Chorizo Vegano DELLANATURA Caja 4un,DELLANATURA,S/ 25.90,vivanda,CHORIZO,2024-12-04 17:29:01.677190,4.0,un,25.9
Chorizo Cocido SAN FERNANDO 480g,SAN FERNANDO,S/ 12.50,vivanda,CHORIZO,2024-12-04 17:29:01.677190,480.0,g,12.5
Chorizo Parrillero Crudo SALCHICHERÍA ALEMANA 500g,SALCHICHERÍA ALEMANA,S/ 19.30,vivanda,CHORIZO,2024-12-04 17:29:01.677190,500.0,g,19.3
Chorizo Campestre OTTO KUNZ 400g,OTTO KUNZ,S/ 19.70,vivanda,CHORIZO,2024-12-04 17:29:01.677190,400.0,g,19.7
Chorizo Parrillero Artesanal BRAEDT 400g,BRAEDT,S/ 17.70,vivanda,CHORIZO,2024-12-04 17:29:01.677190,400.0,g,17.7
Chorizo Finas Hierbas Cocktail BRAEDT 250g,BRAEDT,S/ 13.10,vivanda,CHORIZO,2024-12-04 17:29:01.677190,250.0,g,13.1
Chorizo Precocido Finas Hierbas SALCHICHERÍA ALEMANA 320g,SALCHICHERÍA ALEMANA,S/ 15.50,vivanda,CHORIZO,2024-12-04 17:29:01.677190,320.0,g,15.5
Chorizo Algarrobina LA GENOVESA Paquete 420g,LA GENOVESA,S/ 22.50,vivanda,CHORIZO,2024-12-04 17:29:01.677190,420.0,g,22.5
Chorizo Sarta Natural OTTO KUNZ Paquete 250g,OTTO KUNZ,S/ 22.30,vivanda,CHORIZO,2024-12-04 17:29:01.677190,250.0,g,22.3
Chorizo Parrillero LA GENOVESA Paquete 420g,LA GENOVESA,S/ 20.90,vivanda,CHORIZO,2024-12-04 17:29:01.677190,420.0,g,20.9
Chorizo Cocktail OTTO KUNZ 370g,OTTO KUNZ,S/ 19.50,vivanda,CHORIZO,2024-12-04 17:29:01.677190,370.0,g,19.5
Chorizo OREGON FOOD'S Mix Cocktail Caja 18un,OREGON FOOD'S,S/ 21.50,vivanda,CHORIZO,2024-12-04 17:29:01.677190,18.0,un,21.5
Chorizo Angus OREGON FOOD'S Caja 5un,OREGON FOOD'S,S/ 42.50,vivanda,CHORIZO,2024-12-04 17:29:01.677190,5.0,un,42.5
Chorizo Parrillero LA CHARCUTERÍA Caja 4un,LA CHARCUTERÍA,S/ 29.90,vivanda,CHORIZO,2024-12-04 17:29:01.677190,4.0,un,29.9
Chorizo Argentino OREGON FOOD'S Paquete 400g,OREGON FOOD'S,S/ 23.90,vivanda,CHORIZO,2024-12-04 17:29:01.677190,400.0,g,23.9
Chorizo Precocido Cocktail CASA EUROPA 500g,CASA EUROPA,S/ 22.90,vivanda,CHORIZO,2024-12-04 17:29:01.677190,500.0,g,22.9
Chorizo Finas Hierbas Cockt CASA EUROPA 500g,CASA EUROPA,S/ 28.30,vivanda,CHORIZO,2024-12-04 17:29:01.677190,500.0,g,28.3
Chorizo Picante LA GENOVESA Paquete 420g,LA GENOVESA,S/ 22.50,vivanda,CHORIZO,2024-12-04 17:29:01.677190,420.0,g,22.5
Chorizo Italiano LA GENOVESA Bolsa 420g,LA GENOVESA,S/ 22.90,vivanda,CHORIZO,2024-12-04 17:29:01.677190,420.0,g,22.9
Chorizo Parrillero SAN FERNANDO Paquete 400g,SAN FERNANDO,S/ 14.99,vivanda,CHORIZO,2024-12-04 17:29:01.677190,400.0,g,14.99
Chorizo Ahumado BRAEDT 400g,BRAEDT,S/ 17.70,vivanda,CHORIZO,2024-12-04 17:29:01.677190,400.0,g,17.7
Chorizo Aleman BRAEDT 400g,BRAEDT,S/ 17.70,vivanda,CHORIZO,2024-12-04 17:29:01.677190,400.0,g,17.7
Chorizo Ahumado De Cerdo SALCHICHERÍA ALEMANA 400g,SALCHICHERÍA ALEMANA,S/ 17.90,vivanda,CHORIZO,2024-12-04 17:29:01.677190,400.0,g,17.9
Tabla HIBERO Jamón Serrano + Chorizo + Salchichón Paquete 105g,HIBERO,S/ 19.90,vivanda,CHORIZO,2024-12-04 17:29:01.677190,105.0,g,19.9
Box LA GENOVESA Chorizo al Parmesano + Chorizo Genovés Picante 410g,LA GENOVESA,S/ 24.90,vivanda,CHORIZO,2024-12-04 17:29:01.677190,1.0,l,24.9
