description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Brócoli de Verano VIVA x un,VIVA,S/ 11.99,vivanda,BRÓCOLI,2024-12-04 17:53:47.239085,1.0,un,11.99
Germinados de Brócoli AGE SPROUTS Bandeja 100g,AGE SPROUTS,S/ 17.99,vivanda,BRÓCOLI,2024-12-04 17:53:47.239085,100.0,g,17.99
Nuggets de Pollo con Brócoli AVINKA Bolsa 15un,AVINKA,S/ 9.50,vivanda,BRÓCOLI,2024-12-04 17:53:47.239085,15.0,un,9.5
