description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Fórmula Láctea NAN 2 Bebés Lata 390g,NAN,S/ 6.50,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,390.0,g,6.5
Fórmula Infantil SIMILAC 3 HMO Caja 2100g,SIMILAC,S/ 194.30,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,2100.0,g,194.3
Fórmula Infantil SIMILAC Total Comfort Lata 820g,SIMILAC,S/ 177.50,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,820.0,g,177.5
Fórmula Infantil SIMILAC 3 HMO Lata 800g,SIMILAC,S/ 83.90,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,800.0,g,83.9
Fórmula Nutricional GLUCERNA Vainilla para Diabéticos Lata 850g,GLUCERNA,S/ 137.69,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,850.0,g,137.69
Fórmula Nutricional GLUCERNA Vainilla Botella 237ml,GLUCERNA,S/ 13.84,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,237.0,ml,13.84
Fórmula Láctea de Crecimiento NAN 3 Lata 390g Paquete 6un,NAN,S/ 33.40,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,3.0,l,33.4
Fórmula Láctea NAN 2 Bebés Lata 390g Paquete 6un,NAN,S/ 37.10,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,390.0,g,37.1
Fórmula Láctea de Crecimiento NAN 3 Lata 390g,NAN,S/ 6.50,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,3.0,l,6.5
Fórmula Infantil SIMILAC 2 HMO Lata 800g,SIMILAC,S/ 158.90,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,800.0,g,158.9
Shampoo Fórmula Vegana URBAN CARE Ácido Hialurónico Tubo 250ml,URBAN CARE,S/ 39.90,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,250.0,ml,39.9
Shampoo Fórmula Vegana URBAN CARE Twisted Curls Tubo 250ml,URBAN CARE,S/ 39.90,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,250.0,ml,39.9
Desatorados para Cocinas DIAMANTE Fórmula Especial para Tuberías Botella 1Kg,DIAMANTE,S/ 12.89,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,1.0,kg,12.89
Chocolate LA IBÉRICA CORAZÓN Negro en forma de corazón Caja 80g,LA IBERICA,S/ 19.00,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,80.0,g,19.0
Marshmallow COLOMBINA Millows sabores frutados forma de arcoiris Bolsa 145Gr,COLOMBINA,S/ 4.90,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,145.0,g,4.9
Galletas para Perros GNAWLERS en forma de Huesos Sabor Carne Paquete 180g,GNAWLERS,S/ 11.50,vivanda,FÓRMULA PARA LACTANTES,2024-12-04 17:36:54.904103,180.0,g,11.5
