description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Papa Blanca Yungay x kg,VIVANDA,S/ 4.39,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,1.0,kg,4.39
Papas INKA CHIPS con Sal de Mar Bolsa 135g,INKA CHIPS,S/ 7.80,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,135.0,g,7.8
Papa Rellena LA FLORENCIA 450g,LA FLORENCIA,S/ 12.10,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,450.0,g,12.1
Papas LAY'S Ondas Clásicas Bolsa 140g,LAY'S,S/ 5.50,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,140.0,g,5.5
Papa Amarilla Tumbay FEST Prefrita Congelada Doypack 1Kg,FEST,S/ 16.50,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,1.0,kg,16.5
Papas LAY'S Clásicas Bolsa 150g,LAY'S,S/ 5.40,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,150.0,g,5.4
Papas Prefritas Rizadas AVIKO Bolsa 750g,AVIKO,S/ 13.49,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,750.0,g,13.49
Papa Rellena x un,VIVANDA,S/ 4.00,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,1.0,un,4.0
Papa Seca COSTEÑO Bolsa 500g,COSTENO,S/ 8.10,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,500.0,g,8.1
Papa Prefrita Congelada AVIKO Bolsa 1kg,AVIKO,S/ 10.90,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,1.0,kg,10.9
Papas INKA CHIPS BBQ & Cebolla Bolsa 135g,INKA CHIPS,S/ 7.80,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,135.0,g,7.8
Papa Canchan Prefrita con Cascara Congelada BELL'S Bolsa 500g,BELL'S,S/ 7.90,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,500.0,g,7.9
Papas Fritas BELL'S Sabor Crema y Cebolla Lata 150g,BELL'S,S/ 6.10,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,150.0,g,6.1
Papa Sazonada en Gajos AVIKO Bolsa 500g,AVIKO,S/ 9.90,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,500.0,g,9.9
Papas LAY'S Clásicas Bolsa 36g,LAY'S,S/ 2.70,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,36.0,g,2.7
Papas Nativas Mixtas TIYAPUY Bolsa 142g,TIYAPUY,S/ 7.60,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,142.0,g,7.6
Papas PRINGLES Original Lata 104g,PRINGLES,S/ 8.50,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,104.0,g,8.5
Papa Tradicional Congelada BEM BRASIL Bolsa 1.05kg,BEM BRASIL,S/ 11.90,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,1.05,kg,11.9
Papas PRINGLES Crema y Cebolla Lata 109g,PRINGLES,S/ 8.50,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,109.0,g,8.5
Papas al Hilo BELL'S Bolsa 125g,BELL'S,S/ 4.20,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,125.0,g,4.2
Papas PRINGLES Queso Lata 109g,PRINGLES,S/ 8.50,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,109.0,g,8.5
Papas LAY'S Artesanas Sal Marina Bolsa 135g,LAY'S,S/ 6.50,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,135.0,g,6.5
Papa Super Crunch AVIKO Bolsa 750g,AVIKO,S/ 10.90,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,750.0,g,10.9
Papas INKA CHIPS Jalapeños Bolsa 135g,INKA CHIPS,S/ 7.80,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,135.0,g,7.8
Papas Peruanas INKA CHIPS Bembos Hamburguesa Bolsa 120g,INKA CHIPS,S/ 8.30,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,120.0,g,8.3
Papas Fritas BELL'S Sabor Original Lata 60g,BELL'S,S/ 3.70,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,60.0,g,3.7
Papas Fritas INKA CHIPS Finas Hierbas Bolsa y Lima 115g,INKA CHIPS,S/ 8.20,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,115.0,g,8.2
Papas LAY'S Ondas Picantes 140g + Piqueo SNAX Original 200g,LAY'S,S/ 13.50,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,140.0,g,13.5
Papa Crinkle Congelada BEM BRASIL Bolsa 1.05kg,BEM BRASIL,S/ 12.49,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,1.05,kg,12.49
Papas PRINGLES Sabor Original 37g,PRINGLES,S/ 6.00,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,37.0,g,6.0
Papas PRINGLES Habaneras Lata 158g,PRINGLES,S/ 13.90,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,158.0,g,13.9
Papas Artesanales LAYS Sal Marina Bolsa 34g,LAY'S,S/ 2.49,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,34.0,g,2.49
Papas Artesanales LAYS BBQ Bolsa 34g,LAY'S,S/ 2.49,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,34.0,g,2.49
Papas Onduladas INKA CHIPS Búfalo Bolsa 115g,INKA CHIPS,S/ 8.20,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,115.0,g,8.2
Papas LAY'S Ondas Picante Bolsa 140g,LAY'S,S/ 5.50,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,140.0,g,5.5
Papas LAY'S Clásicas Bolsa 70g,LAY'S,S/ 4.00,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,70.0,g,4.0
Papa Prefrita BELL'S Bolsa 1Kg,BELL'S,S/ 10.49,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,1.0,kg,10.49
Papas PRINGLES Adobada Lata 158g,PRINGLES,S/ 13.90,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,158.0,g,13.9
Papas Ondas LAY'S con Mayonesa Bolsa 140g,LAY'S,S/ 5.50,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,140.0,g,5.5
Papas Nativas TIYAPUY Mixtas Sabor a Limón y Pimienta Bolsa 142g,TIYAPUY,S/ 9.90,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,142.0,g,9.9
Papas Nativas TIYAPUY Mixtas Sabor a Jalapeño Bolsa 142g,TIYAPUY,S/ 9.90,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,142.0,g,9.9
Papa Seca BELL'S Bolsa 400g,BELL'S,S/ 5.60,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,400.0,g,5.6
Papas Fritas BELL'S Sabor Pizza Lata 150g,BELL'S,S/ 6.10,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,150.0,g,6.1
