description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Arroz Extra COSTEÑO Bolsa 750g,COSTENO,S/ 4.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,4.9
Arroz Extra VALLENORTE Gran Reserva Bolsa 5Kg,VALLENORTE,S/ 27.50,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,27.5
Arroz Extra COSTEÑO Bolsa 5Kg,COSTENO,S/ 27.70,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,27.7
Arroz Integral BELL'S Bolsa 750g,BELL'S,S/ 4.20,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,4.2
Arroz Extra VALLENORTE Gran Reserva Bolsa 750g,VALLENORTE,S/ 4.80,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,4.8
Arroz Extra FARAON Bolsa 750g,FARAON,S/ 4.60,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,4.6
Arroz Extra Añejo FARAON Naranja Bolsa 5kg,FARAON,S/ 27.50,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,27.5
Arroz Extra BELL'S Bolsa 5Kg,BELL'S,S/ 20.80,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,20.8
Arroz Superior PAISANA Bolsa 5Kg,PAISANA,S/ 23.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,23.9
Arroz Integral Riso INCATRAIL Bolsa 500g,INCATRAIL,S/ 5.20,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,500.0,g,5.2
Arroz Extra PAISANA Bolsa 5Kg,PAISANA,S/ 22.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,22.9
Arroz Extra BELL'S Bolsa 750g,BELL'S,S/ 3.79,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,3.79
Arroz Integral COSTEÑO Bolsa 750g,COSTENO,S/ 6.00,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,6.0
Arroz Integral VALLENORTE Bolsa 750g,VALLENORTE,S/ 5.70,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,5.7
Arroz COSTEÑO Arborio Bolsa 750Gr,COSTENO,S/ 12.00,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,12.0
Arroz Extra GRAN CHALAN Bolsa 5Kg,GRAN CHALAN,S/ 25.10,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,25.1
Arroz Extra BELL'S Selección Bolsa 750g,BELL'S SELECCIÓN,S/ 4.30,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,4.3
Arroz Superior COSTEÑO Bolsa 5Kg,COSTENO,S/ 22.80,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,22.8
Arroz Arborio SCOTTI Caja 1Kg,SCOTT,S/ 32.50,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,1.0,kg,32.5
Arroz Parbolizado COSTEÑO Bolsa 750g,COSTENO,S/ 5.80,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,5.8
Arroz Superior VALLENORTE Bolsa 5Kg,VALLENORTE,S/ 22.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,22.9
Arroz Añejo Amarillo FARAÓN G3 Bolsa 1Kg,FARAON,S/ 4.69,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,1.0,kg,4.69
Arroz con Pollo BELL'S FRESCOS Bandeja 200g,BELL'S FRESCOS,S/ 7.70,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,200.0,g,7.7
Arroz DELGA-C Konjac Bajo en Calorías Doypack 270g,DELGA-C,S/ 11.50,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,270.0,g,11.5
Arroz Carnaroli SCOTTI con Trufas Bolsa 210g,SCOTT,S/ 12.69,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,210.0,g,12.69
Arroz Carnaroli SCOTTI Funghi Porcin Bolsa 210g,SCOTT,S/ 6.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,210.0,g,6.9
