description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Arroz FARAON Añejo Amarillo G3 Bolsa 5kg,FARAON,S/ 22.70,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,22.7
Arroz con Leche LA FLORENCIA Envase 140g,LA FLORENCIA,S/ 4.00,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,140.0,g,4.0
Arroz Añejo Extra COSTEÑO Bolsa 5kg,COSTENO,S/ 26.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,26.9
Arroz Superior BELL'S Bolsa 750g,BELL'S,S/ 3.60,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,3.6
Arroz Superior Añejo VALLENORTE Bolsa 5Kg,VALLENORTE,S/ 24.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,24.9
Arroz con Leche LA FLORENCIA Bandeja 350g,LA FLORENCIA,S/ 6.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,350.0,g,6.9
Arroz Añejo Extra COSTEÑO Bolsa 750g,COSTENO,S/ 4.50,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,4.5
Arroz Superior VALLENORTE Bolsa 750g,VALLENORTE,S/ 3.99,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,3.99
Arroz con Pollo NADU Bandeja 320g,NADU,S/ 15.40,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,320.0,g,15.4
Arroz con Pollo Seco o Aguadito PROVENZAL Sachet 58g,PROVENZAL,S/ 8.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,58.0,g,8.9
Arroz Superior BELL'S Bolsa 5Kg,BELL'S,S/ 19.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,5.0,kg,19.9
Arroz Superior Añejo VALLENORTE Bolsa 750g,VALLENORTE,S/ 4.70,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,750.0,g,4.7
Lunch Seco con Frejoles y Arroz LA FLORENCIA 450g,LA FLORENCIA,S/ 12.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,450.0,g,12.9
Lunch Picante de Carne con Arroz LA FLORENCIA 450g,LA FLORENCIA,S/ 10.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,450.0,g,10.9
Lunch Arroz Blanco LA FLORENCIA 500g,LA FLORENCIA,S/ 5.50,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,500.0,g,5.5
Galletas de Arroz BELL'S Bolsa 150g,BELL'S,S/ 6.50,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,150.0,g,6.5
Sazonador AJINOMIX Deli Arroz Paquete 6un,AJINOMIX,S/ 1.70,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,6.0,un,1.7
Galleta de Arroz COSTEÑO Finas Hierbas Doypack 150g,COSTEÑO,S/ 6.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,150.0,g,6.9
Galletas de Arroz COSTEÑO Dulce Bolsa 150g,COSTEÑO,S/ 6.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,150.0,g,6.9
Vinagre de Arroz BARCIDDA Botella 500ml,BARCIDDA,S/ 9.59,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,500.0,ml,9.59
Galletas BABY MUM Arroz Sabor Original Caja 50g,BABY MUM,S/ 13.99,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,50.0,g,13.99
Galletas de Arroz BABY MUM sabor Fresca Caja 50g,BABY MUM,S/ 14.99,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,50.0,g,14.99
Harina de Arroz COSTEÑO Bolsa 1kg,COSTEÑO,S/ 8.90,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,1.0,kg,8.9
Galletas BABY MUM Arroz Sabor Manzana Caja 50g,BABY MUM,S/ 13.99,vivanda,ARROZ ENVASADO,2024-12-04 17:11:11.515976,50.0,g,13.99
