description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Coliflor x un,VIVANDA,S/ 3.70,vivanda,COLIFLOR,2024-12-04 17:53:30.007706,1.0,un,3.7
Coliflor Congelada BELL'S Bolsa 500g,BELL'S,S/ 6.49,vivanda,COLIFLOR,2024-12-04 17:53:30.007706,500.0,g,6.49
