description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Uva Verde sin Pepa x Kg,VIVANDA,S/ 14.99,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,1.0,kg,14.99
Vino PATA NEGRA Reserva Tempranillo Botella 750ml,PATA NEGRA,S/ 61.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,750.0,ml,61.5
Bolsa para Basura VIRUTEX Negra 35L Planas,VIRUTEX,S/ 7.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,35.0,l,7.9
Bolsa para Basura VIRUTEX Negra 50L Planas,VIRUTEX,S/ 10.00,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,50.0,l,10.0
Bolsa para Basura VIRUTEX Negra 75L Planas,VIRUTEX,S/ 14.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,75.0,l,14.9
Aceituna Negra Deshuesada OLIVALLE Balde 350g,OLIVALLE,S/ 18.20,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,350.0,g,18.2
Aceituna Negra con Pepa BELL'S Táper 280g,BELL'S FRESCOS,S/ 11.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,280.0,g,11.5
Aceituna Negra sin Pepa EL OLIVAR Bolsa 240g,EL OLIVAR,S/ 9.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,240.0,g,9.5
Pimienta BADIA Negra molida Frasco 56.7Gr,BADIA,S/ 9.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,56.7,g,9.9
Aceituna Negra Entera OLIVALLE Balde 400g,OLIVALLE,S/ 16.00,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,400.0,g,16.0
Pimienta Negra Molida BELL'S Sobre 15g,BELL'S,S/ 2.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,15.0,g,2.5
Pimienta KARIÑO Negra molida Frasco 40Gr,KARINO,S/ 6.99,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,40.0,g,6.99
Bolsa para Basura VIRUTEX Negra 140L Planas,VIRUTEX,S/ 16.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,140.0,l,16.9
Bolsa para Basura VIRUTEX Negra 220L Planas,VIRUTEX,S/ 11.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,220.0,l,11.5
Aceituna Negra sin Pepa BELL'S Táper 260g,BELL'S FRESCOS,S/ 11.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,260.0,g,11.9
Cerveza CUSQUEÑA Negra Botella 310ml Paquete 6un,CUSQUEÑA,S/ 23.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,310.0,ml,23.9
Pimienta Negra Molida 4 ESTACIONES Frasco 35g,4ESTACIONES,S/ 4.99,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,35.0,g,4.99
Aceitunas Negras EL OLIVAR con Pepa Bolsa 240g,EL OLIVAR,S/ 8.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,240.0,g,8.5
Aceituna Negra HUERTO MEJÍA Paquete 250g,HUERTO MEJÍA,S/ 12.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,250.0,g,12.5
Torta Selva Negra Mediana LA FLORENCIA 1un,LA FLORENCIA,S/ 60.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,1.0,un,60.9
Chía Negra en Granos Orgánico ECOANDINO Doypack 250g,ECOANDINO,S/ 15.60,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,250.0,g,15.6
Pimienta Negra BADIA en Polvo Frasco 198.4g,BADIA,S/ 29.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,198.4,g,29.9
Pimienta BELL'S Negra Entera Sobre 15g,BELL'S,S/ 2.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,15.0,g,2.5
Acondicionador SUMAQ Quinua Negra Frasco 500ml,SUMAQ,S/ 38.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,500.0,ml,38.9
Cerveza Negra CUSQUEÑA Lata 355ml Paquete 6un,CUSQUEÑA,S/ 28.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,355.0,ml,28.9
Aceituna Negra Deshuesada OLIVALLE Balde 700g,OLIVALLE,S/ 30.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,700.0,g,30.5
Pimienta KARIÑO Negra molida Sobre 18Gr,KARINO,S/ 5.10,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,18.0,g,5.1
Gelatina UNIVERSAL Sabor a Uva Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,130.0,g,3.99
