description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Shampoo SUMAQ Quinua Negra Frasco 500ml,SUMAQ,S/ 38.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,500.0,ml,38.9
Bebida Rehidratante GATORADE Gatorlyte Uva 591ml,GATORADE,S/ 5.00,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,591.0,ml,5.0
Polvo Instantáneo de Tarwi TAURI con Maca Negra Doypack 250g,TAURI,S/ 21.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,250.0,g,21.9
Pimienta Negra MARAS GOURMET Bolsa 30g,MARAS GOURMET,S/ 5.40,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,30.0,g,5.4
Pimienta Negra Molida MARAS GOURMET Frasco 60g,MARAS GOURMET,S/ 14.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,60.0,g,14.9
Gelatina UMSHA de Uva Bolsa 120g,UMSHA,S/ 3.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,120.0,g,3.5
Bebida con Aloe Vera SAPPE Uva Botella 300ml,SAPPE,S/ 6.60,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,300.0,ml,6.6
Jugo de Fruta L'ONDA Cranberry Uva Botella 1.89L,L'ONDA,S/ 18.70,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,1.89,l,18.7
Pisco PORTON Negra Criolla Botella 750ml,PORTON,S/ 89.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,750.0,ml,89.9
Crema Tratamiento para Cabello Tinturado SUMAQ Quinua Negra Tubo 250g,SUMAQ,S/ 36.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,250.0,g,36.9
Pisco BIONDI Puro Negra Mollar Botella 500ml,BIONDI,S/ 63.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,500.0,ml,63.9
Pimienta 4 ESTACIONES Negra molida Sobre 60Gr,4ESTACIONES,S/ 7.50,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,60.0,g,7.5
Aceituna Negra Entera OLIVALLE Balde 750g,OLIVALLE,S/ 29.00,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,750.0,g,29.0
Pimienta KARIÑO Negra entera Sobre 17Gr,KARINO,S/ 3.70,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,17.0,g,3.7
Bebida Rehidratante SPORADE Sabor a Uva Botella 500ml,SPORADE,S/ 2.40,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,500.0,ml,2.4
Rehidratante FLASHLYTE Sabor a Uva Botella 625ml,FLASHLYTE,S/ 6.00,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,625.0,ml,6.0
Pimienta 4 ESTACIONES Negra molida Sobre 15Gr,4ESTACIONES,S/ 4.70,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,15.0,g,4.7
Bebida Natural BIO Arándano con Uva y Manzana Botella 300ml,BIO,S/ 3.60,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,300.0,ml,3.6
Pimienta Negra BELL'S Paquete 6un,BELL'S,S/ 3.90,vivanda,UVA NEGRA,2024-12-04 17:47:51.846168,6.0,un,3.9
