description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Harina de Trigo NICOLINI Sin Preparar Bolsa 1Kg,NICOLINI,S/ 6.10,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,6.1
Barra Nibs de Cacao y Cañihua SIETE DRAGONES Caja 5un,SIETE DRAGONES,S/ 18.80,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,5.0,un,18.8
Harina de Trigo Preparada BLANCA FLOR Bolsa 1Kg,BLANCA FLOR,S/ 8.70,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,8.7
Harina sin Preparar BLANCA FLOR Bolsa 1kg,BLANCA FLOR,S/ 7.50,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,7.5
Harina de Trigo Preparada BELL'S Bolsa 1Kg,BELL'S,S/ 6.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,6.9
Harina sin Preparar MOLITALIA Bolsa 180g,MOLITALIA,S/ 1.20,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,180.0,g,1.2
Harina de Coco GATTI Bolsa 250g,GATTI,S/ 8.40,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,250.0,g,8.4
Harina MORIXE de Maiz Blanco Bolsa 1Kg,MORIXE,S/ 6.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,6.9
Harina de Maíz Blanco P.A.N. Precocida Bolsa 1Kg,PAN,S/ 11.30,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,11.3
Harina de Maca SUITI Gelatinizada Bolsa 220g,SUITI,S/ 25.20,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,220.0,g,25.2
Harina de Trigo NICOLINI Preparada Bolsa 1Kg,NICOLINI,S/ 6.99,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,6.99
Harina de Trigo sin Preparar BELL'S Bolsa 1Kg,BELL'S,S/ 4.29,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,4.29
Harina Mix Fibra NATURANDES Doypack 200g,NATURANDES,S/ 20.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,200.0,g,20.9
Harina de Avena Integral LA CASA MARIMIEL Doypack 300g,LA CASA MARIMIEL,S/ 13.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,300.0,g,13.9
Harina Mix Proteína NATURANDES Doypack 216g,NATURANDES,S/ 23.00,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,216.0,g,23.0
Harina LA CASA MARIMEL Integral Bolsa 500Gr,LA CASA MARIMIEL,S/ 7.50,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,500.0,g,7.5
Harina de Avena MI TIERRA Sin Gluten Bolsa 400g,MI TIERRA,S/ 11.30,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,400.0,g,11.3
Harina de Trigo sin Preparar MOLITALIA sin Preparar Bolsa 1kg,MOLITALIA,S/ 6.30,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,6.3
Harina 7 Semillas NATURANDES Chocolate Doypack 460g,NATURANDES,S/ 29.50,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,460.0,g,29.5
Harina LA CASA MARIMEL Integral Bolsa 1Kg,LA CASA MARIMIEL,S/ 13.30,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,13.3
Harina de Arroz COSTEÑO Bolsa 1kg,COSTEÑO,S/ 8.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,8.9
Harina Precocida DOÑAREPA Maíz Blanco Paquete 1Kg,DOÑAREPA,S/ 9.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,9.9
Harina 7 Semillas NATURANDES Chocolate Doypack 200g,NATURANDES,S/ 16.50,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,200.0,g,16.5
Barra Aguaymanto y Maíz Morado SIETE DRAGONES Caja 5un,SIETE DRAGONES,S/ 18.80,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,5.0,un,18.8
Barra Chía y Coco SIETE DRAGONES Caja 5un,SIETE DRAGONES,S/ 20.40,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,5.0,un,20.4
Harina MOLITALIA Preparada Bolsa 1kg,MOLITALIA,S/ 7.60,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,1.0,kg,7.6
Puffs Pollo a la Brasa SIETE DRAGONES Bolsa 100g,SIETE DRAGONES,S/ 6.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,100.0,g,6.9
Puffs BBQ Picante SIETE DRAGONES Bolsa 100g,SIETE DRAGONES,S/ 6.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,100.0,g,6.9
Puffs Queso Agrillado SIETE DRAGONES Bolsa 100g,SIETE DRAGONES,S/ 6.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,100.0,g,6.9
Pan de Molde Integral 6 Semillas LA FLORENCIA Bolsa 500g,LA FLORENCIA,S/ 12.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,500.0,g,12.9
Pan de Molde Blanco BIMBO Vital de Semillas Bolsa 600g,BIMBO,S/ 14.80,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,600.0,g,14.8
Pan de Molde BIMBO Vital Semillas Bolsa 360g,BIMBO,S/ 11.20,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,360.0,g,11.2
Cereal NATURANDES Harina de Ajonjoli Bolsa 200g,NATURANDES,S/ 13.80,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,200.0,g,13.8
Tortillas de Maíz NACHOS Mixtas Bolsa 260g,NACHOS,S/ 12.30,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,260.0,g,12.3
Cereal NATURANDES Harina de linaza Bolsa 300Gr,NATURANDES,S/ 10.00,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,300.0,g,10.0
Papas Nativas Mixtas TIYAPUY Bolsa 142g,TIYAPUY,S/ 7.60,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,142.0,g,7.6
Hamburguesa Mixta SANÚA Caja 5un,SANUA,S/ 28.00,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,5.0,un,28.0
Cereal NATURANDES Harina 7 semillas Bolsa 200Gr,NATURANDES,S/ 10.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,200.0,g,10.9
Mix de Semillas NATURANDES Proteína Doypack 240g,NATURANDES,S/ 9.60,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,240.0,g,9.6
Sopa Mixta BELL'S FRESCOS Bandeja 500g,BELL'S FRESCOS,S/ 9.99,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,500.0,g,9.99
Hojuelas de Avena con Semilla MILLER'S Vive con Frutos Rojos Doypack 300g,MILLER´S,S/ 7.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,300.0,g,7.9
Mezcla en Polvo MISKÍSIMOO 7 Semillas Doypack 184g,MISKISIMOO,S/ 9.80,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,184.0,g,9.8
Avena NATURANDES 7 Semillas Doypack 240g,NATURANDES,S/ 9.60,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,240.0,g,9.6
Mostaza LIBBY'S Base de semilla de mostaza Doypack 100Gr,LIBBY S,S/ 3.60,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,100.0,g,3.6
Hojuelas de Avena con Semilla MILLER'S Vive Doypack 300g,MILLER´S,S/ 7.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,300.0,g,7.9
Mix Fibra NATURANDES Semillas Doypack 160g,NATURANDES,S/ 15.50,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,160.0,g,15.5
Granola con Semillas GOLDEN FOODS Doypack 200g,GOLDEN FOODS,S/ 7.00,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,200.0,g,7.0
Papas Nativas TIYAPUY Mixtas Sabor a Limón y Pimienta Bolsa 142g,TIYAPUY,S/ 9.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,142.0,g,9.9
Papas Nativas TIYAPUY Mixtas Sabor a Jalapeño Bolsa 142g,TIYAPUY,S/ 9.90,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,142.0,g,9.9
Colado HEINZ Fruta Mixtas Frasco 113g,HEINZ,S/ 5.60,vivanda,HARINA SIETE SEMILLAS O MIXTAS,2024-12-04 17:13:54.888669,113.0,g,5.6
