description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Huevos Pardos GALLINAS LIBRES Bandeja 12un,GALLINAS LIBRES,S/ 15.90,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,12.0,un,15.9
Huevos de Gallina BELL'S Pardos Bandeja 15un,BELL'S,S/ 10.99,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,15.0,un,10.99
Huevos de Gallina LA CALERA de Corral Bandeja 12un,LA CALERA,S/ 14.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,12.0,un,14.5
Huevos de Gallina LA CALERA Pardos Jumbo Bandeja 15un,LA CALERA,S/ 12.90,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,15.0,un,12.9
Caldo de Gallina DOÑA GUSTA Concentrado en Polvo Caja 42g,DOÑA GUSTA,S/ 2.20,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,42.0,g,2.2
Sopa Instantánea AJINOMEN Sabor a Gallina Vaso 51g,AJINOMEN,S/ 3.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,51.0,g,3.5
Sopa Instántanea AJINOMEN Sabor a Gallina Bolsa 80g,AJINOMEN,S/ 1.60,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,80.0,g,1.6
Caldo MAGGI Cubito Sabor Gallina 100g Paquete 25un,MAGGI,S/ 5.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,100.0,g,5.5
Caldo MAGGI Sabor Gallina Caja 75.2g,MAGGI,S/ 4.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,75.2,g,4.5
Sopa Instántanea AJINOMEN Sabor a Gallina Picante Bolsa 80g,AJINOMEN,S/ 1.60,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,80.0,g,1.6
Sopa Instantánea AJINOMEN Gallina Picante Vaso 51g,AJINOMEN,S/ 3.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,51.0,g,3.5
Sopa instantánea AJINOMEN Gallina criolla Bolsa 80Gr,AJINOMEN,S/ 1.60,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,80.0,g,1.6
Ají de Gallina PERÚ PRIDE Bolsa 100g,PERU PRIDE,S/ 6.39,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,100.0,g,6.39
Sopa MAGGI Sabor Gallina Criolla con Fideos Sobre 60g,MAGGI,S/ 3.70,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,60.0,g,3.7
Ají de Gallina PROVENZAL Sachet 100g,PROVENZAL,S/ 9.00,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,100.0,g,9.0
Galletas de Soda SAN JORGE Paquete 7un,SAN JORGE,S/ 4.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,7.0,un,4.5
Galleta Vainilla FIELD Paquete 6un,FIELD,S/ 5.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,5.5
Galletas Soda FIELD Bolsa 6un,FIELD,S/ 3.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,3.5
Galletas de Maíz SALMAS Horneadas Caja 216g,SALMAS,S/ 14.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,216.0,g,14.5
Galleta Doña Pepa FIELD Paquete 6un,FIELD,S/ 4.90,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,4.9
Galletas MOROCHAS Paquete 180g,NESTLE MOROCHAS,S/ 5.30,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,180.0,g,5.3
Galletas de Agua Line COSTA Paquete 42g,COSTA,S/ 4.70,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,42.0,g,4.7
Galletas Saldas CRACKELET Snack Jamón Ahumado Bolsa 150g,COSTA,S/ 4.00,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,150.0,g,4.0
Galleta CLUB SOCIAL Original Bolsa 144g,NABISCO CLUB SOCIAL,S/ 4.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,144.0,g,4.5
Galletas COSTA Soda Line Paquete 170g,COSTA,S/ 2.99,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,170.0,g,2.99
Galletas de Vainilla COSTA VAINIYA! Paquete 6un,COSTA,S/ 4.20,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,4.2
Galletas NABISCO Chips Ahoy Bolsa 222g,NABISCO,S/ 7.60,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,222.0,g,7.6
Galletas FIELD Cream Crakers Bolsa 258g,FIELD CREAM CRAKER,S/ 6.90,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,258.0,g,6.9
Galletas de Maíz SALMAS Horneadas con Camote y Zanahoria Caja 126g,SALMAS,S/ 11.20,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,126.0,g,11.2
Galletas de Soda SODA V Paquete 6un,VICTORIA,S/ 3.90,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,3.9
Galletas sin Gluten con Maní +NUTRI Co Caja 5un,+NUTRI CO,S/ 14.90,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,5.0,un,14.9
Galletas con Quinua y Chispas de Chocolate INCASUR Paquete 6un,INCASUR,S/ 9.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,9.5
Galletas Marmoleadas ANA AVELLANA Pote 320g,ANA AVELLANA,S/ 24.90,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,320.0,g,24.9
Galletas Nutrisnack GERBER Plátano y Fresa Sobre 42g,GERBER,S/ 19.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,42.0,g,19.5
Galletas de Maíz SALMAS Horneadas Caja 144g,SALMAS,S/ 8.00,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,144.0,g,8.0
Galleta OREO Twelve Paquete 12un,NABISCO OREO,S/ 8.90,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,12.0,un,8.9
Galletas Integrales BELL'S Paquete 6un,BELL'S,S/ 3.20,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,3.2
Galletas de Agua Line COSTA Paquete 200g,COSTA,S/ 2.99,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,200.0,g,2.99
Galletas CASINO Rellenas con Crema Sabor a Vainilla Paquete 6un,CASINO,S/ 5.30,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,5.3
Galletas GLACITAS Bañadas con Sabor a Choconieve Paquete 6un,VICTORIA GLACITAS,S/ 4.90,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,4.9
Galletas de Cacao COSTA Gran Cereal Paquete 6un,COSTA,S/ 4.20,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,4.2
Galletas Saladitas BELL'S Paquete 6un,BELL'S,S/ 3.20,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,3.2
Galleta UNIÓN Mega Naranja Bolsa 195g,UNIÓN,S/ 5.50,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,195.0,g,5.5
Galletas con Pecanas ANA AVELLANA Pote 320g,ANA AVELLANA,S/ 24.90,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,320.0,g,24.9
Galletas con Cobertura de Chocolate DOÑA PEPA Display 30un,FIELD DOÑA PEPA,S/ 28.00,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,30.0,un,28.0
Galletas con Quinua y Nibs de Cacao +NUTRI Co Caja 6un,NUTRISHAKE,S/ 16.20,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,6.0,un,16.2
Galletas CASINO Sabor a Menta Paquete 8un,CASINO,S/ 5.10,vivanda,GALLINA EVISCERADA,2024-12-04 17:25:02.309503,8.0,un,5.1
