description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Panetón con Chispas Sabor Chocolate Cuisine & Co Doypack 90g,S/ 2.50,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,90.0,g,2.5
Torta de Chocolate con Manjar 10 Porciones,S/ 19.88,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,10.0,un,19.88
Torta Alemana con Cerezas 20 Porciones,S/ 55.43,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,20.0,un,55.43
Crema Avellanas con Cacao Cuisine & Co 350g,S/ 11.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,350.0,g,11.9
Torta Alemana con Cerezas 16 Porciones,S/ 44.93,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,16.0,un,44.93
Verduras Picadas para Arroz con Pollo Cuisine & Co 200g,S/ 10.30,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,200.0,g,10.3
Aceituna Verde con Pimiento Cuisine & Co 280g,S/ 12.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,280.0,g,12.9
Torta de Chocolate con Manjar 20 Porciones,S/ 44.93,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,20.0,un,44.93
Canchita con Chifles Cuisine & Co Pote 180 g,S/ 7.60,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,180.0,g,7.6
Bombones con Relleno de Crema de Maní Bon o Bon 270g,S/ 26.80,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,270.0,g,26.8
Yogurt con Grageas Cuisine & Co 125g,S/ 3.20,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,125.0,g,3.2
Torta Rectangular Chocolate con Manjar 7 Porciones,S/ 15.92,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,7.0,un,15.92
Yogurt con Chocobolitas Cuisine & Co 125g,S/ 3.20,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,125.0,g,3.2
Crema con Queso Cuisine & Co Original 80g,S/ 3.00,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,80.0,g,3.0
Tortillas con Salvado de Trigo Cuisine & Co 12un,S/ 6.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,12.0,un,6.9
Panetón con Chispas Sabor Chocolate Cuisine & Co Caja 500g,S/ 17.50,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,500.0,g,17.5
Frijoles con Tocino Cuisine & Co 425g,S/ 8.70,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,425.0,g,8.7
Torta de Chocolate con Manjar 16 Porciones,S/ 47.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,16.0,un,47.9
Keke de Plátano con Choco Chips + Gaseosa Botella 1.5L,S/ 19.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,1.5,l,19.9
Aceituna Verde con Rocoto Cuisine & Co 280g,S/ 14.50,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,280.0,g,14.5
Torta Selva Negra con Durazno 16 Porciones,S/ 63.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,16.0,un,63.9
Ravioles de Ricota con Espinaca Don Italo 500g,S/ 25.40,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,500.0,g,25.4
Wafer de Maní con Cobertura Sabor Chocolate Mini Bolsa 24 unid,S/ 14.20,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,24.0,un,14.2
Pavo Entero con Menudencia Cuisine & Co x kg,S/ 14.90 x kg,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,1.0,kg,14.9
Sal de Maras con Hierbas Mediterráneas Cuisine & Co Doypack 500 g,S/ 9.10,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,500.0,g,9.1
Endulzante Con Sucralosa Cuisine&Co Caja 200 Sobres de 1 gr c/u,S/ 33.20,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,1.0,g,33.2
Crema con Queso Cuisine & Co Tocino 80g,S/ 3.00,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,80.0,g,3.0
Maní con Pasas Cuisine & Co Bolsa 200 gr,S/ 6.80,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,200.0,g,6.8
Infusión de Té Verde con Menta Cuisine & Co 20un.,S/ 8.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,20.0,un,8.9
Bombones con Relleno de Crema de Maní Bon o Bon 105g,S/ 18.50,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,105.0,g,18.5
Keke de Manzana con Canela 8 Porciones,S/ 15.12,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,8.0,un,15.12
Cuisine & Co Crema de Maní con Cacao Frasco 410 g,S/ 21.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,410.0,g,21.9
Raviolitos de Ricota con Espinaca Don Italo 500g,S/ 19.12,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,500.0,g,19.12
Sal de Maras con Hierbas Mediterráneas Cuisine & Co Frasco 50 g,S/ 10.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,50.0,g,10.9
Pretzel con Sal de Maras Cuisine & Co Tradicional 110g,S/ 6.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,110.0,g,6.9
Yogurt con Hojuelas Azucaradas Cuisine & Co 125g,S/ 3.20,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,125.0,g,3.2
Infusión de Té Verde con Piña Cuisine & Co 20un.,S/ 8.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,20.0,un,8.9
Endulzante con Sucralosa Cuisine & Co 100g,S/ 19.60,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,100.0,g,19.6
Torta Selva Negra con Durazno 20 Porciones,S/ 73.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,20.0,un,73.9
Azúcar Rubia Con Stevia Cuisine&Co Doypack 500 g,S/ 6.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,500.0,g,6.9
Comino con Pimienta La Sazón de Don Benito 30g,S/ 2.00,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,30.0,g,2.0
Bombones con Relleno de Crema de Fresa Bon o Bon 270g,S/ 26.80,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,270.0,g,26.8
Crema con Queso Cuisine & Co Aceituna 80g,S/ 3.00,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,80.0,g,3.0
Pollo Chijaukay con Chaufa Cuisine & Co 400g,S/ 10.56,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,400.0,g,10.56
Lomo Saltado con Tallarín a La Huancaína Cuisine & Co 400g,S/ 11.36,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,400.0,g,11.36
Sazonador Tuco con Hongos y Laurel La Sazón de Don Benito 63g,S/ 2.40,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,63.0,g,2.4
Sal de Maras con Ají Panca Cuisine & Co Doypack 500 g,S/ 9.10,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,500.0,g,9.1
Keke de Naranja con Cobertura Chocolate 12 Porciones,S/ 19.99,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,12.0,un,19.99
Paleta de Helado Cuisine & Co Fresa con Leche Condensada 108g,S/ 7.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,108.0,g,7.9
Chocolate con Leche Cuisine & Co Bagua 80g,S/ 10.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,80.0,g,10.9
Tallarín Verde con Milanesa de Pollo Cuisine & Co 400g,S/ 10.32,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,400.0,g,10.32
Galletas de Vainilla con Choco Chips Cuisine & Co 8un,S/ 14.90,metro,CHOROS (CON VALVA),2024-12-04 21:13:36.639834,8.0,un,14.9
