description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Twopack Mayonesa AlaCena 850g,S/ 36.50,metro,MAYONESA,2024-12-04 22:10:41.685850,850.0,g,36.5
Twopack Mayonesa AlaCena 475g,S/ 24.00,metro,MAYONESA,2024-12-04 22:10:41.685850,475.0,g,24.0
Mayonesa AlaCena 475g + Fideo Linguini Grosso Don Vittorio 950g,S/ 16.50,metro,MAYONESA,2024-12-04 22:10:41.685850,475.0,g,16.5
Mayonesa AlaCena 475g + Fideo Fettuccini Don Vittorio 950g,S/ 16.50,metro,MAYONESA,2024-12-04 22:10:41.685850,475.0,g,16.5
Mayonesa AlaCena 475g + Fideo Spaghetti Don Vittorio 950g,S/ 16.50,metro,MAYONESA,2024-12-04 22:10:41.685850,475.0,g,16.5
Té Lipton Yellow Label 50un,S/ 15.90,metro,MAYONESA,2024-12-04 22:10:41.685850,50.0,un,15.9
Mayonesa AlaCena 850g,S/ 19.60,metro,MAYONESA,2024-12-04 22:10:41.685850,850.0,g,19.6
Mayonesa AlaCena 475g,S/ 14.00,metro,MAYONESA,2024-12-04 22:10:41.685850,475.0,g,14.0
Mayonesa Light AlaCena 400g,S/ 14.90,metro,MAYONESA,2024-12-04 22:10:41.685850,400.0,g,14.9
Mayonesa AlaCena 190g,S/ 8.60,metro,MAYONESA,2024-12-04 22:10:41.685850,190.0,g,8.6
Mayonesa Tradicional Cuisine & Co 475g,S/ 10.90,metro,MAYONESA,2024-12-04 22:10:41.685850,475.0,g,10.9
Mayonesa Cuisine & Co Doypack 950 g,S/ 16.90,metro,MAYONESA,2024-12-04 22:10:41.685850,950.0,g,16.9
Mayonesa Hellmann's Clásica 237g,S/ 5.20,metro,MAYONESA,2024-12-04 22:10:41.685850,237.0,g,5.2
Mayonesa Light Cuisine & Co Doypack 475 g,S/ 10.90,metro,MAYONESA,2024-12-04 22:10:41.685850,475.0,g,10.9
Mayonesa Hellmann's Clásica 475g,S/ 16.50,metro,MAYONESA,2024-12-04 22:10:41.685850,475.0,g,16.5
Mayonesa Hellmann's Liviana 475g,S/ 16.50,metro,MAYONESA,2024-12-04 22:10:41.685850,475.0,g,16.5
Mayonesa Máxima Tradicional 190g,S/ 3.50,metro,MAYONESA,2024-12-04 22:10:41.685850,190.0,g,3.5
Mayonesa Kraft Real Mayo 443ml,S/ 19.20,metro,MAYONESA,2024-12-04 22:10:41.685850,443.0,ml,19.2
