description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Harina Brownie Caramel Duncan Hines 498g,S/ 26.80,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,498.0,g,26.8
Harina French Vainilla Duncan Hines 432g,S/ 20.50,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,432.0,g,20.5
Harina Classic Yellow Duncan Hines 432g,S/ 17.00,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,432.0,g,17.0
Harina Devil'S Foodcake Duncan Hines 432g,S/ 16.90,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,432.0,g,16.9
Harina Lemon Supreme Duncan Hines 432g,S/ 20.50,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,432.0,g,20.5
Harina Preparada Blanca Flor 1kg,S/ 8.50,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,1.0,kg,8.5
Harina Sin Preparar Favorita 1kg,S/ 5.20,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,1.0,kg,5.2
Trigo Mote Tesoro Del Campo Bolsa 500 g,S/ 3.70,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,500.0,g,3.7
Harina de Maiz Blanco Precocida P.A.N Contenido 1 kg,S/ 8.50,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,1.0,kg,8.5
Trigo Mote Tesoro del Campo 350g,S/ 2.90,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,350.0,g,2.9
Trigo con Miel Vita Plus Bolsa 140 gr,S/ 3.80,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,140.0,g,3.8
Harina Sin Preparar Blanca Flor 1kg,S/ 7.60,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,1.0,kg,7.6
Trigo Mote Costeño 500g,S/ 4.40,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,500.0,g,4.4
Harina de Trigo Preparada Nicolini 1kg,S/ 6.99,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,1.0,kg,6.99
Trigo Mote Maxima Bolsa 500 g,S/ 3.70,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,500.0,g,3.7
Trigo Atómico Original Forte Golpe Bolsa 125 g,S/ 4.20,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,125.0,g,4.2
