description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Verduras Picadas para Arroz con Pollo Cuisine & Co 200g,S/ 10.30,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,200.0,g,10.3
Verduras Picadas para Ensalada Rusa Cuisine & Co 600g,S/ 13.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,600.0,g,13.0
Verduras Picadas para Sopa de Verduras Cuisine & Co 300g,S/ 9.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,300.0,g,9.5
Verduras Picadas para Locro Cuisine & Co 700g,S/ 14.90,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,700.0,g,14.9
Verduras Picadas para Ensalada Mixta Cuisine & Co 600g,S/ 14.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,600.0,g,14.0
Verduras Picadas para Sopa de Verduras Cuisine & Co 600g,S/ 14.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,600.0,g,14.5
Verduras Picadas para Sopa Mixta Cuisine & Co 300g,S/ 10.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,300.0,g,10.0
Verduras Chinas Picadas Cuisine & Co 350g,S/ 11.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,350.0,g,11.0
Verduras para Ensalada Mixta Don Verde 250g,S/ 8.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,250.0,g,8.5
Verduras Picadas para Sopa Mixta Cuisine & Co 600g,S/ 15.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,600.0,g,15.0
Verduras Picadas para Menestrón Cuisine & Co 700g,S/ 15.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,700.0,g,15.5
Verduras Picadas para Ensalada de Brócolo Cuisine & Co 500g,S/ 11.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,500.0,g,11.0
Verduras Picadas para Menestrón Cuisine & Co 300g,S/ 11.30,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,300.0,g,11.3
Verduras Picadas para Estofado de Carne Cuisine & Co 200g,S/ 9.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,200.0,g,9.5
Verduras Picadas para Estofado de Pollo Cuisine & Co 200g,S/ 11.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,200.0,g,11.0
Verduras Chinas Picadas Cuisine & Co 700g,S/ 15.20,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,700.0,g,15.2
Verduras para Ensalada Rusa Don Verde 250g,S/ 8.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,250.0,g,8.0
Verduras Picadas para Sopa Andina Cuisine & Co 350g,S/ 12.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,350.0,g,12.0
Verduras Picadas para Crema de Vegetales Cuisine & Co 350g,S/ 9.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,350.0,g,9.5
Verduras Picadas para Sopa Chake Cuisine & Co 700g,S/ 15.90,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,700.0,g,15.9
Verduras Picadas para Sopa Andina Cuisine & Co 700g,S/ 15.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,700.0,g,15.5
Verduras Picadas para Sopa Chake Cuisine & Co 350g,S/ 11.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,350.0,g,11.0
Verduras para Sopa Casera Don Verde 250g,S/ 9.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,250.0,g,9.5
Verduras Picadas para Cazuela Cuisine & Co 600g,S/ 15.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,600.0,g,15.5
Verduras Picadas para Ensalada Fresca Cuisine & Co 400g,S/ 13.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,400.0,g,13.5
Verduras Picadas para Ensalada Sancochado Cuisine & Co 800g,S/ 15.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,800.0,g,15.5
Verduras Picadas para Crema de Verduras Cuisine & Co 700g,S/ 11.90,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,700.0,g,11.9
Verduras Picadas para Sopa de Quinua Cuisine & Co 700g,S/ 14.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,700.0,g,14.5
Verduras Picadas para Ensalada Delicia Cuisine & Co 400g,S/ 13.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,400.0,g,13.0
Champiñones Enteros Paccu Bandeja 200g,S/ 6.70,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,200.0,g,6.7
Champiñón Entero Cuisine & Co 200g,S/ 4.90,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,200.0,g,4.9
Pepino Holandés Hidropónico de Invernadero Ecologic x unid,S/ 3.80,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,1.0,un,3.8
Espinaca Frescas 400g,S/ 5.90,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,400.0,g,5.9
Champiñones Picados Paccu 200g,S/ 6.70,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,200.0,g,6.7
Tomate Cherry Baby Hidropónico de Invernadero Ecologic Bandeja 300g,S/ 6.30,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,300.0,g,6.3
Espinaca Bebé Frescas 150g,S/ 3.20,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,150.0,g,3.2
Pepino Holandés Cuisine & Co 300g,S/ 4.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,300.0,g,4.0
Champiñones Picados Cuisine & Co 200g,S/ 5.90,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,200.0,g,5.9
Ajo Pelado Mr Ajo 250g,S/ 15.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,250.0,g,15.5
Ajos Pelados Mr. Ajo Bandeja 150g,S/ 11.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,150.0,g,11.5
Pepinillo Pickles Hidropónico de Invernadero Ecologic Bandeja 300g,S/ 5.40,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,300.0,g,5.4
Pimiento de Colores Ecologic 3un,S/ 9.30,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,3.0,un,9.3
Pepinillo Holandés Frescas x un,S/ 4.70,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,1.0,un,4.7
Ajos Picados Mr.Ajo Pote 250 g,S/ 20.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,250.0,g,20.5
Piña en Trozos Golden 500g,S/ 13.49,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,500.0,g,13.49
Ajo Molido Mr. Ajo Pote 120g,S/ 13.50,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,120.0,g,13.5
Ajo Picado Mr. Ajo Bandeja 150 g,S/ 15.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,150.0,g,15.0
Olluco Picado Cuisine & Co 600g,S/ 13.00,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,600.0,g,13.0
Zanahoria Baby Hidropónica Ecologic 250g,S/ 6.20,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,250.0,g,6.2
Desinfectante Orgánico Bio Organic 220ml,S/ 19.70,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,220.0,ml,19.7
Pepinillo Hidropónico Ecologic x un,S/ 3.70,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,1.0,un,3.7
Rabanito Baby Hidropónico de Invernadero Ecologic Bandeja 250g,S/ 6.20,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,250.0,g,6.2
Zucchini Baby Ecologic 3un,S/ 6.80,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,3.0,un,6.8
Zanahoria Rallada Ecologic 300g,S/ 6.30,metro,VERDURA PICADA,2024-12-04 21:50:49.809830,300.0,g,6.3
