description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Queso Edam Laive en Tajadas 440g,S/ 21.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,440.0,g,21.9
Queso Philadelphia Kraft Original Caja 180 g,S/ 12.00,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,180.0,g,12.0
Queso Mozzarella Bonlé bola 250 g,S/ 13.00,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,250.0,g,13.0
Queso Fresco Bonlé x kg,S/ 29.20 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,29.2
Queso Edam Laive + Jamón Americano Suiza 300g,S/ 11.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,300.0,g,11.9
Queso Edam en Tajadas Braedt 180g,S/ 10.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,180.0,g,10.9
Queso Fresco Light Cuisine & Co x kg,S/ 29.60 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,29.6
Maíz Pop Corn Costeño 500g,S/ 4.00,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,500.0,g,4.0
Queso Edam Bonlé en Tajadas 500g,S/ 25.00,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,500.0,g,25.0
Queso Fresco Cuisine & Co x kg,S/ 29.60 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,29.6
Maíz Morado Metro x kg,S/ 5.89 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,5.89
Queso Fresco Sin Lactosa Laive x kg,S/ 32.64 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,32.64
Queso Edam Braedt 440g,S/ 22.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,440.0,g,22.5
Queso Parmesano Bonlé Sobre 35 g,S/ 4.70,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,35.0,g,4.7
Queso Edam Laive Sin Lactosa 180g,S/ 13.10,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,180.0,g,13.1
Queso Gouda en Tajadas Braedt 180g,S/ 10.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,180.0,g,10.9
Queso Crema Cuisine & Co Caja 227g,S/ 9.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,227.0,g,9.5
Queso Fresco Laive x kg,S/ 31.84 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,31.84
Maíz Pop Corn Cuisine & Co 500g,S/ 3.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,500.0,g,3.5
Queso Edam Gloria en Tajadas 500g,S/ 19.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,500.0,g,19.9
Queso Fresco Laive Sbelt Laive x kg,S/ 32.32 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,32.32
Queso Fundido Sabor Cheddar Bonlé En Tajadas 136g,S/ 7.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,136.0,g,7.5
Queso Parmesano Rallado Laive 35g,S/ 4.99,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,35.0,g,4.99
Queso Edam Laive 180g,S/ 11.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,180.0,g,11.9
Queso Mozzarella Laive Light 250g,S/ 12.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,250.0,g,12.5
Queso Fresco Oquendo 250g,S/ 7.12,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,250.0,g,7.12
Queso Fundido Bonlé En Tajadas 136g,S/ 6.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,136.0,g,6.9
Queso Mozzarella en Tajadas Braedt 180g,S/ 11.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,180.0,g,11.9
Queso Edam en Tajadas Bonlé Paquete 1 Kg,S/ 47.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,47.5
Queso Crema Sabor Natural Laive 227g,S/ 11.80,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,227.0,g,11.8
Queso Cottage Plusa pote 225 g,S/ 11.30,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,225.0,g,11.3
Queso Fresco Gloria Molde 400 g,S/ 30.32 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,400.0,g,30.32
Queso Mozzarella Laive 250g,S/ 12.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,250.0,g,12.5
Queso Fresco Gloria x kg molde 250 g aprox,S/ 30.64 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,30.64
Queso tipo Suizo Cajamarca El Prado molde redondo x kg,S/ 52.60 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,52.6
Queso Duro Parmesano Rallado Crystal Farms Frasco 226 gr,S/ 18.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,226.0,g,18.9
Queso Philadelphia Original Pote 150 g,S/ 12.70,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,150.0,g,12.7
Queso Fresco Artesanal Laive x kg,S/ 29.84 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,29.84
Queso Parmesano Laive x kg,S/ 112.00 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,112.0
Queso Paria Arequipa x kg,S/ 54.00 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,54.0
Queso Philadelphia Light Pote 150 g,S/ 12.70,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,150.0,g,12.7
Queso Mozzarella Ligth Cuisine & Co Rallado 200g,S/ 14.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,200.0,g,14.9
Maíz Pop Corn Bolsa 350 g,S/ 3.80,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,350.0,g,3.8
Queso Mozzarella Cuisine & Co Rallado 200g,S/ 14.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,200.0,g,14.9
Queso Cottage Cuisine & Co 227g,S/ 11.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,227.0,g,11.5
Queso Edam Laive x kg,S/ 49.90 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,49.9
Queso Edam Laminado 200 g,S/ 10.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,200.0,g,10.5
Queso Mozzarella en Tajadas Laive 180g,S/ 11.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,180.0,g,11.9
Queso Edam Light Cuisine & Co x kg,S/ 50.60 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,50.6
Queso Fresco Pasteurizado Laive x kg,S/ 30.76 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,30.76
Queso Parmesano Rallado Laive 226g,S/ 29.20,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,226.0,g,29.2
Queso Parmesano Bonlé x kg,S/ 98.30 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,98.3
Queso Crema Natural Delice Caja 190 g,S/ 10.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,190.0,g,10.9
Queso Mantecoso Chugur Molde 300 g,S/ 17.30,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,300.0,g,17.3
Maíz Pop Corn Máxima 500g,S/ 4.30,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,500.0,g,4.3
Queso Crema Delice Menos Calorías 150g,S/ 10.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,150.0,g,10.9
Queso Andino Laive 180g,S/ 13.70,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,180.0,g,13.7
Queso Tipo Mozzarella Oquendo Molde 250 g,S/ 12.60,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,250.0,g,12.6
Queso Fresco Andino Plusa x kg,S/ 34.80 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,34.8
Queso Edam Bonlé en Tajadas 250g,S/ 14.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,250.0,g,14.9
Queso Tipo Suizo El Prado en Tajadas x kg,S/ 52.60 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,52.6
Queso Mozzarella Ligth Cuisine & Co Bola 200g,S/ 13.60,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,200.0,g,13.6
Queso Edam Laive + Jamonada Suiza 160g,S/ 9.10,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,160.0,g,9.1
Queso Fundido Laive 90g,S/ 5.70,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,90.0,g,5.7
Queso Mozzarella Cuisine & Co Bola 200g,S/ 13.60,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,200.0,g,13.6
Queso Crema Delice Natural Pote 455 g,S/ 24.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,455.0,g,24.5
Queso Crema Light Cuisine & Co Caja 227g,S/ 9.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,227.0,g,9.5
Queso Edam Laive 90g,S/ 6.70,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,90.0,g,6.7
Queso Crema Fundido La Bonne Vache Caja 140 gr,S/ 9.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,140.0,g,9.5
Queso Edam Cuisine & Co x kg,S/ 49.90 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,49.9
Maíz Dulce en Granos Fruto de Oro 425g,S/ 6.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,425.0,g,6.9
Queso Paria en Tajadas Gloria 180g,S/ 13.20,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,180.0,g,13.2
Queso Fresco Cuisine & Co x kg,S/ 30.00 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,1.0,kg,30.0
Queso Duro Parmesano Rallado Crystal Farms Frasco 85 gr,S/ 15.10,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,85.0,g,15.1
Queso Edam Cuisine & Co Tajadas 150g,S/ 11.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-04 22:18:12.313306,150.0,g,11.9
