description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric
Vainita Metro x kg,S/ 11.99 x kg,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,1.0,kg,11.99
Vainita en Trozos Cuisine & Co 400g,S/ 6.32,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,400.0,g,6.32
Salsa Roja Peruana Casa Verde 200g,S/ 6.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,200.0,g,6.5
Dip de Hummus con Ajo Casa Verde 240 g,S/ 11.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,240.0,g,11.9
Salsa Verde Peruana Casa Verde 330g,S/ 13.20,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,330.0,g,13.2
Mermelada de Arándano Light Casa Verde 180g,S/ 12.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,180.0,g,12.9
Granola Huella Verde Chocolate Quinoa 200g,S/ 16.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,200.0,g,16.9
Mermelada de Arándano y Mango Casa Verde 210g,S/ 9.00,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,210.0,g,9.0
Salsa Blanca Casa Verde 325g,S/ 13.10,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,325.0,g,13.1
Granola Huella Verde The Skinny Mood 200g,S/ 16.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,200.0,g,16.9
Crema de Rocoto 75g,S/ 4.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,75.0,g,4.5
Salsa Roja Peruana Casa Verde 350g,S/ 10.60,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,350.0,g,10.6
Ají Pollero 75g,S/ 4.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,75.0,g,4.5
Vainitas Picadas Cuisine & Co 500g,S/ 11.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,500.0,g,11.9
Frejoles Casa Verde Listos para Comer 750 g,S/ 15.70,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,750.0,g,15.7
Sopa de Verduras Don Verde 250g,S/ 8.20,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,250.0,g,8.2
Salsa Verde Peruana Casa Verde 190g,S/ 7.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,190.0,g,7.9
Salsa Verde Casa Verde 160g,S/ 5.60,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,160.0,g,5.6
Tamal de Alcachofa Casa Verde Bolsa 180 gr,S/ 5.70,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,180.0,g,5.7
Tamal de Maíz Casa Verde 180g,S/ 5.70,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,180.0,g,5.7
Granola Huella Verde Lúcuma 200g,S/ 16.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,200.0,g,16.9
Verduras para Ensalada Mixta Don Verde 250g,S/ 8.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,250.0,g,8.5
Tamal Verde Casa Verde Bolsa 180 gr,S/ 5.70,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,180.0,g,5.7
Quinua Casa Verde Bicolor Lista para Cocinar 375 g,S/ 11.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,375.0,g,11.9
Dip con Palta Casa Verde 225g,S/ 10.20,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,225.0,g,10.2
Avena Mix con Quinua y Maca Huella Verde 600g,S/ 28.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,600.0,g,28.5
Mix de Lechugas BB Verde Puro Bolsa 100 g,S/ 6.70,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,100.0,g,6.7
Dip de Espárrago Verde Casa Verde 285g,S/ 10.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,285.0,g,10.9
Garbanzos Casa Verde 340g,S/ 7.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,340.0,g,7.5
Lentejas Casa Verde Listas para Comer 750 g,S/ 13.60,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,750.0,g,13.6
Pesto Genovés Casa Verde 225g,S/ 9.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,225.0,g,9.9
Frejoles Aderezados Casa Verde 360g,S/ 8.20,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,360.0,g,8.2
Quinua Bicolor Casa Verde 240g,S/ 7.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,240.0,g,7.5
Arúgula Fresca Verde Puro 160g,S/ 6.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,160.0,g,6.9
Berros Hidropónicos Verde Puro 120g,S/ 10.30,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,120.0,g,10.3
Espinaca Baby Deshojada Verde Puro 180g,S/ 8.70,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,180.0,g,8.7
Avena Mix con Chía y Berries Huella Verde 600g,S/ 28.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,600.0,g,28.5
Espinaca Entera Verde Puro 500g,S/ 7.20,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,500.0,g,7.2
Verduras para Ensalada Rusa Don Verde 250g,S/ 8.00,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,250.0,g,8.0
Salsa Blanca Casa Verde 150g,S/ 4.60,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,150.0,g,4.6
Mix de Lechugas Baby Verde Puro 150g,S/ 6.60,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,150.0,g,6.6
Lechuga Hidropónica Verde Puro x un.,S/ 8.00,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,1.0,un,8.0
Compota de Arándano con Quinua Casa Verde 120g,S/ 4.99,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,120.0,g,4.99
Salsa de Ají Amarillo con Queso Casa Verde 190g,S/ 9.70,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,190.0,g,9.7
Salsa Roja Casa Verde 160g,S/ 4.10,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,160.0,g,4.1
Compota de Mango con Quinua Casa Verde 120g,S/ 4.99,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,120.0,g,4.99
Kale Verde Puro 100g,S/ 7.10,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,100.0,g,7.1
Snacks de Alcachofa Casa Verde 45g,S/ 3.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,45.0,g,3.5
Salsa Huancaína 75g,S/ 5.60,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,75.0,g,5.6
Espárrago Verde en Salmuera Casa Verde 190g,S/ 9.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,190.0,g,9.9
Vainita Corte Greens Fresh Frozen 1 kg,S/ 10.88,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,1.0,kg,10.88
Salsa Vinagreta Dijon Huella Verde 350ml,S/ 16.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,350.0,ml,16.9
Lechuga Crespa Entera Verde Puro 300g,S/ 4.30,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,300.0,g,4.3
Ketchup Casa Verde 380g,S/ 8.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,380.0,g,8.9
Arúgula Silvestre Verde Puro 120g,S/ 7.70,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,120.0,g,7.7
Ensalada Cesar's Verde Puro 250g,S/ 10.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,250.0,g,10.9
Espinaca Línea Verde 400g,S/ 6.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,400.0,g,6.5
Ensalada Personal Verde Puro 140g,S/ 6.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,140.0,g,6.9
Acelga Fresca Verde Puro 300g,S/ 5.60,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,300.0,g,5.6
Verduras para Sopa Casera Don Verde 250g,S/ 9.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,250.0,g,9.5
Lentejas Aderezadas Casa Verde 360g,S/ 7.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,360.0,g,7.5
Puré con Manzana Exótico Casa Verde 370g,S/ 9.40,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,370.0,g,9.4
Salsa Vinagreta Honey Mustard Huella Verde 350ml,S/ 16.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,350.0,ml,16.9
TRIPACK SALSAS PICANTES CASA VERDE X225G,S/ 13.50,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,225.0,g,13.5
Bruschetta de Pimiento con Alcachofa Casa Verde 235g,S/ 9.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,235.0,g,9.9
Tapenade de Aceituna Casa Verde 225g,S/ 9.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,225.0,g,9.9
Bowl de Quinua Con Salsa de Alcachofa y Pimiento Rostizado 225 g,S/ 7.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,225.0,g,7.9
Crema de Rocoto Casa Verde 350g,S/ 13.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,350.0,g,13.9
Espárrago Verde en Salmuera Casa Verde 330g,S/ 12.90,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,330.0,g,12.9
Zanahoria Especial x kg,S/ 1.49 x kg,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,1.0,kg,1.49
Manzana Verde x kg,S/ 8.16 x kg,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,1.0,kg,8.16
Arveja x kg,S/ 10.79 x kg,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,1.0,kg,10.79
Zanahoria x kg,S/ 3.59 x kg,metro,VAINITA VERDE (AMERICANA),2024-12-04 21:47:24.656620,1.0,kg,3.59
