description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Leche LAIVE Sabor Chocolate Caja 170ml Sixpack,Laive,170.0,ml,1.8,vega,2024-12-04 13:41:17.589388,LECHE FRESCA UHT,170.0,ml,1.8,LECHE FRESCA UHT
Bebida UHT Sabor Chocolate Choco Vigor Bolsa 250ml,,250.0,ml,1.8,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,250.0,ml,1.8,LECHE FRESCA UHT
Bebida UHT con Avena Vigor Bolsa 250ml,,250.0,ml,1.9,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,250.0,ml,1.9,LECHE FRESCA UHT
Bebida con Avena y Canela Laive Deli Avena 250ml,,250.0,ml,3.1,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,250.0,ml,3.1,LECHE FRESCA UHT
Bebida con Avena y Canela Laive Deli Avena 250ml,,250.0,ml,3.2,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,250.0,ml,3.2,LECHE FRESCA UHT
Bebida Láctea Sabor Chocolate Bonlé Bolsa 800 ml,,800.0,ml,3.2,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,800.0,ml,3.2,LECHE FRESCA UHT
Mezcla Láctea La Preferida 800ml,,800.0,ml,3.3,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,800.0,ml,3.3,LECHE FRESCA UHT
Bebida Yofresh Lúcuma Botella 320g,,320.0,g,3.3,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,320.0,g,3.3,LECHE FRESCA UHT
Bebida Sabor Capuccino Laive Muuu Shake 230ml,,230.0,ml,3.3,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,230.0,ml,3.3,LECHE FRESCA UHT
Bebida Sabor Chocolate Laive Muuu Shake 230ml,,230.0,ml,3.3,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,230.0,ml,3.3,LECHE FRESCA UHT
Bebida Sabor Chocolate Laive Muuu Shake 230ml,,230.0,ml,3.4,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,230.0,ml,3.4,LECHE FRESCA UHT
Alimento Lácteo Fresa Yofresh Botella 330 gr,,330.0,g,3.4,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,330.0,g,3.4,LECHE FRESCA UHT
Alimento Lácteo Durazno Yofresh Botella 330 gr,,330.0,g,3.4,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,330.0,g,3.4,LECHE FRESCA UHT
Alimento Lácteo Vainilla Yofresh Botella 330g,,330.0,g,3.4,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,330.0,g,3.4,LECHE FRESCA UHT
Gloria Shake Cookies & Cream 320ml,,320.0,ml,3.5,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,320.0,ml,3.5,LECHE FRESCA UHT
Alimento Lácteo Fresa Yofresh Botella 330 gr,,330.0,g,3.5,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,330.0,g,3.5,LECHE FRESCA UHT
Bebida Gloria Shake Capuccino Botella 320ml,,320.0,ml,3.5,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,320.0,ml,3.5,LECHE FRESCA UHT
Bebida Gloria Shake Capuccino Botella 320ml,,320.0,ml,3.5,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,320.0,ml,3.5,LECHE FRESCA UHT
Gloria Shake Cookies & Cream 320ml,,320.0,ml,3.5,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,320.0,ml,3.5,LECHE FRESCA UHT
Bebida Gloria Shake Mocaccino Botella 320ml,,320.0,ml,3.5,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,320.0,ml,3.5,LECHE FRESCA UHT
Leche Entera UHT Laive 900ml,,900.0,ml,3.9,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,900.0,ml,3.9,LECHE FRESCA UHT
Leche Descremada VIGOR UHT Bolsa 800ml,Vigor,800.0,ml,4.0,vega,2024-12-04 13:41:17.589388,LECHE FRESCA UHT,800.0,ml,4.0,LECHE FRESCA UHT
Leche Sabor a Chocolate Piamonte Botella 340ml,,340.0,ml,4.3,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,340.0,ml,4.3,LECHE FRESCA UHT
Leche Uht Vigor Bolsa 800ml,,800.0,ml,4.3,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,800.0,ml,4.3,LECHE FRESCA UHT
Leche Entera UHT Laive 900ml,,900.0,ml,4.4,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,900.0,ml,4.4,LECHE FRESCA UHT
Leche Uht Vigor Bolsa 800ml,,800.0,ml,4.4,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,800.0,ml,4.4,LECHE FRESCA UHT
Leche Entera Deslactosada con Café Danlac Capuccino Botella 250ml,,250.0,ml,4.5,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,250.0,ml,4.5,LECHE FRESCA UHT
Leche Entera Deslactosada con Café Danlac Capuccino Botella 250ml,,250.0,ml,4.5,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,250.0,ml,4.5,LECHE FRESCA UHT
Leche UHT Vigor Light Bolsa 800ml,,800.0,ml,4.6,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,800.0,ml,4.6,LECHE FRESCA UHT
Leche Fresca LAIVE sin Lactosa Bolsa 900ml,Laive,900.0,ml,4.7,vega,2024-12-04 13:41:17.589388,LECHE FRESCA UHT,900.0,ml,4.7,LECHE FRESCA UHT
Leche Entera UHT Gloria Bolsa 900ml,,900.0,ml,4.9,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,900.0,ml,4.9,LECHE FRESCA UHT
Batido con Proteínas Sin Lactosa Gloria Pro Chocolate Botella 320ml,,320.0,ml,4.9,wong,2024-12-04 19:04:47.717068,LECHE FRESCA UHT,320.0,ml,4.9,LECHE FRESCA UHT
Leche Semidescremada UHT Laive Light 900ml,,900.0,ml,4.99,metro,2024-12-04 21:15:29.781318,LECHE FRESCA UHT,900.0,ml,4.99,LECHE FRESCA UHT
