description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,unit,brand,CLASIFICACION
Sopa Instántanea AJINOMEN Sabor a Carne Bolsa ...,S/ 1.60 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,80.0,g,Sopa Instántanea AJINOMEN Sabor a Carne Bolsa,1.6,plaza_vea,Bolsa 80g,,PANCETA (CARNE DE CERDO)
Caldo de Carne DOÑA GUSTA Concentrado en Polvo...,S/ 2.20 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,42.0,g,Caldo de Carne DOÑA GUSTA Concentrado en Polvo,2.2,plaza_vea,Caja 42g,,PANCETA (CARNE DE CERDO)
Yogurt Descremado GLORIA Slim Triple Cero Frut...,S/ 2.20 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,180.0,g,Yogurt Descremado GLORIA Slim Triple Cero Frut,2.2,plaza_vea,Botella 180g,,PANCETA (CARNE DE CERDO)
Ají Panca Molido RICASA Doypack 100g,S/ 2.20 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,100.0,g,Ají Panca Molido RICASA Doypack,2.2,plaza_vea,Doypack 100g,,PANCETA (CARNE DE CERDO)
Paleta de Chocolate con Temática Bolsa 1un PV,S/ 2.90,vivanda,PANCETA (CARNE DE CERDO),2024-12-04 17:22:40.161252,1.0,un,Paleta de Chocolate con Temática Bolsa  PV,2.9,vivanda,,VIVANDA,PANCETA (CARNE DE CERDO)
Jabón para ropa ÑA PANCHA Barra Floral 180gr,S/ 2.90,vega,PANCETA (CARNE DE CERDO),2024-12-04 13:18:37.215800,180.0,g,Jabón para ropa ÑA PANCHA Barra Floral r,2.9,vega,,ÑA PANCHA,PANCETA (CARNE DE CERDO)
Jabón para ropa ÑA PANCHA Barra Limon180gr,S/ 2.90,vega,PANCETA (CARNE DE CERDO),2024-12-04 13:18:37.215800,180.0,g,Jabón para ropa ÑA PANCHA Barra Limonr,2.9,vega,,ÑA PANCHA,PANCETA (CARNE DE CERDO)
Paleta de Chocolate 1un,S/ 3.20,vivanda,PANCETA (CARNE DE CERDO),2024-12-04 17:22:40.161252,1.0,un,Paleta de Chocolate,3.2,vivanda,,GIARDINO,PANCETA (CARNE DE CERDO)
Sopa Instantánea AJINOMEN Sabor a Carne Vaso 5...,S/ 3.30 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,51.0,g,Sopa Instantánea AJINOMEN Sabor a Carne Vaso 5,3.3,plaza_vea,Vaso 51g,,PANCETA (CARNE DE CERDO)
Hojuelas al Ajo EL CEDRO con Pan Árabe Bolsa 5...,S/ 3.60 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,50.0,g,Hojuelas al Ajo EL CEDRO con Pan Árabe Bolsa 5,3.6,plaza_vea,Bolsa 50g,,PANCETA (CARNE DE CERDO)
Hojuelas al Ajo EL CEDRO con Pan Árabe Bolsa 50g,S/ 3.70,vivanda,PANCETA (CARNE DE CERDO),2024-12-04 17:22:40.161252,50.0,g,Hojuelas al Ajo EL CEDRO con Pan Árabe Bolsa,3.7,vivanda,,EL CEDRO,PANCETA (CARNE DE CERDO)
Alimento Húmedo para Gatos FELIX Classic con C...,S/ 3.90 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,85.0,g,Alimento Húmedo para Gatos FELIX Classic con C,3.9,plaza_vea,Paquete 85g,,PANCETA (CARNE DE CERDO)
Alimento Húmedo para Perros DOG CHOW Adultos T...,S/ 3.90 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,100.0,g,Alimento Húmedo para Perros DOG CHOW Adultos T,3.9,plaza_vea,Paquete 100g,,PANCETA (CARNE DE CERDO)
Paté de Cerdo BRAEDT Paquete 100g,S/ 3.90 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,100.0,g,Paté de Cerdo BRAEDT Paquete,3.9,plaza_vea,Paquete 100g,,PANCETA (CARNE DE CERDO)
Pan Árabe Integral EL CEDRO con Salvado de Tri...,S/ 4 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,5.0,un,Pan Árabe Integral EL CEDRO con Salvado de Tri,4.0,plaza_vea,Bolsa 5un,,PANCETA (CARNE DE CERDO)
Caldo MAGGI Cubito Sabor Carne 100g Paquete 25...,S/ 5.50 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,25.0,un,Caldo MAGGI Cubito Sabor Carne  Paquete 25,5.5,plaza_vea,Paquete 25un,,PANCETA (CARNE DE CERDO)
Tostadas Integrales BIMBO Cero Cero Bolsa 140g,S/ 5.80 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,140.0,g,Tostadas Integrales BIMBO Cero Cero Bolsa,5.8,plaza_vea,Bolsa 140g,,PANCETA (CARNE DE CERDO)
Comida para Perros RICOCAN Adultos Paté con Ca...,S/ 5.90 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,330.0,g,Comida para Perros RICOCAN Adultos Paté con Ca,5.9,plaza_vea,Lata 330g,,PANCETA (CARNE DE CERDO)
Aderezo BELL'S Con ají panca molido y especias...,S/ 5.90 un,plaza_vea,PANCETA (CARNE DE CERDO),2024-12-04 13:13:13.396619,250.0,g,Aderezo BELL'S Con ají panca molido y especias,5.9,plaza_vea,Frasco 250g,,PANCETA (CARNE DE CERDO)
