description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Papas RIKY TOK Ondas Naturales Bolsa 30g,S/ 1.00,vega,PAPA COLOR,2024-12-04 14:21:35.531431,30.0,g,Papas RIKY TOK Ondas Naturales Bolsa,1.0,vega,RIKY TOK,PAPA COLOR
Papas RIKY TOK Ondas Picantes Bolsa 30g,S/ 1.00,vega,PAPA COLOR,2024-12-04 14:21:35.531431,30.0,g,Papas RIKY TOK Ondas Picantes Bolsa,1.0,vega,RIKY TOK,PAPA COLOR
Papas PAPI RICAS Sabor Picante Bolsa 28gr,S/ 1.50,vega,PAPA COLOR,2024-12-04 14:21:35.531431,28.0,g,Papas PAPI RICAS Sabor Picante Bolsa r,1.5,vega,PAPI RICAS,PAPA COLOR
Papas LAYS Clásicas Bolsa 38g,S/ 2.40,vega,PAPA COLOR,2024-12-04 14:21:35.531431,38.0,g,Papas LAYS Clásicas Bolsa,2.4,vega,Lays,PAPA COLOR
Papas PAPI RICAS Sabor Natural 70gr,S/ 2.80,vega,PAPA COLOR,2024-12-04 14:21:35.531431,70.0,g,Papas PAPI RICAS Sabor Natural r,2.8,vega,PAPI RICAS,PAPA COLOR
Papas PAPI RICAS Sabor Picante Bolsa 70gr,S/ 2.80,vega,PAPA COLOR,2024-12-04 14:21:35.531431,70.0,g,Papas PAPI RICAS Sabor Picante Bolsa r,2.8,vega,PAPI RICAS,PAPA COLOR
Papas PAPI RICAS Sabor Pollo a la Brasa Bolsa 70gr,S/ 2.80,vega,PAPA COLOR,2024-12-04 14:21:35.531431,70.0,g,Papas PAPI RICAS Sabor Pollo a la Brasa Bolsa r,2.8,vega,PAPI RICAS,PAPA COLOR
Papas al Hilo 100 g,S/ 3.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,100.0,g,Papas al Hilo,3.9,tottus,TOTTUS,PAPA COLOR
Papas Lay's Clásicas 70g,S/ 4,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,70.0,g,Papas Lay's Clásicas,4.0,tottus,LAYS,PAPA COLOR
Papa seca VEGA Bolsa 400g,S/ 4.30,vega,PAPA COLOR,2024-12-04 14:21:35.531431,400.0,g,Papa seca VEGA Bolsa,4.3,vega,Vega,PAPA COLOR
Caja Krea Organizador Transparente Tapa Color 4.5L Surtido,S/ 4.50,metro,PAPA COLOR,2024-12-04 21:53:39.950869,4.5,l,Caja Krea Organizador Transparente Tapa Color  Surtido,4.5,metro,,PAPA COLOR
Caja Krea Organizador Transparente Tapa Color 4.5L Surtido,S/ 4.50,wong,PAPA COLOR,2024-12-04 20:02:58.124675,4.5,l,Caja Krea Organizador Transparente Tapa Color  Surtido,4.5,wong,,PAPA COLOR
Nachos de Maíz Morado Perú Nachos 90 g,S/ 4.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,90.0,g,Nachos de Maíz Morado Perú Nachos,4.9,tottus,,PAPA COLOR
Puré de Papa 125 g,S/ 4.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,125.0,g,Puré de Papa,4.9,tottus,KNORR,PAPA COLOR
BOLIQUESO 110G,S/ 5,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,110.0,g,BOLIQUESO,5.0,tottus,CHEETOS,PAPA COLOR
Queso Atrevido 90g,S/ 5,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,90.0,g,Queso Atrevido,5.0,tottus,DORITOS,PAPA COLOR
Horneados Mega Queso 90g,S/ 5,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,90.0,g,Horneados Mega Queso,5.0,tottus,CHEETOS,PAPA COLOR
Papa Seca TIMONEL Bolsa 400gr,S/ 5.10,vega,PAPA COLOR,2024-12-04 14:21:35.531431,400.0,g,Papa Seca TIMONEL Bolsa r,5.1,vega,Timonel,PAPA COLOR
Papas Al Hilo Lay's 155g,S/ 5.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,155.0,g,Papas Al Hilo Lay's,5.5,tottus,LAYS,PAPA COLOR
Papas Lay's Ondas Picante 140g,S/ 5.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,140.0,g,Papas Lay's Ondas Picante,5.5,tottus,LAYS,PAPA COLOR
Papas Lay's Ondas Saladas 140 gr,S/ 5.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,140.0,g,Papas Lay's Ondas Saladas r,5.5,tottus,LAYS,PAPA COLOR
Papas Lay's Clásicas 150g,S/ 5.50,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,150.0,g,Papas Lay's Clásicas,5.5,tottus,LAYS,PAPA COLOR
Papa Seca 400 g,S/ 5.65,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,400.0,g,Papa Seca,5.65,tottus,TOTTUS,PAPA COLOR
Papas RIKY TOK Ondas Picantes Bolsa 180g,S/ 5.70,vega,PAPA COLOR,2024-12-04 14:21:35.531431,180.0,g,Papas RIKY TOK Ondas Picantes Bolsa,5.7,vega,RIKY TOK,PAPA COLOR
PAPAS EN ONDAS X 150GR,S/ 5.70,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,150.0,g,PAPAS EN ONDAS X R,5.7,tottus,TOTTUS,PAPA COLOR
Papas LAYS Ondas Picantes Bolsa 140g,S/ 5.90,vega,PAPA COLOR,2024-12-04 14:21:35.531431,140.0,g,Papas LAYS Ondas Picantes Bolsa,5.9,vega,Lays,PAPA COLOR
PAPAS FRITAS EN HOJUELAS X185GR,S/ 6.30,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,185.0,g,PAPAS FRITAS EN HOJUELAS XR,6.3,tottus,TOTTUS,PAPA COLOR
Papas al Hilo 150 g,S/ 6.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,150.0,g,Papas al Hilo,6.9,tottus,VILLA NATURA,PAPA COLOR
Papas LAYS Clásicas Bolsa 210gr,S/ 7.00,vega,PAPA COLOR,2024-12-04 14:21:35.531431,210.0,g,Papas LAYS Clásicas Bolsa r,7.0,vega,Lays,PAPA COLOR
Papas Fritas INKA CHIPS BBQ y Cebolla Bolsa 135g,S/ 7.80,vega,PAPA COLOR,2024-12-04 14:21:35.531431,135.0,g,Papas Fritas INKA CHIPS BBQ y Cebolla Bolsa,7.8,vega,INKA CHIPS,PAPA COLOR
Papas Fritas INKA CHIPS Bolsa 135g,S/ 7.80,vega,PAPA COLOR,2024-12-04 14:21:35.531431,135.0,g,Papas Fritas INKA CHIPS Bolsa,7.8,vega,INKA CHIPS,PAPA COLOR
Papas INKA CHIPS Sabor Jalapeño 135g,S/ 7.80,vega,PAPA COLOR,2024-12-04 14:21:35.531431,135.0,g,Papas INKA CHIPS Sabor Jalapeño,7.8,vega,INKA CHIPS,PAPA COLOR
Chips de papas sabor original 134 g,S/ 7.90,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,134.0,g,Chips de papas sabor original,7.9,tottus,TOTTUS,PAPA COLOR
Caja Organizador Krea Transparente Tapa Color 4L,S/ 8.00,wong,PAPA COLOR,2024-12-04 20:02:58.124675,4.0,l,Caja Organizador Krea Transparente Tapa Color,8.0,wong,,PAPA COLOR
Queso Picante 180g,S/ 8,tottus,PAPA COLOR,2024-12-04 13:44:30.633398,180.0,g,Queso Picante,8.0,tottus,CHEETOS,PAPA COLOR
Caja Organizador Krea Transparente Tapa Color 4L,S/ 8.00,metro,PAPA COLOR,2024-12-04 21:53:39.950869,4.0,l,Caja Organizador Krea Transparente Tapa Color,8.0,metro,,PAPA COLOR
