description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,unit,brand,CLASIFICACION
Refresco UMSHA Piña Bolsa 13g,S/ 1.00,vivanda,PIÑA,2024-12-04 17:50:29.768247,13.0,g,Refresco UMSHA Piña Bolsa,1.0,vivanda,,UMSHA,PIÑA
Refresco Instantáneo Sabor Piña Sobre 15 g,S/ 1.20,wong,PIÑA,2024-12-04 19:43:13.516552,15.0,g,Refresco Instantáneo Sabor Piña Sobre,1.2,wong,,,PIÑA
Bebida instantánea en polvo ZUKO Piña Sobre 15Gr,S/ 1.20,vivanda,PIÑA,2024-12-04 17:50:29.768247,15.0,g,Bebida instantánea en polvo ZUKO Piña Sobre r,1.2,vivanda,,DUKO,PIÑA
Gelatina Bebible Umsha Frutísimos Sabor Piña 20g,S/ 1.60,wong,PIÑA,2024-12-04 19:43:13.516552,20.0,g,Gelatina Bebible Umsha Frutísimos Sabor Piña,1.6,wong,,,PIÑA
Gaseosa CONCORDIA Piña Botella 500ml,S/ 1.60,vivanda,PIÑA,2024-12-04 17:50:29.768247,500.0,ml,Gaseosa CONCORDIA Piña Botella,1.6,vivanda,,CONCORDIA,PIÑA
Agua Mineral SOCOSANI Piña Botella 500ml,S/ 1.99,vivanda,PIÑA,2024-12-04 17:50:29.768247,500.0,ml,Agua Mineral SOCOSANI Piña Botella,1.99,vivanda,,SOCOSANI,PIÑA
"Bebida de Piña, Papaya, Naranja y Plátano Gloria Caja 500ml",S/ 2.10,wong,PIÑA,2024-12-04 19:43:13.516552,500.0,ml,"Bebida de Piña, Papaya, Naranja y Plátano Gloria Caja",2.1,wong,,,PIÑA
Bebida Sabor Piña con Kión San Luis Botella 625ml,S/ 2.20,wong,PIÑA,2024-12-04 19:43:13.516552,625.0,ml,Bebida Sabor Piña con Kión San Luis Botella,2.2,wong,,,PIÑA
Bebida SAN LUIS Sin Gas Sabor Piña y Kión Botella 625ml,S/ 2.20,vivanda,PIÑA,2024-12-04 17:50:29.768247,625.0,ml,Bebida SAN LUIS Sin Gas Sabor Piña y Kión Botella,2.2,vivanda,,SAN LUIS,PIÑA
Gelatina Yopi Sabor Piña 120g,S/ 2.20,wong,PIÑA,2024-12-04 19:43:13.516552,120.0,g,Gelatina Yopi Sabor Piña,2.2,wong,,,PIÑA
Bebida en Polvo Clight Sin Calorías Sabor Piña 14g,S/ 2.30,wong,PIÑA,2024-12-04 19:43:13.516552,14.0,g,Bebida en Polvo Clight Sin Calorías Sabor Piña,2.3,wong,,,PIÑA
Piña para Jugo x kg,S/ 2.42 x kg,metro,PIÑA,2024-12-04 21:37:18.801089,1.0,kg,Piña para Jugo,2.42,metro,,,PIÑA
Mazamorra UNIVERSAL Sabor a Piña Bolsa 150gr,S/ 2.50,vega,PIÑA,2024-12-04 14:03:27.022847,150.0,g,Mazamorra UNIVERSAL Sabor a Piña Bolsa r,2.5,vega,,Universal,PIÑA
