description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Lomo De Atún En Aceite Vegetal x 150 g,S/ 5.80,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,150.0,g,5.8,tottus,,CAMPOMAR,LOMO DE CERDO
Lomo De Atún En Agua Y Sal x 150 g,S/ 6.30,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,150.0,g,6.3,tottus,,CAMPOMAR,LOMO DE CERDO
Piña Colada BAHIA Lata 355ml,S/ 6.90,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,355.0,ml,6.9,vega,,Bahia,LOMO DE CERDO
Mojito BAHIA Lata 355ml,S/ 6.90,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,355.0,ml,6.9,vega,,Bahia,LOMO DE CERDO
Bebida Energizante MONSTER Mango Loco Lata 473ml,S/ 8.00,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,473.0,ml,8.0,vega,,MONSTER,LOMO DE CERDO
Paté de Cerdo Finas Hierbas 150 g,S/ 8.90,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,150.0,g,8.9,tottus,,CASA EUROPA,LOMO DE CERDO
LOMO SERRANO LONCHEADO 50 GR,S/ 8.90,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,50.0,g,8.9,tottus,,TOTTUS,LOMO DE CERDO
Hamburguesa Cerdo Duroc 360 g,S/ 8.90,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,360.0,g,8.9,tottus,,REDONDOS,LOMO DE CERDO
ADEREZO PARA CERDO 350 GRS.,S/ 10,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,350.0,g,10.0,tottus,,PIKI,LOMO DE CERDO
Lomo Embuchado España e Hijos 100g,S/ 11.90,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,100.0,g,11.9,tottus,,ESPANA E HIJOS,LOMO DE CERDO
TREATS OREJAS DE CERDO X 2UN,S/ 12,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,2.0,un,12.0,tottus,,RAMBALA,LOMO DE CERDO
"Comida para Perro THOR Adulto Sabor Carne, Pollo y Cerdo Bolsa 2 kg",S/ 14.50,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,2.0,kg,14.5,vega,,Thor,LOMO DE CERDO
Chuleta Punta de Lomo x kg,S/ 14.90 x kg,metro,LOMO DE CERDO,2024-12-04 20:54:38.442283,1.0,kg,14.9,metro,,,LOMO DE CERDO
Lomo de Atún en Aceite de Oliva 80g,S/ 14.90,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,80.0,g,14.9,tottus,,REAL,LOMO DE CERDO
Bebida Energizante MONSTER Mango Loco Lata 473ml x 2u,S/ 15.00,vega,LOMO DE CERDO,2024-12-04 13:18:36.797104,473.0,ml,15.0,vega,,MONSTER,LOMO DE CERDO
Prosciutto de Lomo 100 g,S/ 17.40,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,100.0,g,17.4,tottus,,CASA EUROPA,LOMO DE CERDO
CHICHARRON DE CERDO DUROC 300G,S/ 17.90,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,300.0,g,17.9,tottus,,REDONDOS,LOMO DE CERDO
TREATS OREJAS DE CERDO X 4UN,S/ 20.90,tottus,LOMO DE CERDO,2024-12-04 13:06:57.101075,4.0,un,20.9,tottus,,RAMBALA,LOMO DE CERDO
Chuleta Parrillera de Cerdo x kg,S/ 22.90 x kg,metro,LOMO DE CERDO,2024-12-04 20:54:38.442283,1.0,kg,22.9,metro,,,LOMO DE CERDO
Chuleta Parrillera de Cerdo con Piel x kg,S/ 22.90 x kg,metro,LOMO DE CERDO,2024-12-04 20:54:38.442283,1.0,kg,22.9,metro,,,LOMO DE CERDO
Chuleta de Lomo con Piel de Cerdo x kg,S/ 22.90 x kg,wong,LOMO DE CERDO,2024-12-04 18:33:09.205548,1.0,kg,22.9,wong,,,LOMO DE CERDO
Chuleta Parrillera de Cerdo con Piel x kg,S/ 22.90 x kg,wong,LOMO DE CERDO,2024-12-04 18:33:09.205548,1.0,kg,22.9,wong,,,LOMO DE CERDO
Chuleta de Lomo con Piel de Cerdo x kg,S/ 22.90 x kg,metro,LOMO DE CERDO,2024-12-04 20:54:38.442283,1.0,kg,22.9,metro,,,LOMO DE CERDO
