description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Papas RIKY TOK Ondas Naturales Bolsa 30g,S/ 1.00,vega,PAPA HUAYRO,2024-12-04 14:21:58.401154,30.0,g,1.0,vega,,RIKY TOK,PAPA HUAYRO
Papas RIKY TOK Ondas Picantes Bolsa 30g,S/ 1.00,vega,PAPA HUAYRO,2024-12-04 14:21:58.401154,30.0,g,1.0,vega,,RIKY TOK,PAPA HUAYRO
Papas PAPI RICAS Sabor Picante Bolsa 28gr,S/ 1.50,vega,PAPA HUAYRO,2024-12-04 14:21:58.401154,28.0,g,1.5,vega,,PAPI RICAS,PAPA HUAYRO
Papas LAYS Clásicas Bolsa 38g,S/ 2.40,vega,PAPA HUAYRO,2024-12-04 14:21:58.401154,38.0,g,2.4,vega,,Lays,PAPA HUAYRO
Papas Artesanales LAYS BBQ Bolsa 34g,S/ 2.49,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,34.0,g,2.49,vivanda,,LAY'S,PAPA HUAYRO
Papas Artesanales LAYS Sal Marina Bolsa 34g,S/ 2.49,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,34.0,g,2.49,vivanda,,LAY'S,PAPA HUAYRO
Papas Lay's Clásicas 36g,S/ 2.50,tottus,PAPA HUAYRO,2024-12-04 13:44:45.173574,36.0,g,2.5,tottus,,LAYS,PAPA HUAYRO
Tortees Salado 71g,S/ 2.50,tottus,PAPA HUAYRO,2024-12-04 13:44:45.173574,71.0,g,2.5,tottus,,,PAPA HUAYRO
Tortees Picante 71g,S/ 2.50,tottus,PAPA HUAYRO,2024-12-04 13:44:45.173574,71.0,g,2.5,tottus,,,PAPA HUAYRO
Papas LAY'S Clásicas Bolsa 36g,S/ 2.70,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,36.0,g,2.7,vivanda,,LAY'S,PAPA HUAYRO
Papas PAPI RICAS Sabor Picante Bolsa 70gr,S/ 2.80,vega,PAPA HUAYRO,2024-12-04 14:21:58.401154,70.0,g,2.8,vega,,PAPI RICAS,PAPA HUAYRO
Papas PAPI RICAS Sabor Pollo a la Brasa Bolsa 70gr,S/ 2.80,vega,PAPA HUAYRO,2024-12-04 14:21:58.401154,70.0,g,2.8,vega,,PAPI RICAS,PAPA HUAYRO
Papas PAPI RICAS Sabor Natural 70gr,S/ 2.80,vega,PAPA HUAYRO,2024-12-04 14:21:58.401154,70.0,g,2.8,vega,,PAPI RICAS,PAPA HUAYRO
Papas Fritas BELL'S Sabor Original Lata 60g,S/ 3.70,vivanda,PAPA HUAYRO,2024-12-04 18:02:20.797473,60.0,g,3.7,vivanda,,BELL'S,PAPA HUAYRO
