description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Café Tostado y Molido CAFETAL Selecto Bolsa 80gr,S/ 4.00,vega,CAFÉ TOSTADO MOLIDO,2024-12-04 14:43:29.316225,80.0,g,4.0,vega,,Cafetal,CAFÉ TOSTADO MOLIDO
Café Tostado y Molido CAFFÉ Bolsa 80g,S/ 5.50 un,plaza_vea,CAFÉ TOSTADO MOLIDO,2024-12-04 14:38:26.783791,80.0,g,5.5,plaza_vea,Bolsa 80g,,CAFÉ TOSTADO MOLIDO
Café Tostado y Molido CAFETAL Selecto Bolsa 200gr,S/ 9.00 17%,vega,CAFÉ TOSTADO MOLIDO,2024-12-04 14:43:29.316225,200.0,g,9.0,vega,,Cafetal,CAFÉ TOSTADO MOLIDO
Café Tostado Molido BELL'S Bolsa 220g,S/ 9.90 un,plaza_vea,CAFÉ TOSTADO MOLIDO,2024-12-04 14:38:26.783791,220.0,g,9.9,plaza_vea,Bolsa 220g,,CAFÉ TOSTADO MOLIDO
Café Tostado Molido BELL'S Bolsa 220g,S/ 9.90,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 18:16:22.481619,220.0,g,9.9,vivanda,,BELL'S,CAFÉ TOSTADO MOLIDO
Café Tostado y Molido CAFETAL Selecto Bolsa 20...,S/ 11.20 un,plaza_vea,CAFÉ TOSTADO MOLIDO,2024-12-04 14:38:26.783791,200.0,g,11.2,plaza_vea,Bolsa 200g,,CAFÉ TOSTADO MOLIDO
Café Tostado Molido ALTOMAYO Natural Doypack 200g,S/ 11.30,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 18:16:22.481619,200.0,g,11.3,vivanda,,ALTOMAYO,CAFÉ TOSTADO MOLIDO
Café tostado y molido 200 gr,S/ 11.70,tottus,CAFÉ TOSTADO MOLIDO,2024-12-04 13:58:01.446509,200.0,g,11.7,tottus,,TOTTUS,CAFÉ TOSTADO MOLIDO
Café Molido y Tostado Cuisine & Co 220g,S/ 12.50,metro,CAFÉ TOSTADO MOLIDO,2024-12-04 22:19:39.704113,220.0,g,12.5,metro,,,CAFÉ TOSTADO MOLIDO
Café tostado en grano entero de 250 g,S/ 12.90,tottus,CAFÉ TOSTADO MOLIDO,2024-12-04 13:58:01.446509,250.0,g,12.9,tottus,,TOTTUS,CAFÉ TOSTADO MOLIDO
Café Tostado y Molido Americano Cafetal Bolsa 140 g,S/ 14.70,metro,CAFÉ TOSTADO MOLIDO,2024-12-04 22:19:39.704113,140.0,g,14.7,metro,,,CAFÉ TOSTADO MOLIDO
Café Tostado y Molido Americano Cafetal Bolsa 140 g,S/ 14.80,wong,CAFÉ TOSTADO MOLIDO,2024-12-04 20:46:28.670530,140.0,g,14.8,wong,,,CAFÉ TOSTADO MOLIDO
Café Tostado Molido ALTOMAYO Gourmet Bolsa 200...,S/ 17.90 un,plaza_vea,CAFÉ TOSTADO MOLIDO,2024-12-04 14:38:26.783791,200.0,g,17.9,plaza_vea,Bolsa 200g,,CAFÉ TOSTADO MOLIDO
Café Tostado Molido ALTOMAYO Gourmet Bolsa 200g,S/ 19.30,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 18:16:22.481619,200.0,g,19.3,vivanda,,ALTOMAYO,CAFÉ TOSTADO MOLIDO
Café Tostado Molido BELL'S Bolsa 500g,S/ 19.90,vivanda,CAFÉ TOSTADO MOLIDO,2024-12-04 18:16:22.481619,500.0,g,19.9,vivanda,,BELL'S,CAFÉ TOSTADO MOLIDO
Café tostado y molido 500 gr,S/ 19.90,tottus,CAFÉ TOSTADO MOLIDO,2024-12-04 13:58:01.446509,500.0,g,19.9,tottus,,TOTTUS,CAFÉ TOSTADO MOLIDO
Café Molido y Tostado Cuisine & Co 500g,S/ 19.90,wong,CAFÉ TOSTADO MOLIDO,2024-12-04 20:46:28.670530,500.0,g,19.9,wong,,,CAFÉ TOSTADO MOLIDO
Café Molido y Tostado Cuisine & Co 500g,S/ 19.90,metro,CAFÉ TOSTADO MOLIDO,2024-12-04 22:19:39.704113,500.0,g,19.9,metro,,,CAFÉ TOSTADO MOLIDO
Café Tostado Molido BELL'S Bolsa 500g,S/ 19.90 un,plaza_vea,CAFÉ TOSTADO MOLIDO,2024-12-04 14:38:26.783791,500.0,g,19.9,plaza_vea,Bolsa 500g,,CAFÉ TOSTADO MOLIDO
Café tostado y molido Selecto de 454 g,S/ 20.50,tottus,CAFÉ TOSTADO MOLIDO,2024-12-04 13:58:01.446509,454.0,g,20.5,tottus,,CAFETAL,CAFÉ TOSTADO MOLIDO
Café tostado molido clásico de 450 g,S/ 23.50,tottus,CAFÉ TOSTADO MOLIDO,2024-12-04 13:58:01.446509,450.0,g,23.5,tottus,,ALTOMAYO,CAFÉ TOSTADO MOLIDO
