description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Helado Cuisine & Co Sabor Vainilla Chocolate 900ml,S/ 9.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.9,metro,,HELADO FAMILIAR
Keke Familiar Marmoleado de 380 g,S/ 9.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,380.0,g,9.9,tottus,BIMBO,HELADO FAMILIAR
Helado de Vainilla HÄAGEN DAZS Pote 100ml,S/ 11.49,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,100.0,ml,11.49,vivanda,HÄAGEN DAZS,HELADO FAMILIAR
Helado Momenti Gelato Choco Brownie 120ml,S/ 11.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,120.0,ml,11.9,metro,,HELADO FAMILIAR
Helado Momenti Gelato Pie de Limón 120ml,S/ 11.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,120.0,ml,11.9,metro,,HELADO FAMILIAR
Helado Peziduri Fresa 900 mL,S/ 11.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,900.0,ml,11.9,tottus,DONOFRIO,HELADO FAMILIAR
Helado Momenti Sorbetto Mango 120ml,S/ 11.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,120.0,ml,11.9,metro,,HELADO FAMILIAR
Helado Peziduri Vainilla 900 mL,S/ 11.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,900.0,ml,11.9,tottus,DONOFRIO,HELADO FAMILIAR
Helado D'ONOFRIO Peziduri Tricolor Cremoso Pote 900ml,S/ 11.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,900.0,ml,11.9,vivanda,D'ONOFRIO,HELADO FAMILIAR
Helado D'ONOFRIO Peziduri Lúcuma Cremoso Pote 900ml,S/ 11.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,900.0,ml,11.9,vivanda,D'ONOFRIO,HELADO FAMILIAR
Helado Momenti Gelato Casino Sabor Menta 120ml,S/ 11.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,120.0,ml,11.9,metro,,HELADO FAMILIAR
Helado D'ONOFRIO Peziduri Chocochips Cremoso Pote 900ml,S/ 11.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,900.0,ml,11.9,vivanda,D'ONOFRIO,HELADO FAMILIAR
Helado Peziduri Lucuma 900 mL,S/ 11.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,900.0,ml,11.9,tottus,DONOFRIO,HELADO FAMILIAR
Helado Peziduri Chocolate 900 mL,S/ 11.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,900.0,ml,11.9,tottus,DONOFRIO,HELADO FAMILIAR
Helado Peziduri Tricolor 900 mL,S/ 11.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,900.0,ml,11.9,tottus,DONOFRIO,HELADO FAMILIAR
Pack de 10 unidades de sandwich de vainilla,S/ 11.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,10.0,un,11.9,tottus,TOTTUS,HELADO FAMILIAR
Helado Peziduri Chocochips 900 mL,S/ 11.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,900.0,ml,11.9,tottus,DONOFRIO,HELADO FAMILIAR
Helado D'ONOFRIO Peziduri Vainilla Cremoso Pote 900ml,S/ 11.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,900.0,ml,11.9,vivanda,D'ONOFRIO,HELADO FAMILIAR
Pack de Sandwich de Vainilla y Lucuma de 10 unidades,S/ 11.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,10.0,un,11.9,tottus,TOTTUS,HELADO FAMILIAR
Granola Familiar Cosecha del Paraíso 300 g,S/ 12.50,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,300.0,g,12.5,tottus,COSECHA DEL PARAISO,HELADO FAMILIAR
Helado HÄAGEN DAZS Mini Vanilla Caramel Brownie Pote 100ml,S/ 12.50,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,100.0,ml,12.5,vivanda,HÄAGEN DAZS,HELADO FAMILIAR
Helado HÄAGEN DAZS Dulce de Leche Pote 100ml,S/ 12.50,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,100.0,ml,12.5,vivanda,HÄAGEN DAZS,HELADO FAMILIAR
Helado HÄAGEN DAZS Chocolate Belga Pote 100ml,S/ 12.50,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,100.0,ml,12.5,vivanda,HÄAGEN DAZS,HELADO FAMILIAR
Helado Haagen Dazs Chocolate Belga Pote 100 ml,S/ 12.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,100.0,ml,12.9,metro,,HELADO FAMILIAR
Helado Haagen Dazs Dulce de Leche 100ml,S/ 12.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,100.0,ml,12.9,metro,,HELADO FAMILIAR
Helado Veggie Caramel & Sal Marina Lift Pote 110 g,S/ 12.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,110.0,g,12.9,metro,,HELADO FAMILIAR
Helado Cuisine & Co Bombones 195g,S/ 12.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,195.0,g,12.9,metro,,HELADO FAMILIAR
Helado Lift Berry & Fresa 95g,S/ 12.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,95.0,g,12.9,metro,,HELADO FAMILIAR
Helado Veggie Stracciamenta Lift Pote 110 gr,S/ 12.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,110.0,g,12.9,metro,,HELADO FAMILIAR
Helado Bombones D'ONOFRIO Pote 18 un,S/ 13.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,18.0,un,13.9,vivanda,D'ONOFRIO,HELADO FAMILIAR
Helado de Crema Turkey Hill Cookies & Cream 473ml,S/ 13.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,473.0,ml,13.9,metro,,HELADO FAMILIAR
Helado de Crema Turkey Hill Choco Mint Chip 473ml,S/ 13.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,473.0,ml,13.9,metro,,HELADO FAMILIAR
Helado Tabletas de Crema Americana FREDDO Caja 6un,S/ 15.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,6.0,un,15.9,vivanda,FREDDO,HELADO FAMILIAR
Helado Tabletas de Dulce de Leche FREDDO Caja 6un,S/ 15.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,6.0,un,15.9,vivanda,FREDDO,HELADO FAMILIAR
Helado de Crema Peziduri Alfajor 900ml,S/ 15.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,15.9,metro,,HELADO FAMILIAR
Helado Tabletas de Chocolate Tentación FREDDO Caja 6un,S/ 15.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,6.0,un,15.9,vivanda,FREDDO,HELADO FAMILIAR
Helado de Crema Peziduri Cheesecake Frutos Rojos 900ml,S/ 15.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,15.9,metro,,HELADO FAMILIAR
Helado de Fresa ZUBZERO Pote 500ml,S/ 16.00,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,500.0,ml,16.0,vivanda,ZUBZERO,HELADO FAMILIAR
Helado de Vainilla ZUBZERO Pote 500ml,S/ 16.00,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,500.0,ml,16.0,vivanda,ZUBZERO,HELADO FAMILIAR
Helado de Chocolate ZUBZERO Pote 500ml,S/ 16.00,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,500.0,ml,16.0,vivanda,ZUBZERO,HELADO FAMILIAR
Helado Zub Zero Sabor 200G Chocolúcuma 180g,S/ 16.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,200.0,g,16.5,metro,,HELADO FAMILIAR
Helado Zub Zero Sabor Chocolate 180g,S/ 16.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,180.0,g,16.5,metro,,HELADO FAMILIAR
Helado Zub Zero Lúcuma 200g,S/ 16.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,200.0,g,16.5,metro,,HELADO FAMILIAR
Helado Zub Zero Sabor Vainilla 180g,S/ 16.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,180.0,g,16.5,metro,,HELADO FAMILIAR
Helado Zub Zero Fresa 200g,S/ 16.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,200.0,g,16.5,metro,,HELADO FAMILIAR
Helado de vainilla con chips de chocolate de 2.5 L,S/ 16.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,2.5,l,16.9,tottus,TOTTUS,HELADO FAMILIAR
HELADO DE MARACUMANGO ALASKA X 900 ML,S/ 16.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,900.0,ml,16.9,tottus,DONOFRIO,HELADO FAMILIAR
Helado de Lucuma con Chips de de 2.5 L,S/ 16.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,2.5,l,16.9,tottus,TOTTUS,HELADO FAMILIAR
HELADO ALASKA PALETA FRESA CAJA70MLX5UND,S/ 16.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,70.0,ml,16.9,tottus,D'ONOFRIO,HELADO FAMILIAR
Helado Tricolor de 2.5 L,S/ 16.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,2.5,l,16.9,tottus,TOTTUS,HELADO FAMILIAR
Helado de Crema Morochas 900ml,S/ 16.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,16.9,metro,,HELADO FAMILIAR
Helado de Crema Sandwich Vainilla 900ml,S/ 16.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,16.9,metro,,HELADO FAMILIAR
Helado de Crema Sublime 900ml,S/ 16.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,16.9,metro,,HELADO FAMILIAR
HELADO DONITO NAPOLITANO POTE X 2.2L,S/ 17.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,2.2,l,17.9,tottus,D'ONOFRIO,HELADO FAMILIAR
Helado Alaska Maracumango 900ml,S/ 18.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,18.9,metro,,HELADO FAMILIAR
Gaseosa BIG COLA Botella 1.035L x 6u,S/ 19.20,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,1.035,l,19.2,vega,Big Cola,HELADO FAMILIAR
Four Pack Frio Rico Helado Vainilla 120 mL,S/ 19.50,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,120.0,ml,19.5,tottus,DONOFRIO,HELADO FAMILIAR
Helado de Crema Princesa 900ml,S/ 19.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,19.9,metro,,HELADO FAMILIAR
Helado Ben & Jerry's Cookie Dough 473ml,S/ 19.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,473.0,ml,19.9,metro,,HELADO FAMILIAR
Helado Trisabor Máxima Pote 2.5 Lt,S/ 19.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,2.5,l,19.9,metro,,HELADO FAMILIAR
Helado D'ONOFRIO con Chocolate y Trozos de Galleta MOROCHAS Pote 900ml,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,900.0,ml,19.9,vivanda,D'ONOFRIO,HELADO FAMILIAR
Helado Ben & Jerry's Half Baked 473ml,S/ 19.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,473.0,ml,19.9,metro,,HELADO FAMILIAR
Helado de Crema Peziduri Choco Brownie 900ml,S/ 19.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,19.9,metro,,HELADO FAMILIAR
HELADO PEZIDURI POSTRES CHEESECAKE 900ML,S/ 19.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,900.0,ml,19.9,tottus,DONOFRIO,HELADO FAMILIAR
Helado Peziduri Sabor Pie de Limón 900ml,S/ 19.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,19.9,metro,,HELADO FAMILIAR
Helado D'ONOFRIO con Trozos de Galleta SANDWICH Pote 900ml,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,900.0,ml,19.9,vivanda,D'ONOFRIO,HELADO FAMILIAR
Helado Ben & Jerry's Cherry Garcia 473ml,S/ 19.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,473.0,ml,19.9,metro,,HELADO FAMILIAR
Helado MY MOCHI Cookies & Cream Caja 280g,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,280.0,g,19.9,vivanda,MY MOCHIS,HELADO FAMILIAR
Helado Morochas Chocolate Con Galleta Vainilla 900 mL,S/ 19.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,900.0,ml,19.9,tottus,DONOFRIO,HELADO FAMILIAR
Helado MY MOCHI Double Chocolate Caja 280g,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,280.0,g,19.9,vivanda,MY MOCHIS,HELADO FAMILIAR
Helado Máxima Tri-Sabor Contenido 2.5 L,S/ 19.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,2.5,l,19.9,metro,,HELADO FAMILIAR
Helado MY MOCHI Vanilla Bean Caja 280g,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,280.0,g,19.9,vivanda,MY MOCHIS,HELADO FAMILIAR
Helado SIVIERO MARIA de Pistacchio Pote 500g,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,500.0,g,19.9,vivanda,SIVIERO MARIA,HELADO FAMILIAR
Helado SIVIERO MARIA Cioccolatissimo 1L,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,1.0,l,19.9,vivanda,SIVIERO MARIA,HELADO FAMILIAR
Helado SIVIERO MARIA Caramello Salato Pote 1L,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,1.0,l,19.9,vivanda,SIVIERO MARIA,HELADO FAMILIAR
Helado Sin Parar Twist 4un,S/ 19.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,4.0,un,19.9,metro,,HELADO FAMILIAR
Helado Ben & Jerry's Peanut Butter Cup 473ml,S/ 19.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,473.0,ml,19.9,metro,,HELADO FAMILIAR
Cafetera Presión 600 mL,S/ 19.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,600.0,ml,19.9,tottus,CASA JOVEN,HELADO FAMILIAR
Helado SIVIERO MARIA Affogato al Cioccolato Pote 500g,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,500.0,g,19.9,vivanda,SIVIERO MARIA,HELADO FAMILIAR
Helado D'ONOFRIO con Trozos de Maní SUBLIME Pote 900ml,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,900.0,ml,19.9,vivanda,D'ONOFRIO,HELADO FAMILIAR
Helado SIVIERO MARIA Croccantino al Cioc Pote 500g,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,500.0,g,19.9,vivanda,SIVIERO MARIA,HELADO FAMILIAR
Helado MY MOCHI Dulce de Leche Caja 280g,S/ 19.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,280.0,g,19.9,vivanda,MY MOCHIS,HELADO FAMILIAR
Helado Sublime Chocolate Con Mani 900 mL,S/ 19.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,900.0,ml,19.9,tottus,DONOFRIO,HELADO FAMILIAR
Helados D'ONOFRIO Mini Sandiwch Caja 10un,S/ 20.30,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,10.0,un,20.3,vivanda,D'ONOFRIO,HELADO FAMILIAR
Helado D'ONOFRIO FRÍO RICO Multipack Vainilla Caja 4un,S/ 20.30,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,4.0,un,20.3,vivanda,D'ONOFRIO,HELADO FAMILIAR
Sixpack Mezcla Láctea Familiar x 480 g,S/ 20.50,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,480.0,g,20.5,tottus,BONLE,HELADO FAMILIAR
Helado de Crema Turkey Hill Origina Vanilla 1.36L,S/ 20.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,1.36,l,20.9,metro,,HELADO FAMILIAR
Helado Sandwich Mini Sabor Vainilla 10un,S/ 20.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,10.0,un,20.9,metro,,HELADO FAMILIAR
Helado en Cono Frio Rico Vainilla Choco Chips 4un,S/ 20.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,4.0,un,20.9,metro,,HELADO FAMILIAR
Helado Breyers Chocolate 1.4L,S/ 20.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,1.4,l,20.9,metro,,HELADO FAMILIAR
