description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Galleta Vainilla FIELD Familiar Paquete 147gr,S/ 2.50,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,147.0,g,2.5,vega,Field,HELADO FAMILIAR
Pudin UNIVERSAL sabor a Chocolate Bolsa 100gr,S/ 2.50,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,100.0,g,2.5,vega,Universal,HELADO FAMILIAR
HELADO COPA KBANA LUCUMA VAINILLA X103ML,S/ 2.50,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,103.0,ml,2.5,tottus,D'ONOFRIO,HELADO FAMILIAR
SUBLIME PALETA CHOCOLATE C MANI X 80ML,S/ 3,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,80.0,ml,3.0,tottus,D'ONOFRIO,HELADO FAMILIAR
Helado D'ONOFRIO Sublime Caja 80ml,S/ 3.20,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,80.0,ml,3.2,vivanda,D'ONOFRIO,HELADO FAMILIAR
Flan UNIVERSAL Sabor a Vainilla Bolsa 150gr,S/ 3.30,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,150.0,g,3.3,vega,Universal,HELADO FAMILIAR
Gelatina UNIVERSAL Sabor a Limón Bolsa 130g,S/ 3.50 8%,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,130.0,g,3.5,vega,Universal,HELADO FAMILIAR
Gelatina UNIVERSAL Sabor a Fresa Bolsa 130g,S/ 3.50 8%,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,130.0,g,3.5,vega,Universal,HELADO FAMILIAR
Gelatina UNIVERSAL Sabor a Cereza Bolsa 130g,S/ 3.50 8%,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,130.0,g,3.5,vega,Universal,HELADO FAMILIAR
Gelatina UNIVERSAL Sabor a Piña Bolsa 130g,S/ 3.50 8%,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,130.0,g,3.5,vega,Universal,HELADO FAMILIAR
Gelatina UNIVERSAL Sabor a Naranja Bolsa 130g,S/ 3.50 8%,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,130.0,g,3.5,vega,Universal,HELADO FAMILIAR
HELADO FRIO RICO LUCUMA CACAO X 120ML,S/ 4,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,120.0,ml,4.0,tottus,D'ONOFRIO,HELADO FAMILIAR
HELADO FRIO RICO CAPPUCCINO CACAO X120ML,S/ 4,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,120.0,ml,4.0,tottus,D'ONOFRIO,HELADO FAMILIAR
HELADO FRIO RICO VAINILLA CACAO X 120ML,S/ 4,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,120.0,ml,4.0,tottus,D'ONOFRIO,HELADO FAMILIAR
HELADO SIN PARAR LUCUMA VLLA POTE X170ML,S/ 4.50,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,170.0,ml,4.5,tottus,D'ONOFRIO,HELADO FAMILIAR
Helado de Vainilla y Mora de 500 mL,S/ 4.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,500.0,ml,4.9,tottus,TOTTUS,HELADO FAMILIAR
HELADO FRIO RICO PALETA MARACUYA ANCASH X93ML,S/ 5,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,93.0,ml,5.0,tottus,D'ONOFRIO,HELADO FAMILIAR
HELADO FRIO RICO PALETA VAINI ALMEN PANGOA93ML,S/ 5,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,93.0,ml,5.0,tottus,D'ONOFRIO,HELADO FAMILIAR
FRIO RICO PALETA FRESA HUAURA X 93ML,S/ 5,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,93.0,ml,5.0,tottus,D'ONOFRIO,HELADO FAMILIAR
Helado Sabor Chocolate Con Stevia 50 g,S/ 5.10,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,50.0,g,5.1,tottus,UNIVERSAL,HELADO FAMILIAR
Helado con Stevia sabor Lúcuma x 50 gr,S/ 5.10,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,50.0,g,5.1,tottus,UNIVERSAL,HELADO FAMILIAR
Helado de vainilla con stevia de 50 g,S/ 5.10,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,50.0,g,5.1,tottus,UNIVERSAL,HELADO FAMILIAR
HELADO CON STEVIA SABOR FRESA X50GR,S/ 5.10,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,50.0,g,5.1,tottus,UNIVERSAL,HELADO FAMILIAR
Emolienté Familiar 150 g,S/ 5.70,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,150.0,g,5.7,tottus,NATURANDES,HELADO FAMILIAR
Helado FREDDO Chocolate Doble Tentación Vaso 375g,S/ 5.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,375.0,g,5.9,vivanda,FREDDO,HELADO FAMILIAR
Gaseosa SPRITE Botella 3L,S/ 6.90,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,3.0,l,6.9,vega,Sprite,HELADO FAMILIAR
Gaseosa FANTA KOLA INGLESA Botella 3L,S/ 6.90,vega,HELADO FAMILIAR,2024-12-04 14:29:04.325622,3.0,l,6.9,vega,Fanta,HELADO FAMILIAR
Helado para Perros Sabor Arándanos y Sandía Yogy 100g,S/ 6.99,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,100.0,g,6.99,metro,,HELADO FAMILIAR
Helado de Yogurt para Perros Yogy Pote 100 gr,S/ 6.99,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,100.0,g,6.99,metro,,HELADO FAMILIAR
Galleta Munición Familiar 450 g,S/ 7.50,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,450.0,g,7.5,tottus,SAN JORGE,HELADO FAMILIAR
Helado BELL'S Trisabor Pote 511g,S/ 7.90,vivanda,HELADO FAMILIAR,2024-12-04 18:06:48.141041,511.0,g,7.9,vivanda,BELL'S,HELADO FAMILIAR
FACIALES DISNEY FAMILIAR X80UND,S/ 8.20,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,80.0,un,8.2,tottus,ELITE,HELADO FAMILIAR
Helado Máxima Vainilla 930ml,S/ 8.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,930.0,ml,8.9,metro,,HELADO FAMILIAR
Helado Máxima Trisabor 930ml,S/ 8.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,930.0,ml,8.9,metro,,HELADO FAMILIAR
Helado Máxima Chocolate 930ml,S/ 8.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,930.0,ml,8.9,metro,,HELADO FAMILIAR
Helado Máxima Cocochips 930ml,S/ 8.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,930.0,ml,8.9,metro,,HELADO FAMILIAR
HELADO VAINILLA X 1L,S/ 8.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,1.0,l,8.9,tottus,TOTTUS,HELADO FAMILIAR
Helado de Lúcuma Chips de 1 L,S/ 8.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,1.0,l,8.9,tottus,TOTTUS,HELADO FAMILIAR
Six Pack de Paletas Helado Frutado de Maracuyá 6 unidades,S/ 8.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,6.0,un,8.9,tottus,TOTTUS,HELADO FAMILIAR
Linaza Familiar 300 g,S/ 8.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,300.0,g,8.9,tottus,NATURANDES,HELADO FAMILIAR
Helado de Crema Peziduri Chocochips 900ml,S/ 9.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.5,metro,,HELADO FAMILIAR
Helado de Crema Peziduri Tricolor 900ml,S/ 9.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.5,metro,,HELADO FAMILIAR
Helado de Crema Peziduri Fresa 900ml,S/ 9.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.5,metro,,HELADO FAMILIAR
Helado de Crema Peziduri Lúcuma 900ml,S/ 9.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.5,metro,,HELADO FAMILIAR
Helado de Crema Peziduri Vainilla 900ml,S/ 9.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.5,metro,,HELADO FAMILIAR
Helado de Crema Peziduri Chocolate 900ml,S/ 9.50,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.5,metro,,HELADO FAMILIAR
Keke familiar naranja 380 g,S/ 9.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,380.0,g,9.9,tottus,BIMBO,HELADO FAMILIAR
Helado Cuisine & Co Sabor Lúcuma Chips 900ml,S/ 9.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.9,metro,,HELADO FAMILIAR
Helado Cuisine & Co Sabor Vainilla 900ml,S/ 9.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.9,metro,,HELADO FAMILIAR
Helado Cuisine & Co Sabor Vainilla Chips 900ml,S/ 9.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.9,metro,,HELADO FAMILIAR
PACK HELADO VAINI LUCUMA X372G,S/ 9.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,372.0,g,9.9,tottus,TOTTUS,HELADO FAMILIAR
Helado Cuisine & Co Sabor Tricolor 900ml,S/ 9.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.9,metro,,HELADO FAMILIAR
Helado Cuisine & Co Sabor Chocolate 900ml,S/ 9.90,metro,HELADO FAMILIAR,2024-12-04 22:02:54.229584,900.0,ml,9.9,metro,,HELADO FAMILIAR
Helado de Bombones con Sabor a Vainilla de 180 g,S/ 9.90,tottus,HELADO FAMILIAR,2024-12-04 13:49:14.165511,180.0,g,9.9,tottus,TOTTUS,HELADO FAMILIAR
