description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Lavadora WT13WPBK 13 Kg Smart Motion Carga Superior Blanco,"S/ 1,099",tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,13.0,kg,1.0,tottus,,LG,PAPA BLANCA
Lavadora WT16WVTB 16 Kg TurboDrum Carga Superior Blanco,"S/ 1,399",tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,16.0,kg,1.0,tottus,,LG,PAPA BLANCA
Papa Blanca x kg,S/ 1.59 x kg,metro,PAPA BLANCA,2024-12-04 21:53:29.611084,1.0,kg,1.59,metro,,,PAPA BLANCA
Papa Blanca Cocktail x kg,S/ 1.99 x kg,metro,PAPA BLANCA,2024-12-04 21:53:29.611084,1.0,kg,1.99,metro,,,PAPA BLANCA
Papa Blanca Metro x kg,S/ 2.60 x kg,metro,PAPA BLANCA,2024-12-04 21:53:29.611084,1.0,kg,2.6,metro,,,PAPA BLANCA
Papa Blanca,S/ 2.79 x kg,plaza_vea,PAPA BLANCA,2024-12-04 14:15:34.522805,0.5,kg,2.79,plaza_vea,Presentación 0.5 kg aprox.,,PAPA BLANCA
Papa Blanca Yungay Metro x kg,S/ 2.99 x kg,metro,PAPA BLANCA,2024-12-04 21:53:29.611084,1.0,kg,2.99,metro,,,PAPA BLANCA
Papa Blanca Yungay x kg,S/ 2.99 x kg,wong,PAPA BLANCA,2024-12-04 20:02:34.039402,1.0,kg,2.99,wong,,,PAPA BLANCA
Papa Blanca Yungay,S/ 3.19 x kg,plaza_vea,PAPA BLANCA,2024-12-04 14:15:34.522805,1.0,kg,3.19,plaza_vea,Presentación 1 kg aprox.,,PAPA BLANCA
Papa Blanca Cocktail x kg,S/ 3.29 x kg,wong,PAPA BLANCA,2024-12-04 20:02:34.039402,1.0,kg,3.29,wong,,,PAPA BLANCA
Papa Blanca Canchán Procesada x kgs,S/ 3.39 x kg,metro,PAPA BLANCA,2024-12-04 21:53:29.611084,1.0,kg,3.39,metro,,,PAPA BLANCA
Papa Blanca Canchán Procesada x kgs,S/ 3.39 x kg,wong,PAPA BLANCA,2024-12-04 20:02:34.039402,1.0,kg,3.39,wong,,,PAPA BLANCA
VINAGRE BLANCO X 1 L,S/ 3.90,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,1.0,l,3.9,tottus,,TOTTUS,PAPA BLANCA
Papa Blanca Yungay x kg,S/ 4.39,vivanda,PAPA BLANCA,2024-12-04 18:01:50.005389,1.0,kg,4.39,vivanda,,VIVANDA,PAPA BLANCA
Papa Blanca Perricholi Procesada Wong x kg,S/ 4.79 x kg,wong,PAPA BLANCA,2024-12-04 20:02:34.039402,1.0,kg,4.79,wong,,,PAPA BLANCA
Marshmellows Millows Cilindro Blanco 145 g,S/ 4.90,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,145.0,g,4.9,tottus,,COLOMBINA,PAPA BLANCA
Vinagre de Vino Blanco 600 mL,S/ 5.20,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,600.0,ml,5.2,tottus,,VENTURO,PAPA BLANCA
Papa Cocktail Blanca Agro Selecto 800g,S/ 6.00,wong,PAPA BLANCA,2024-12-04 20:02:34.039402,800.0,g,6.0,wong,,,PAPA BLANCA
Papa Cocktail Blanca Agro Selecto 800g,S/ 6.00,metro,PAPA BLANCA,2024-12-04 21:53:29.611084,800.0,g,6.0,metro,,,PAPA BLANCA
Papas LAYS Clásicas Bolsa 210gr,S/ 7.00,vega,PAPA BLANCA,2024-12-04 14:21:03.236731,210.0,g,7.0,vega,,Lays,PAPA BLANCA
Papa Blanca Yungay Agro Selecto 2kg,S/ 8.08,wong,PAPA BLANCA,2024-12-04 20:02:34.039402,2.0,kg,8.08,wong,,,PAPA BLANCA
Harina de Maíz Blanco Precocido 1 kg,S/ 8.50,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,1.0,kg,8.5,tottus,,PAN,PAPA BLANCA
Papa Blanca Yungay Agro Selecto 2kg,S/ 8.50,metro,PAPA BLANCA,2024-12-04 21:53:29.611084,2.0,kg,8.5,metro,,,PAPA BLANCA
Manjar Blanco x 500 g,S/ 11.30,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,500.0,g,11.3,tottus,,LAIVE,PAPA BLANCA
Packx3 Jabón Blanco 90 g,S/ 12.50,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,90.0,g,12.5,tottus,,DOVE,PAPA BLANCA
Vino Blanco 750 mL,S/ 12.90,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,750.0,ml,12.9,tottus,,BERNINA,PAPA BLANCA
Pan Molde Blanco Sin Corteza 560 g,S/ 12.90,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,560.0,g,12.9,tottus,,TOTTUS,PAPA BLANCA
Manjar Blanco Nestlé 500 g,S/ 13.10,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,500.0,g,13.1,tottus,,NESTLE,PAPA BLANCA
Pan de Molde Blanco sin Corteza 560 g,S/ 13.50,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,560.0,g,13.5,tottus,,DON MAMINO,PAPA BLANCA
Papel Bond Fotocopia 75 Gr A-4 500 Hojas,S/ 13.90,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,75.0,g,13.9,tottus,,OFISCOOL,PAPA BLANCA
Vino Blanco Semi Seco 11.5° 750 mL,S/ 14.90,tottus,PAPA BLANCA,2024-12-04 13:44:30.633398,750.0,ml,14.9,tottus,,TABERNERO,PAPA BLANCA
