description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Bebida en Polvo Clight Sin Calorías Sabor Piña 14g,S/ 2.30,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,14.0,g,2.3,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida en Polvo Clight Sin Calorías Sabor Limón 14g,S/ 2.30,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,14.0,g,2.3,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida en Polvo Clight Sin Calorías Sabor Fresa 14g,S/ 2.30,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,14.0,g,2.3,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Durazno Frugos del Valle Botella 300ml,S/ 2.35,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,300.0,ml,2.35,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Blueberry 500 mL,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,500.0,ml,2.4,tottus,SPORADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Sabor Mandarina 500 mL,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,500.0,ml,2.4,tottus,SPORADE,BEBIDA ENERGIZANTE (FLUIDA)
REHIDRATANTE MULTIFRUTAS BOTELLA X 600ML,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,600.0,ml,2.4,tottus,POWERADE,BEBIDA ENERGIZANTE (FLUIDA)
REHIDRATANTE MARACUYA BOTELLA X 600ML,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,600.0,ml,2.4,tottus,POWERADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Sin Azúcar Sporade Apple Ice Botella 500ml,S/ 2.40,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,500.0,ml,2.4,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Gatorade Tropical Botella 500ml,S/ 2.40,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,500.0,ml,2.4,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Gatorade Mandarina Botella 500ml,S/ 2.40,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,500.0,ml,2.4,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Sabor Manzana 500 mL,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,500.0,ml,2.4,tottus,GATORADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Gatorade Cool Blue Botella 500ml,S/ 2.40,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,500.0,ml,2.4,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Gatorade Apple Ice Botella 500ml,S/ 2.40,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,500.0,ml,2.4,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Uva 600 mL,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,600.0,ml,2.4,tottus,POWERADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Sabor Fruta Tropical 500 mL,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,500.0,ml,2.4,tottus,GATORADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Tropical 500 mL,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,500.0,ml,2.4,tottus,SPORADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Sin Azúcar Sporade Tropical Botella 500ml,S/ 2.40,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,500.0,ml,2.4,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Gatorade Cool Blue Botella 500ml,S/ 2.40,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,500.0,ml,2.4,wong,,BEBIDA ENERGIZANTE (FLUIDA)
REHIDRATANTE LIMON BOTELLA X600ML,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,600.0,ml,2.4,tottus,POWERADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Sabor Mandarina 500 mL,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,500.0,ml,2.4,tottus,GATORADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Gatorade Apple Ice Botella 500ml,S/ 2.40,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,500.0,ml,2.4,wong,,BEBIDA ENERGIZANTE (FLUIDA)
REHIDRATANTE APPLE ICE SIN AZUCAR X500ML,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,500.0,ml,2.4,tottus,SPORADE,BEBIDA ENERGIZANTE (FLUIDA)
REHIDRATANTE MORA BOTELLA X 600ML,S/ 2.40,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,600.0,ml,2.4,tottus,POWERADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida energizante Pink con colágeno y aloe vera de 300 mL,S/ 2.49,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,300.0,ml,2.49,tottus,VOLT,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Energizante VOLT Dark Botella 300ml,S/ 2.49,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,300.0,ml,2.49,vivanda,VOLT,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Energizante VOLT Colágeno y Aloe Vera Botella 300ml,S/ 2.49,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,300.0,ml,2.49,vivanda,VOLT,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Energizante 300 mL,S/ 2.49,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,300.0,ml,2.49,tottus,VOLT,BEBIDA ENERGIZANTE (FLUIDA)
Bebida energizante de blueberry con maca de 300 mL,S/ 2.49,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,300.0,ml,2.49,tottus,VOLT,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Energizante Volt Dark Botella 300ml,S/ 2.49,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,300.0,ml,2.49,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Energizante Volt Maca Botella 300 ml,S/ 2.50,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,300.0,ml,2.5,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Carbonatada Fury Energy Gold Botella 350ml,S/ 2.50,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,350.0,ml,2.5,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Energizante Volt Ginseng Sin Azúcar Botella 300ml,S/ 2.50,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,300.0,ml,2.5,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Energizante Volt Pink 300ml,S/ 2.50,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,300.0,ml,2.5,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante GATORADE Tropical Fruit Botella 500ml,S/ 2.50,vega,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:48:24.330496,500.0,ml,2.5,vega,Gatorade,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Té Verde Sabor Limón Free Tea Botella 500ml,S/ 2.70,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,500.0,ml,2.7,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Aloe KERO Piña Botella 300ml,S/ 3.00,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,300.0,ml,3.0,vivanda,KERO,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Chocolatada La Preferida 800ml,S/ 3.00,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,800.0,ml,3.0,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida con Avena y Canela Laive Deli Avena 250ml,S/ 3.20,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,250.0,ml,3.2,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Kero Aloe Vera Sabor Piña Botella 300ml,S/ 3.20,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,300.0,ml,3.2,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Kero Aloe Vera Sabor Uva Botella 300ml,S/ 3.20,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,300.0,ml,3.2,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Láctea Sabor Chocolate Bonlé Bolsa 800 ml,S/ 3.20,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,800.0,ml,3.2,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Gloria Shake Capuccino Botella 320ml,S/ 3.50,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,320.0,ml,3.5,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Casera Gloria Emoliente Caja 1L,S/ 3.50,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,1.0,l,3.5,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Casera Gloria Limonada Caja 1L,S/ 3.50,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,1.0,l,3.5,metro,,BEBIDA ENERGIZANTE (FLUIDA)
"Bebida de Manzana, Aguaymanto y Carambola Bio Amayu Botella 300ml",S/ 3.60,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,300.0,ml,3.6,metro,,BEBIDA ENERGIZANTE (FLUIDA)
"Bebida de Manzana, Aguaje y Cocona Bio Botella 300ml",S/ 3.60,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,300.0,ml,3.6,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Gatorade Tropical Botella 1 Litro,S/ 3.60,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,1.0,l,3.6,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Bio Aloe Uva Botella 500ml,S/ 3.70,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,500.0,ml,3.7,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Piña Gloria Caja 1L,S/ 3.90,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,1.0,l,3.9,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Maracuyá Gloria Caja 1L,S/ 3.90,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,1.0,l,3.9,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Mango Gloria Caja 1L,S/ 3.90,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.0,l,3.9,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Naranja Frugos del Valle Caja 970ml,S/ 3.90,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,970.0,ml,3.9,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Agua San Luis Sabor Limón Botella 1.5L,S/ 3.90,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.5,l,3.9,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Naranja Gloria Caja 1L,S/ 3.90,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.0,l,3.9,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Piña Gloria Caja 1L,S/ 3.90,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.0,l,3.9,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Durazno Frugos del Valle Caja 970ml,S/ 3.90,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,970.0,ml,3.9,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Maracuyá Gloria Caja 1L,S/ 3.90,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.0,l,3.9,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Mango Gloria Caja 1L,S/ 3.90,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,1.0,l,3.9,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Naranja Frugos del Valle Caja 970ml,S/ 3.90,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,970.0,ml,3.9,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Manzana Frugos del Valle Caja 970ml,S/ 3.90,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,970.0,ml,3.9,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Durazno Frugos del Valle Caja 970ml,S/ 3.90,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,970.0,ml,3.9,metro,,BEBIDA ENERGIZANTE (FLUIDA)
ENERGIZANTE YELLOW LT 473ML,S/ 4.30,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,473.0,ml,4.3,tottus,VOLT,BEBIDA ENERGIZANTE (FLUIDA)
Gamer 473 mL,S/ 4.30,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,473.0,ml,4.3,tottus,VOLT,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Naranja Frugos del Valle Botella 1L,S/ 4.50,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.0,l,4.5,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Mango y Fresa Frugos del Valle Caja 1L,S/ 4.50,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.0,l,4.5,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Pera Watts Caja 1L,S/ 4.50,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,1.0,l,4.5,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida FRUGOS Mango y Fresa Caja 1L,S/ 4.50,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,1.0,l,4.5,vivanda,FRUGOS,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Avena Vakimu Yoguavena Mix Berries 160g,S/ 4.56,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,160.0,g,4.56,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Piña y Granadilla Golden Botella 485ml,S/ 4.79,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,485.0,ml,4.79,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Naranja Gloria Caja 1.5L,S/ 4.90,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,1.5,l,4.9,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida UHT Sabor Chocolate Choco Vigor Bolsa 800ml,S/ 4.90,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,800.0,ml,4.9,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Tropical 1.5 L,S/ 4.90,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,1.5,l,4.9,tottus,SPORADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Naranja Gloria Caja 1.5L,S/ 4.90,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.5,l,4.9,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Energizante Volt Ginseng Lata 473ml,S/ 4.99,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,473.0,ml,4.99,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Energizante Volt Gamer Ponche de Frutas Lata 473ml,S/ 4.99,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,473.0,ml,4.99,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Energizante VOLT Lata 473ml,S/ 4.99,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,473.0,ml,4.99,vivanda,VOLT,BEBIDA ENERGIZANTE (FLUIDA)
REHIDRATANTE MORA BOTELLA X 1.5L,S/ 5.50,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,1.5,l,5.5,tottus,POWERADE,BEBIDA ENERGIZANTE (FLUIDA)
Naranja 591 mL,S/ 5.50,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,591.0,ml,5.5,tottus,GATORADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Durazno Frugos del Valle Caja 1.5L,S/ 5.50,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.5,l,5.5,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Rehidratante Multifrutas Botella 1.5 L,S/ 5.50,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,1.5,l,5.5,tottus,POWERADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Gatorlit Recover Uva Botella 591ml,S/ 5.50,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,591.0,ml,5.5,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Manzana Frugos del Valle Caja 1.5L,S/ 5.50,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.5,l,5.5,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Durazno Frugos del Valle Caja 1.5L,S/ 5.50,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,1.5,l,5.5,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante SPORADE Tropical Electrolitos Botella 1.5L,S/ 5.50,vivanda,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 18:19:55.025622,1.5,l,5.5,vivanda,SPORADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Manzana Frugos del Valle Caja 1.5L,S/ 5.50,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,1.5,l,5.5,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Fresa Kiwi 591 mL,S/ 5.50,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,591.0,ml,5.5,tottus,GATORADE,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Naranja Frugos del Valle Caja 1.5L,S/ 5.50,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,1.5,l,5.5,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Life SOS Recovery Tropical Lata 355ml,S/ 5.90,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,355.0,ml,5.9,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Frugos Fresh Citrus Botella 3L,S/ 5.90,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,3.0,l,5.9,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Cifrut Fruit Punch 3L,S/ 5.90,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,3.0,l,5.9,metro,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Chilcano de Pisco Piscano Maracuyá Botella 275ml,S/ 5.90,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,275.0,ml,5.9,wong,,BEBIDA ENERGIZANTE (FLUIDA)
BEBIDA ELECTROL FLASHLYTE UVA BOT X625ML,S/ 6,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,625.0,ml,6.0,tottus,,BEBIDA ENERGIZANTE (FLUIDA)
BEBIDA ELECTROL FLASHLYTE FRESA BOT625ML,S/ 6,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,625.0,ml,6.0,tottus,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida de Almendra Laive Vio Sin Azúcar Botella 390g,S/ 6.50,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,390.0,g,6.5,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Rehidratante Manzana 630 mL,S/ 6.50,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,630.0,ml,6.5,tottus,SUEROX,BEBIDA ENERGIZANTE (FLUIDA)
Rehidratante Fresa Kiwi 630 mL,S/ 6.50,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,630.0,ml,6.5,tottus,SUEROX,BEBIDA ENERGIZANTE (FLUIDA)
Rehidratante Mora Azul 630 mL,S/ 6.50,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,630.0,ml,6.5,tottus,SUEROX,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Suerox Manzana Botella 630ml,S/ 6.50,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,630.0,ml,6.5,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Suerox Kiwi Botella 630ml,S/ 6.50,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,630.0,ml,6.5,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Rehidratante Suerox Sabor Naranja - Mandarina Botella 630ml,S/ 6.50,wong,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 20:55:33.565840,630.0,ml,6.5,wong,,BEBIDA ENERGIZANTE (FLUIDA)
Rehidratante Naranja Mandarina 630 mL,S/ 6.50,tottus,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 14:00:19.857350,630.0,ml,6.5,tottus,SUEROX,BEBIDA ENERGIZANTE (FLUIDA)
Bebida Carbonatada Malta Polar Lata 355ml,S/ 6.70,metro,BEBIDA ENERGIZANTE (FLUIDA),2024-12-04 22:26:03.864383,355.0,ml,6.7,metro,,BEBIDA ENERGIZANTE (FLUIDA)
