description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Detergente en Polvo MAGIA BLANCA Lavanda Bolsa 2Kg,S/ 17.50 15%,vega,UVA BLANCA,2024-12-04 13:57:54.874714,2.0,kg,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa,17.5,vega,Magia,UVA BLANCA
Vino Blanco 10° 750 mL,S/ 17.50,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco 10°,17.5,tottus,SANTIAGO QUEIROLO,UVA BLANCA
Detergente en Polvo MAGIA BLANCA Floral Bolsa 2Kg,S/ 17.50 15%,vega,UVA BLANCA,2024-12-04 13:57:54.874714,2.0,kg,Detergente en Polvo MAGIA BLANCA Floral Bolsa,17.5,vega,Magia,UVA BLANCA
Ron CABO BLANCO Black Botella 1L,S/ 17.90,vega,UVA BLANCA,2024-12-04 13:57:54.874714,1.0,l,Ron CABO BLANCO Black Botella,17.9,vega,CABO BLANCO,UVA BLANCA
Jugo de Fruta L'ONDA Cranberry Uva Botella 1.89L,S/ 18.70,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,1.89,l,Jugo de Fruta L'ONDA Cranberry Uva Botella,18.7,vivanda,L'ONDA,UVA BLANCA
Pack X2 Leggings Biker Niña,S/ 19.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,2.0,l,Pack Xeggings Biker Niña,19.9,tottus,REDWOOD,UVA BLANCA
Papel Higiénico SUAVE Cuidado Completo Paquete 2un Plancha 10u,S/ 20.25 22%,vega,UVA BLANCA,2024-12-04 13:57:54.874714,2.0,un,Papel Higiénico SUAVE Cuidado Completo Paquete  Plancha 10u,20.25,vega,Suave,UVA BLANCA
Quitamanchas CLOROX Ropa Blanca Botella 1800ml,S/ 20.40 4%,vega,UVA BLANCA,2024-12-04 13:57:54.874714,1800.0,ml,Quitamanchas CLOROX Ropa Blanca Botella,20.4,vega,Clorox,UVA BLANCA
Ultra Quitamanchas CLOROX Ropa Blanca Bolsa Cierre Fácil 450g,S/ 20.90,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,450.0,g,Ultra Quitamanchas CLOROX Ropa Blanca Bolsa Cierre Fácil,20.9,vivanda,CLOROX,UVA BLANCA
Jugo de Uva Blanco Aurora Botella 1L,S/ 22.50,metro,UVA BLANCA,2024-12-04 21:32:44.382461,1.0,l,Jugo de Uva Blanco Aurora Botella,22.5,metro,,UVA BLANCA
Panetón BLANCA FLOR Chocolate Caja 450g,S/ 22.90,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,450.0,g,Panetón BLANCA FLOR Chocolate Caja,22.9,vivanda,BLANCA FLOR,UVA BLANCA
Azúcar Blanca BELL'S Bolsa 5Kg,S/ 23.90,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,5.0,kg,Azúcar Blanca BELL'S Bolsa,23.9,vivanda,BELL'S,UVA BLANCA
Vino blanco Chenin seco 750 mL,S/ 23.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino blanco Chenin seco,23.9,tottus,MONTESIERPE,UVA BLANCA
Manjar Blanco Nestlé 1 kg,S/ 23.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,1.0,kg,Manjar Blanco Nestlé,23.9,tottus,NESTLE,UVA BLANCA
Vino Blanco 12.5° 750 mL,S/ 24.50,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco 12.5°,24.5,tottus,FRONTERA,UVA BLANCA
Arroz Extra GRAN CHALAN Bolsa 5 kg,S/ 24.90 4%,vega,UVA BLANCA,2024-12-04 13:57:54.874714,5.0,kg,Arroz Extra GRAN CHALAN Bolsa,24.9,vega,Gran Chalan,UVA BLANCA
Panetón BLANCA FLOR Caja 900g,S/ 24.90 11%,vega,UVA BLANCA,2024-12-04 13:57:54.874714,900.0,g,Panetón BLANCA FLOR Caja,24.9,vega,Blanca Flor,UVA BLANCA
Pack X2 Legging Bebé Niña,S/ 24.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,2.0,l,Pack Xegging Bebé Niña,24.9,tottus,REDWOOD,UVA BLANCA
Azúcar Blanca CARTAVIO Bolsa 5Kg,S/ 25.29,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,5.0,kg,Azúcar Blanca CARTAVIO Bolsa,25.29,vivanda,CARTAVIO,UVA BLANCA
Ron Blanco 750 mL,S/ 25.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Ron Blanco,25.9,tottus,CARTAVIO,UVA BLANCA
Azúcar Blanca DULFINA Bolsa 5Kg,S/ 25.90,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,5.0,kg,Azúcar Blanca DULFINA Bolsa,25.9,vivanda,DULFINA,UVA BLANCA
Panetón BLANCA FLOR Bolsa 900g,S/ 25.90,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,900.0,g,Panetón BLANCA FLOR Bolsa,25.9,vivanda,BLANCA FLOR,UVA BLANCA
Arroz Extra FARAON Bolsa 5Kg,S/ 26.20 4%,vega,UVA BLANCA,2024-12-04 13:57:54.874714,5.0,kg,Arroz Extra FARAON Bolsa,26.2,vega,Faraon,UVA BLANCA
Detergente en Polvo Blancos Bolsa 2.4kg,S/ 27.50,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,2.4,kg,Detergente en Polvo Blancos Bolsa,27.5,tottus,OPAL,UVA BLANCA
Quitamanchas VANISH Ropa Blanca Doypack 450g,S/ 27.70,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,450.0,g,Quitamanchas VANISH Ropa Blanca Doypack,27.7,vivanda,VANISH,UVA BLANCA
Quitamanchas en Polvo LA OCA Ropa Blanca Pote 500g,S/ 28.50,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,500.0,g,Quitamanchas en Polvo LA OCA Ropa Blanca Pote,28.5,vivanda,LA OCA,UVA BLANCA
Vino Blanco De Blancos 12° 750 mL,S/ 28.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco De Blancos 12°,28.9,tottus,TABERNERO,UVA BLANCA
Vino Blanco Sauvignon Blanc 750 mL,S/ 29.50,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco Sauvignon Blanc,29.5,tottus,INTIPALKA,UVA BLANCA
Panetón BLANCA FLOR Caja 900g,S/ 29.50,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,900.0,g,Panetón BLANCA FLOR Caja,29.5,vivanda,BLANCA FLOR,UVA BLANCA
Vino Blanco Chardonnay 14.5° 750 mL,S/ 29.50,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco Chardonnay 14.5°,29.5,tottus,INTIPALKA,UVA BLANCA
Vino Blanco Solana 750 mL,S/ 29.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco Solana,29.9,tottus,RAIMAT,UVA BLANCA
Ron Blanco 40° 1 L,S/ 29.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,1.0,l,Ron Blanco 40°,29.9,tottus,CARTAVIO,UVA BLANCA
Detergente en Polvo MAGIA BLANCA Floral Bolsa 4Kg,S/ 31.50 9%,vega,UVA BLANCA,2024-12-04 13:57:54.874714,4.0,kg,Detergente en Polvo MAGIA BLANCA Floral Bolsa,31.5,vega,Magia,UVA BLANCA
Detergente en Polvo MAGIA BLANCA Lavanda Bolsa 4Kg,S/ 31.50 9%,vega,UVA BLANCA,2024-12-04 13:57:54.874714,4.0,kg,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa,31.5,vega,Magia,UVA BLANCA
Vino Patrimonial Quebranta Blanco 750 mL,S/ 32.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Patrimonial Quebranta Blanco,32.9,tottus,FINCA ROTONDO,UVA BLANCA
Vino blanco Marqués de Vitoria 750 mL,S/ 34.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino blanco Marqués de Vitoria,34.9,tottus,MARQUES DE VITORIA,UVA BLANCA
Vino Blanco Chardonnay Classic Series 13.9° 750 mL,S/ 36.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco Chardonnay Classic Series 13.9°,36.9,tottus,MONTES,UVA BLANCA
Vino Blanco Rutini Reserva Sauvignon 750 mL,S/ 36.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco Rutini Reserva Sauvignon,36.9,tottus,TOTTUS,UVA BLANCA
Silicona Protector UV3 400ml + Limpiador de Llantas Llantax 400ml,S/ 37.99,metro,UVA BLANCA,2024-12-04 21:32:44.382461,400.0,ml,Silicona Protector UV3  + Limpiador de Llantas Llantax,37.99,metro,,UVA BLANCA
Pack Simoniz: Silicona Protector UV 3 Aroma Fresa Frasco 400 ml + Limpiador Renovador de Llantas Llantax Frasco 400 ml,S/ 37.99,wong,UVA BLANCA,2024-12-04 19:32:05.863002,400.0,ml,Pack Simoniz: Silicona Protector UV 3 Aroma Fresa Frasco  + Limpiador Renovador de Llantas Llantax Frasco,37.99,wong,,UVA BLANCA
Vino Blanco 750 mL,S/ 39.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco,39.9,tottus,BLACK TOWER,UVA BLANCA
Vino blanco de blancos Sauvignon 750 mL,S/ 42.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino blanco de blancos Sauvignon,42.9,tottus,TACAMA,UVA BLANCA
VINO BLANCO X 750ML,S/ 42.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,VINO BLANCO X,42.9,tottus,LAN,UVA BLANCA
Sally Hansen Esmalte de Uñas Blanco Miracle Gel 450 Get Mod,S/ 46.90,wong,UVA BLANCA,2024-12-04 19:32:05.863002,450.0,g,Sally Hansen Esmalte de Uñas Blanco Miracle Gel et Mod,46.9,wong,,UVA BLANCA
Vino Blanco Chenin 750 mL,S/ 47.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco Chenin,47.9,tottus,LOS HAROLDOS,UVA BLANCA
Vino blanco semidulce 750 mL,S/ 47.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino blanco semidulce,47.9,tottus,EL COTO,UVA BLANCA
Vino Blanco Sauvignon 750 mL,S/ 48.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco Sauvignon,48.9,tottus,LAS MULAS,UVA BLANCA
Hervidor Eléctrico Blanco 2.5 Litros,S/ 59.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,2.5,l,Hervidor Eléctrico Blanco itros,59.9,tottus,RECCO,UVA BLANCA
Jugo de Uva Blanco Aurora Botella 300ml,S/ 65.90,metro,UVA BLANCA,2024-12-04 21:32:44.382461,300.0,ml,Jugo de Uva Blanco Aurora Botella,65.9,metro,,UVA BLANCA
Ron BACARDI Carta Blanca Botella 1.75L,S/ 85.90,vivanda,UVA BLANCA,2024-12-04 17:47:12.300462,1.75,l,Ron BACARDI Carta Blanca Botella,85.9,vivanda,BACARDÍ,UVA BLANCA
Vino Blanco Selección De Parcelas Chardonnay 14.2° 750 mL,S/ 94.50,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco Selección De Parcelas Chardonnay 14.2°,94.5,tottus,NAVARRO CORREAS,UVA BLANCA
Vino Blanco 750 mL,S/ 309.90,tottus,UVA BLANCA,2024-12-04 13:30:15.056375,750.0,ml,Vino Blanco,309.9,tottus,CATENA ZAPATA,UVA BLANCA
