description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Hongos Secos BELL'S Sobre 10g,S/ 2.00,vivanda,MAÍZ SECO CANCHA,2024-12-04 17:12:29.058255,10.0,g,Hongos Secos BELL'S Sobre,2.0,vivanda,BELL'S,MAÍZ SECO CANCHA
Maíz Gigante Original Inka Corn 42g,S/ 2.80,wong,MAÍZ SECO CANCHA,2024-12-04 18:03:09.390769,42.0,g,Maíz Gigante Original Inka Corn,2.8,wong,,MAÍZ SECO CANCHA
Hongo Seco Cuisine & Co 10g,S/ 2.90,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,10.0,g,Hongo Seco Cuisine & Co,2.9,metro,,MAÍZ SECO CANCHA
Hongo Seco Cuisine & Co 10g,S/ 2.90,wong,MAÍZ SECO CANCHA,2024-12-04 18:03:09.390769,10.0,g,Hongo Seco Cuisine & Co,2.9,wong,,MAÍZ SECO CANCHA
Cancha Chulpi Salada Cuisine & Co Bolsa 100 g,S/ 3.12,wong,MAÍZ SECO CANCHA,2024-12-04 18:03:09.390769,100.0,g,Cancha Chulpi Salada Cuisine & Co Bolsa,3.12,wong,,MAÍZ SECO CANCHA
Hongos Secos con Laurel Toña 13g,S/ 3.40,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,13.0,g,Hongos Secos con Laurel Toña,3.4,metro,,MAÍZ SECO CANCHA
Maíz Pop Corn Cuisine & Co 500g,S/ 3.50,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,500.0,g,Maíz Pop Corn Cuisine & Co,3.5,metro,,MAÍZ SECO CANCHA
Maiz Cuzco Frito y Salado Cuisine&Co Bolsa 100 g,S/ 3.68,wong,MAÍZ SECO CANCHA,2024-12-04 18:03:09.390769,100.0,g,Maiz Cuzco Frito y Salado Cuisine&Co Bolsa,3.68,wong,,MAÍZ SECO CANCHA
Mix de Frutos Secos con Arándanos Granuts 50g,S/ 3.70,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,50.0,g,Mix de Frutos Secos con Arándanos Granuts,3.7,metro,,MAÍZ SECO CANCHA
Maíz Pop Corn Bolsa 350 g,S/ 3.80,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,350.0,g,Maíz Pop Corn Bolsa,3.8,metro,,MAÍZ SECO CANCHA
Cancha Chulpi Salada Cuisine & Co Bolsa 100 g,S/ 3.90,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,100.0,g,Cancha Chulpi Salada Cuisine & Co Bolsa,3.9,metro,,MAÍZ SECO CANCHA
Maíz con Miel Vita Pluss Bolsa 140 g,S/ 3.90,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,140.0,g,Maíz con Miel Vita Pluss Bolsa,3.9,metro,,MAÍZ SECO CANCHA
Maíz con Miel Vita Pluss Bolsa 140 g,S/ 3.90,wong,MAÍZ SECO CANCHA,2024-12-04 18:03:09.390769,140.0,g,Maíz con Miel Vita Pluss Bolsa,3.9,wong,,MAÍZ SECO CANCHA
Maíz Pop Corn Costeño 500g,S/ 4.00,wong,MAÍZ SECO CANCHA,2024-12-04 18:03:09.390769,500.0,g,Maíz Pop Corn Costeño,4.0,wong,,MAÍZ SECO CANCHA
Maíz Pop Corn Costeño 500g,S/ 4.00,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,500.0,g,Maíz Pop Corn Costeño,4.0,metro,,MAÍZ SECO CANCHA
Maíz Atómico Andino con Maca Forte Golpe 125g,S/ 4.20,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,125.0,g,Maíz Atómico Andino con Maca Forte Golpe,4.2,metro,,MAÍZ SECO CANCHA
Cancha Chullpi + Chifle Salado VEGA Pote 150g,S/ 4.30,vega,MAÍZ SECO CANCHA,2024-12-04 13:00:36.165238,150.0,g,Cancha Chullpi + Chifle Salado VEGA Pote,4.3,vega,Vega,MAÍZ SECO CANCHA
Maíz Pop Corn BELL'S Bolsa 500g,S/ 4.30,vivanda,MAÍZ SECO CANCHA,2024-12-04 17:12:29.058255,500.0,g,Maíz Pop Corn BELL'S Bolsa,4.3,vivanda,BELL'S,MAÍZ SECO CANCHA
Maiz Pop Corn Paisana Bolsa 500 g,S/ 4.40,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,500.0,g,Maiz Pop Corn Paisana Bolsa,4.4,metro,,MAÍZ SECO CANCHA
Pasas Morenas Cuisine&Co 150g,S/ 4.50,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,150.0,g,Pasas Morenas Cuisine&Co,4.5,metro,,MAÍZ SECO CANCHA
Maíz Pop Corn Cuisine & Co 500g,S/ 4.70,wong,MAÍZ SECO CANCHA,2024-12-04 18:03:09.390769,500.0,g,Maíz Pop Corn Cuisine & Co,4.7,wong,,MAÍZ SECO CANCHA
Maiz Cuzco Frito y Salado Cuisine&Co Bolsa 100 g,S/ 4.70,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,100.0,g,Maiz Cuzco Frito y Salado Cuisine&Co Bolsa,4.7,metro,,MAÍZ SECO CANCHA
Tortillas de Maíz Clásica Cuisine & Co Bolsa 150 g,S/ 4.90,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,150.0,g,Tortillas de Maíz Clásica Cuisine & Co Bolsa,4.9,metro,,MAÍZ SECO CANCHA
Maíz Pop Corn COSTEÑO Bolsa 500g,S/ 4.90,vega,MAÍZ SECO CANCHA,2024-12-04 13:00:36.165238,500.0,g,Maíz Pop Corn COSTEÑO Bolsa,4.9,vega,Costeño,MAÍZ SECO CANCHA
Fideo al Vapor CHOUNG LEE Seco Bolsa 250g,S/ 4.90,vivanda,MAÍZ SECO CANCHA,2024-12-04 17:12:29.058255,250.0,g,Fideo al Vapor CHOUNG LEE Seco Bolsa,4.9,vivanda,CHOUNG LEE,MAÍZ SECO CANCHA
Pasas Morenas Cuisine&Co 150g,S/ 4.90,wong,MAÍZ SECO CANCHA,2024-12-04 18:03:09.390769,150.0,g,Pasas Morenas Cuisine&Co,4.9,wong,,MAÍZ SECO CANCHA
Maíz Pop Corn Tesoro Del Campo Bolsa 500 g,S/ 4.95,metro,MAÍZ SECO CANCHA,2024-12-04 20:36:38.353448,500.0,g,Maíz Pop Corn Tesoro Del Campo Bolsa,4.95,metro,,MAÍZ SECO CANCHA
Maíz Pop Corn Tesoro Del Campo Bolsa 500 g,S/ 5.00,wong,MAÍZ SECO CANCHA,2024-12-04 18:03:09.390769,500.0,g,Maíz Pop Corn Tesoro Del Campo Bolsa,5.0,wong,,MAÍZ SECO CANCHA
