description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Sal de Ajos Molido Sobre 16 g,S/ 1.10,metro,AJO MOLIDO,2024-12-04 22:04:52.527924,16.0,g,1.1,metro,,,AJO MOLIDO
Ajo Molido Sobre 50 g,S/ 1.30,metro,AJO MOLIDO,2024-12-04 22:04:52.527924,50.0,g,1.3,metro,,,AJO MOLIDO
"MOLIDO DOY PACK X 120 GRS PIKI, AJOS",S/ 2.80,tottus,AJO MOLIDO,2024-12-04 13:51:00.729479,120.0,g,2.8,tottus,,PIKI,AJO MOLIDO
Rocoto Molido PIKI Doypack 120g,S/ 2.90,vega,AJO MOLIDO,2024-12-04 14:32:16.741537,120.0,g,2.9,vega,,Piki,AJO MOLIDO
Ajo Molido PIKI Doypack 120g,S/ 2.90 un,plaza_vea,AJO MOLIDO,2024-12-04 14:26:06.497256,120.0,g,2.9,plaza_vea,Doypack 120g,,AJO MOLIDO
Ajo Molido PIKI Doypack 120g,S/ 2.90,vivanda,AJO MOLIDO,2024-12-04 18:08:55.378514,120.0,g,2.9,vivanda,,PIKI,AJO MOLIDO
Ají Panca Molido PIKI Doypack 120gr,S/ 2.90,vega,AJO MOLIDO,2024-12-04 14:32:16.741537,120.0,g,2.9,vega,,Piki,AJO MOLIDO
Ajo Molido 3 Unidades 72 g,S/ 4.75,tottus,AJO MOLIDO,2024-12-04 13:51:00.729479,3.0,un,4.75,tottus,,SIBARITA,AJO MOLIDO
Ajo molido Siba 100 g,S/ 6,tottus,AJO MOLIDO,2024-12-04 13:51:00.729479,100.0,g,6.0,tottus,,SIBARITA,AJO MOLIDO
Ajo Molido Sibarita Sobre 100 g,S/ 6.40,metro,AJO MOLIDO,2024-12-04 22:04:52.527924,100.0,g,6.4,metro,,,AJO MOLIDO
Ajo Molido Sibarita Sobre 100 g,S/ 6.40,wong,AJO MOLIDO,2024-12-04 20:20:33.825633,100.0,g,6.4,wong,,,AJO MOLIDO
Ajo KARIÑO Molido Frasco 40Gr,S/ 8.30 un,plaza_vea,AJO MOLIDO,2024-12-04 14:26:06.497256,40.0,g,8.3,plaza_vea,Frasco 40g,,AJO MOLIDO
Ajo KARIÑO Molido Frasco 40Gr,S/ 8.30,vivanda,AJO MOLIDO,2024-12-04 18:08:55.378514,40.0,g,8.3,vivanda,,KARINO,AJO MOLIDO
Ajos molidos 215 g,S/ 8.70,tottus,AJO MOLIDO,2024-12-04 13:51:00.729479,215.0,g,8.7,tottus,,TOTTUS,AJO MOLIDO
Salsa PIKI Ají Amarillo Molido Doypack 350Gr,S/ 9.50,vega,AJO MOLIDO,2024-12-04 14:32:16.741537,350.0,g,9.5,vega,,Piki,AJO MOLIDO
Ajo Molido BELL’S Frasco 215g,S/ 9.50,vivanda,AJO MOLIDO,2024-12-04 18:08:55.378514,215.0,g,9.5,vivanda,,BELL'S,AJO MOLIDO
Ajo Molido BELL’S Frasco 215g,S/ 9.50 un,plaza_vea,AJO MOLIDO,2024-12-04 14:26:06.497256,215.0,g,9.5,plaza_vea,Frasco 215g,,AJO MOLIDO
Ajo Molido PIKI Doypack 350g,S/ 12.10 un,plaza_vea,AJO MOLIDO,2024-12-04 14:26:06.497256,350.0,g,12.1,plaza_vea,Doypack 350g,,AJO MOLIDO
Ajo Molido Piki 350g,S/ 12.50,metro,AJO MOLIDO,2024-12-04 22:04:52.527924,350.0,g,12.5,metro,,,AJO MOLIDO
Ajo Molido Sibarita Ajo Siba 250g,S/ 19.60,metro,AJO MOLIDO,2024-12-04 22:04:52.527924,250.0,g,19.6,metro,,,AJO MOLIDO
Ajo Molido Sibarita Ajo Siba 250g,S/ 19.60,wong,AJO MOLIDO,2024-12-04 20:20:33.825633,250.0,g,19.6,wong,,,AJO MOLIDO
Sazonador Ajo Negro Molido Badia 170g,S/ 22.20,wong,AJO MOLIDO,2024-12-04 20:20:33.825633,170.0,g,22.2,wong,,,AJO MOLIDO
Ajo Molido Piki 1kg,S/ 25.20,wong,AJO MOLIDO,2024-12-04 20:20:33.825633,1.0,kg,25.2,wong,,,AJO MOLIDO
Ajo Molido Piki 1kg,S/ 25.20,metro,AJO MOLIDO,2024-12-04 22:04:52.527924,1.0,kg,25.2,metro,,,AJO MOLIDO
Ajo Molido SIBARITA Ajo Siba Doypack 550g,S/ 31.90 un,plaza_vea,AJO MOLIDO,2024-12-04 14:26:06.497256,550.0,g,31.9,plaza_vea,Doypack 550g,,AJO MOLIDO
