description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Refresco UMSHA Fresa Bolsa 13g,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-04 18:20:21.498665,13.0,g,1.0,vivanda,UMSHA,REFRESCO ENVASADO (FLUIDO)
Bebida Instantánea Umsha Fresa 13g,S/ 1.00,metro,REFRESCO ENVASADO (FLUIDO),2024-12-04 22:26:35.513620,13.0,g,1.0,metro,,REFRESCO ENVASADO (FLUIDO)
Celular Galaxy A35 5G 256GB 8GB,"S/ 1,199",tottus,REFRESCO ENVASADO (FLUIDO),2024-12-04 14:01:46.277146,5.0,g,1.0,tottus,SAMSUNG,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Maracuyá Bolsa 13g,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-04 18:20:21.498665,13.0,g,1.0,vivanda,UMSHA,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Piña Bolsa 13g,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-04 18:20:21.498665,13.0,g,1.0,vivanda,UMSHA,REFRESCO ENVASADO (FLUIDO)
Bebida Instantánea Umsha Chicha Morada 13g,S/ 1.00,metro,REFRESCO ENVASADO (FLUIDO),2024-12-04 22:26:35.513620,13.0,g,1.0,metro,,REFRESCO ENVASADO (FLUIDO)
Bebida Instantánea Umsha Chicha Morada 13g,S/ 1.00,wong,REFRESCO ENVASADO (FLUIDO),2024-12-04 20:56:02.915361,13.0,g,1.0,wong,,REFRESCO ENVASADO (FLUIDO)
Bebida Instantánea Umsha Fresa 13g,S/ 1.00,wong,REFRESCO ENVASADO (FLUIDO),2024-12-04 20:56:02.915361,13.0,g,1.0,wong,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Sabores de Mi Tierra Emoliente Sobre 15 g,S/ 1.20,wong,REFRESCO ENVASADO (FLUIDO),2024-12-04 20:56:02.915361,15.0,g,1.2,wong,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Sabor Maracuyá Sobre 15 g,S/ 1.20,wong,REFRESCO ENVASADO (FLUIDO),2024-12-04 20:56:02.915361,15.0,g,1.2,wong,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Sabores de Mi Tierra Chicha Morada Sobre 15 g,S/ 1.20,wong,REFRESCO ENVASADO (FLUIDO),2024-12-04 20:56:02.915361,15.0,g,1.2,wong,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Sabores de Mi Tierra Chicha Morada Sobre 15 g,S/ 1.20,metro,REFRESCO ENVASADO (FLUIDO),2024-12-04 22:26:35.513620,15.0,g,1.2,metro,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Sabor Naranja Sobre 15 g,S/ 1.20,metro,REFRESCO ENVASADO (FLUIDO),2024-12-04 22:26:35.513620,15.0,g,1.2,metro,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Sabores de Mi Tierra Mango Criollo Sobre 15 g,S/ 1.20,metro,REFRESCO ENVASADO (FLUIDO),2024-12-04 22:26:35.513620,15.0,g,1.2,metro,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Sabor Piña Sobre 15 g,S/ 1.20,metro,REFRESCO ENVASADO (FLUIDO),2024-12-04 22:26:35.513620,15.0,g,1.2,metro,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Sabores de Mi Tierra Emoliente Sobre 15 g,S/ 1.20,metro,REFRESCO ENVASADO (FLUIDO),2024-12-04 22:26:35.513620,15.0,g,1.2,metro,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Sabores de Mi Tierra Limonada Sobre 15 g,S/ 1.20,metro,REFRESCO ENVASADO (FLUIDO),2024-12-04 22:26:35.513620,15.0,g,1.2,metro,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Sabor Maracuyá Sobre 15 g,S/ 1.20,metro,REFRESCO ENVASADO (FLUIDO),2024-12-04 22:26:35.513620,15.0,g,1.2,metro,,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Frutisimos Chicha Morada Bolsa 20g,S/ 1.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-04 18:20:21.498665,20.0,g,1.3,vivanda,UMSHA,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Frutísimos Maracuyá Bolsa 20g,S/ 1.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-04 18:20:21.498665,20.0,g,1.3,vivanda,UMSHA,REFRESCO ENVASADO (FLUIDO)
Gelatina Bebible Umsha Frutísimos Sabor Piña 20g,S/ 1.60,wong,REFRESCO ENVASADO (FLUIDO),2024-12-04 20:56:02.915361,20.0,g,1.6,wong,,REFRESCO ENVASADO (FLUIDO)
Gelatina Bebible Umsha Frutísimos Sabor Fresa 20g,S/ 1.60,wong,REFRESCO ENVASADO (FLUIDO),2024-12-04 20:56:02.915361,20.0,g,1.6,wong,,REFRESCO ENVASADO (FLUIDO)
Gelatina Bebible Umsha Frutísimos Sabor Fresa 20g,S/ 1.60,metro,REFRESCO ENVASADO (FLUIDO),2024-12-04 22:26:35.513620,20.0,g,1.6,metro,,REFRESCO ENVASADO (FLUIDO)
Refresco Instantáneo Umsha Frutísimos Sabor Piña 20g,S/ 1.60,wong,REFRESCO ENVASADO (FLUIDO),2024-12-04 20:56:02.915361,20.0,g,1.6,wong,,REFRESCO ENVASADO (FLUIDO)
