description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Caldo de Gallina DOÑA GUSTA Concentrado en Polvo Caja 42g,S/ 2.20,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,42.0,g,2.2,vivanda,DOÑA GUSTA,PASTELES SALADOS
Pasta Dental COLGATE Herbal Tubo 90gr,S/ 3.20,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,90.0,g,3.2,vega,Colgate,PASTELES SALADOS
Pasta Dental KOLYNOS Súper Blanco Tubo 60ml,S/ 3.30 11%,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,60.0,ml,3.3,vega,Kolynos,PASTELES SALADOS
Pasta Dental COLGATE Menta Anticaries Tubo 90gr,S/ 3.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,90.0,g,3.5,vega,Colgate,PASTELES SALADOS
Pasta Dental ORAL B 123 Anticaries Tubo 50 g,S/ 3.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,50.0,g,3.5,vega,Oral-B,PASTELES SALADOS
Pasta Dental COLGATE Triple Acción Tubo 50ml,S/ 3.60,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,50.0,ml,3.6,vega,Colgate,PASTELES SALADOS
Piqueo BELL'S Chifles Salados Táper 100g,S/ 3.79,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,100.0,g,3.79,vivanda,BELL'S,PASTELES SALADOS
Pasta Dental DENTITO Chicle Globo Tubo 85 gr,S/ 4.00,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,85.0,g,4.0,vega,Dento,PASTELES SALADOS
Pasta Dental DENTITO Chicha Morada Tubo 85gr,S/ 4.00,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,85.0,g,4.0,vega,Dento,PASTELES SALADOS
Piqueo BELL'S Maní salado Bolsa 180Gr,S/ 4.20,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,180.0,g,4.2,vivanda,BELL'S,PASTELES SALADOS
Maní KARINTO Engalletado Salado Bolsa 100g,S/ 4.20,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,100.0,g,4.2,vivanda,KARINTO,PASTELES SALADOS
Piqueo BELL'S Maní Frito Salado Táper 140g,S/ 4.30,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,140.0,g,4.3,vivanda,BELL'S,PASTELES SALADOS
Piqueo BELL'S Chifles salados Bolsa 125Gr,S/ 4.59,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,125.0,g,4.59,vivanda,BELL'S,PASTELES SALADOS
Papel Toalla BOREAL Megarollo Paquete 2un,S/ 4.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,2.0,un,4.9,vivanda,BOREAL,PASTELES SALADOS
Empanada de Carne De La Casa x un,S/ 4.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.0,un,4.9,wong,,PASTELES SALADOS
Empanada de Pollo De La Casa x un,S/ 4.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.0,un,4.9,wong,,PASTELES SALADOS
Piqueo VILLA NATURA Chifles salados Bolsa 150Gr,S/ 5.00,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,150.0,g,5.0,vivanda,VILLA NATURA,PASTELES SALADOS
Sólido de Caballa CAMPOMAR en Aceite Vegetal Lata 170g,S/ 5.20,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,170.0,g,5.2,vivanda,CAMPOMAR,PASTELES SALADOS
Set X 6 Lapices Pastel,S/ 5.90,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,6.0,l,5.9,tottus,OFISCOOL,PASTELES SALADOS
"Triple de Palta, Tomate y Huevo x un",S/ 5.90,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,1.0,un,5.9,metro,,PASTELES SALADOS
Resaltadores CLASS&WORK JP9913AG Pastel Caja 2un,S/ 5.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,2.0,un,5.9,vivanda,CLASS & WORK,PASTELES SALADOS
Pasta Dental ORAL B 3D White Brillant Fresh Tubo 70 g,S/ 6.40,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,70.0,g,6.4,vega,Oral-B,PASTELES SALADOS
Empanada de Pollo Mundo Vegetal 2un,S/ 6.50,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,2.0,un,6.5,metro,,PASTELES SALADOS
