description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Pasta Dental COLGATE Triple Acciòn Tubo 75ml,S/ 6.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,75.0,ml,6.5,vega,Colgate,PASTELES SALADOS
Pastel de Jamón OTTO KUNZ Paquete 150g,S/ 6.80,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,150.0,g,6.8,vivanda,OTTO KUNZ,PASTELES SALADOS
Papel Toalla SCOTT Multiusos 2 en 1 Paquete 2un,S/ 7.00,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,2.0,un,7.0,vivanda,SUAVE,PASTELES SALADOS
Papel Toalla NOVA Clásico Mega Rollo Paquete 2un,S/ 7.20,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,2.0,un,7.2,vivanda,NOVA,PASTELES SALADOS
RESALTADORES MINI PASTEL X 6UN,S/ 7.20,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,6.0,un,7.2,tottus,ARTESCO,PASTELES SALADOS
Piqueo BELL'S Chifles salados Bolsa 220Gr,S/ 7.40,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,220.0,g,7.4,vivanda,BELL'S,PASTELES SALADOS
Enrollado Mixto El Cedro 170g,S/ 7.50,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,170.0,g,7.5,wong,,PASTELES SALADOS
Enrollado de Pollo El Cedro 170g,S/ 7.50,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,170.0,g,7.5,metro,,PASTELES SALADOS
Enrollado Vegetariano El Cedro 170g,S/ 7.50,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,170.0,g,7.5,metro,,PASTELES SALADOS
Enrollado de Pollo El Cedro 170g,S/ 7.50,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,170.0,g,7.5,wong,,PASTELES SALADOS
Enrollado de Lechón El Cedro 170g,S/ 7.50,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,170.0,g,7.5,wong,,PASTELES SALADOS
Enrollado de Lechón El Cedro 170g,S/ 7.50,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,170.0,g,7.5,metro,,PASTELES SALADOS
Enrollado Mixto El Cedro 170g,S/ 7.50,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,170.0,g,7.5,metro,,PASTELES SALADOS
Papel Toalla NOVA Ultra Absorbente Paquete 2un,S/ 7.50,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,2.0,un,7.5,vivanda,NOVA,PASTELES SALADOS
Enrollado Vegetariano El Cedro 170g,S/ 7.50,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,170.0,g,7.5,wong,,PASTELES SALADOS
Set de Témperas LAYCONSA Puppy Pastel Paquete 6un,S/ 7.60,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,6.0,un,7.6,vivanda,LAYCONSA,PASTELES SALADOS
Maní KARINTO Engalletado Salado Bolsa 200g,S/ 7.99,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,200.0,g,7.99,vivanda,KARINTO,PASTELES SALADOS
COLORES TRIANG PASTELES X10UN,S/ 8.20,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,10.0,un,8.2,tottus,ARTESCO,PASTELES SALADOS
Pasta Dental ORAL B Complete Blue 4 en 1 Tubo 140ml,S/ 8.20,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,140.0,ml,8.2,vega,Oral-B,PASTELES SALADOS
Chifle Salado CRICKETS Sabor Leche de Tigre Bolsa 150g,S/ 8.50,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,150.0,g,8.5,vivanda,CRICKET S,PASTELES SALADOS
"Triple de Palta, Tomate y Huevo x un",S/ 8.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.0,un,8.9,wong,,PASTELES SALADOS
STIC en barra x 21g pastel,S/ 8.90,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,21.0,g,8.9,tottus,UHU,PASTELES SALADOS
Chifles KARINTO Salado Bolsa 150g,S/ 9.30,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,150.0,g,9.3,vivanda,KARINTO,PASTELES SALADOS
TEMPERA PASTEL ESTUCHE 6 COLORES X30ML,S/ 9.50,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,30.0,ml,9.5,tottus,FABER CASTELL,PASTELES SALADOS
Pasta de Tomate CASA RINALDI Basílico Frasco 690g,S/ 9.50,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,690.0,g,9.5,vivanda,CASA RINALDI,PASTELES SALADOS
NILO PLAST PASTEL 20GRX12 + 4 CORTAD,S/ 9.50,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,20.0,g,9.5,tottus,ARTI CREATIVO,PASTELES SALADOS
PR Ofis23 Set x5un Resaltadores Pastel,S/ 9.90,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,5.0,un,9.9,tottus,OFISCOOL,PASTELES SALADOS
Velas Premium de Cumpleaños Rayadas Pastel MARSHALL & MASON x6un,S/ 9.95,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,6.0,un,9.95,vivanda,MARSHALL & MASON,PASTELES SALADOS
LAPICERO LINER PASTEL X 6UN,S/ 10.40,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,6.0,un,10.4,tottus,STABILO,PASTELES SALADOS
Pasteles Navideños x 90 g,S/ 10.60,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,90.0,g,10.6,tottus,COLOMBINA,PASTELES SALADOS
Pistachos WONDERFUL Tostados y Salados Bolsa 35g,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,35.0,g,10.9,vivanda,VALLEALTO,PASTELES SALADOS
Cacahuates Salados SALYSOL Lata 250g,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,250.0,g,10.9,vivanda,SALYSOL,PASTELES SALADOS
Set de Tápers VIVA HOME Tapa Pastel 3un,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,3.0,un,10.9,vivanda,VIVA HOME,PASTELES SALADOS
Chifles Salados CRICKETS Bolsa 250g,S/ 11.20,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,250.0,g,11.2,vivanda,CRICKET S,PASTELES SALADOS
Pasta Dental COLGATE Smiles 6+ años Minions Tubo 75ml,S/ 11.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,75.0,ml,11.5,vega,Colgate,PASTELES SALADOS
Pasta Dental COLGATE Triple Acciòn Tubo 150ml,S/ 11.70,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,150.0,ml,11.7,vega,Colgate,PASTELES SALADOS
Helado D'ONOFRIO Peziduri Chocolate Cremoso Pote 900ml,S/ 11.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,900.0,ml,11.9,vivanda,D'ONOFRIO,PASTELES SALADOS
Marcador ARTESCO Dual Brush Pastel Blíster 6un,S/ 11.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,6.0,un,11.9,vivanda,ARTESCO,PASTELES SALADOS
Papel Toalla SCOTT Calorie Absorb 65 hojas Paquete 4un,S/ 12.40,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,4.0,un,12.4,vivanda,SCOTT,PASTELES SALADOS
LAPIZ SWANO PASTEL X 6UN,S/ 12.40,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,6.0,un,12.4,tottus,STABILO,PASTELES SALADOS
Pumones ARTESCO Glitter Pastel Caja 6un,S/ 13.20,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,6.0,un,13.2,vivanda,ARTESCO,PASTELES SALADOS
PLUMONES GLITTER PASTEL X 6UN,S/ 13.20,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,6.0,un,13.2,tottus,ARTESCO,PASTELES SALADOS
Pasta Dental COLGATE Luminous White Carbón Activo Tubo 75ml,S/ 13.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,75.0,ml,13.5,vega,Colgate,PASTELES SALADOS
STIC EN BARRA X40GR PASTEL,S/ 13.90,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,40.0,g,13.9,tottus,UHU,PASTELES SALADOS
Marcador textil Plus Pastel de Marcas Caja de 5 unidades,S/ 13.90,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,5.0,un,13.9,tottus,FABER CASTELL,PASTELES SALADOS
Helado Bombones D'ONOFRIO Pote 18 un,S/ 13.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,18.0,un,13.9,vivanda,D'ONOFRIO,PASTELES SALADOS
Pasta Dental COLGATE Triple Acciòn Tubo 100ml Paquete 2 un,S/ 14.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,100.0,ml,14.5,vega,Colgate,PASTELES SALADOS
Croissant Mini con Pollo Cuisine & Co 6un,S/ 14.90,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,6.0,un,14.9,metro,,PASTELES SALADOS
Croissant Mini con Pollo Cuisine & Co 6un,S/ 15.50,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,6.0,un,15.5,wong,,PASTELES SALADOS
Pasta Dental COLGATE Triple Acción Tubo 75ml Paquete 3un,S/ 16.50,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,75.0,ml,16.5,vivanda,COLGATE,PASTELES SALADOS
Empanada de Carne 4un,S/ 16.90,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,4.0,un,16.9,metro,,PASTELES SALADOS
Empanada de Pollo 4un,S/ 16.90,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,4.0,un,16.9,metro,,PASTELES SALADOS
Combo: 6 Empanadas Cocktail de Carne + Chicha Naturale Botella 1L,S/ 17.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.0,l,17.9,wong,,PASTELES SALADOS
Combo: 6 Empanadas Cocktail de Pollo + Chicha Naturale Botella 1L,S/ 17.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.0,l,17.9,wong,,PASTELES SALADOS
COLORES PASTEL ESTUCH PLAST X12UN,S/ 18.40,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,12.0,un,18.4,tottus,ARTI CREATIVO,PASTELES SALADOS
Combo: 6 Empanadas Cocktail de Carne + Gaseosa Botella 1.5L,S/ 18.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.5,l,18.9,wong,,PASTELES SALADOS
Papel Higiénico SUAVE Premium Paquete 12un,S/ 18.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,12.0,un,18.9,vivanda,SUAVE,PASTELES SALADOS
Combo: 4 Enrollados Hot Dog + Gaseosa Botella 1.5L,S/ 18.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.5,l,18.9,wong,,PASTELES SALADOS
Combo: 6 Empanadas Cocktail de Pollo + Gaseosa Botella 1.5L,S/ 18.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.5,l,18.9,wong,,PASTELES SALADOS
Pasta Dental COLGATE Triple Acción Pack 3u x 100ml,S/ 19.50,vega,PASTELES SALADOS,2024-12-04 13:14:11.418433,100.0,ml,19.5,vega,Colgate,PASTELES SALADOS
Min Pao Salado DELIFREEZE Bolsa 12 un,S/ 19.89,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,12.0,un,19.89,vivanda,DELIFREEZE,PASTELES SALADOS
Combo: 4 Empanadas Mixtas + Gaseosa Botella 1.5L,S/ 19.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.5,l,19.9,wong,,PASTELES SALADOS
Papel Toalla NOVA Ultra Absorbente Paquete 6un,S/ 19.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,6.0,un,19.9,vivanda,NOVA,PASTELES SALADOS
Pasta Dental Colgate Luminous White 2x75ml,S/ 20.30,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,75.0,ml,20.3,vivanda,COLGATE,PASTELES SALADOS
Combo: 4 Empanadas de Pollo + Gaseosa Coca Cola Sin Azúcar 1.5L,S/ 21.90,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,1.5,l,21.9,metro,,PASTELES SALADOS
Combo: 4 Empanadas de Carne + Gaseosa Coca Cola Sin Azúcar 1.5L,S/ 21.90,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,1.5,l,21.9,metro,,PASTELES SALADOS
Chifles Salados CRICKETS Bolsa 500g,S/ 21.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,500.0,g,21.9,vivanda,CRICKET S,PASTELES SALADOS
Combo 4 Empanadas de Pollo Wong + Gaseosa 1.5 Litros,S/ 22.90,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,1.5,l,22.9,metro,,PASTELES SALADOS
Combo 4 Empanadas de Carne Wong + Gaseosa 1.5 Litros,S/ 22.90,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,1.5,l,22.9,metro,,PASTELES SALADOS
Pasta Dental COLGATE Total 12 Clean Mint Tubo 75ml Paquete 3un,S/ 27.10,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,75.0,ml,27.1,vivanda,COLGATE,PASTELES SALADOS
Combo: 12 Empanadas Cocktail de Carne + Chicha Naturale Botella 1L,S/ 28.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.0,l,28.9,wong,,PASTELES SALADOS
Combo: 12 Empanadas Cocktail de Pollo + Chicha Naturale Botella 1L,S/ 28.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.0,l,28.9,wong,,PASTELES SALADOS
Papel Higiénico ELITE Ultra Doble Hoja Paquete 12un,S/ 29.30,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,12.0,un,29.3,vivanda,ELITE,PASTELES SALADOS
Combo: 12 Empanadas Cocktail de Carne + Gaseosa Botella 1.5L,S/ 29.50,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.5,l,29.5,wong,,PASTELES SALADOS
Combo: 12 Empanadas Cocktail de Pollo + Gaseosa Botella 1.5L,S/ 29.50,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.5,l,29.5,wong,,PASTELES SALADOS
Combo 6 Empanadas de Carne Metro + Gaseosa 1.5 Litros,S/ 30.90,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,1.5,l,30.9,metro,,PASTELES SALADOS
Combo 6 Empanadas de Pollo Metro + Gaseosa 1.5 Litros,S/ 30.90,metro,PASTELES SALADOS,2024-12-04 20:48:55.910267,1.5,l,30.9,metro,,PASTELES SALADOS
Limpiador Abrillantador para Pisos Laminados MASTER Galonera 2L,S/ 32.19,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,2.0,l,32.19,vivanda,MASTER,PASTELES SALADOS
Combo: Empanada de Lomo + Gaseosa Botella 1.5L,S/ 34.90,wong,PASTELES SALADOS,2024-12-04 18:22:31.506340,1.5,l,34.9,wong,,PASTELES SALADOS
Resaltador Note Pastel 12 Unidades,S/ 35.30,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,12.0,un,35.3,tottus,SHARPIE,PASTELES SALADOS
Papel Higiénico SUAVE Esencias Elegance Paquete 32un,S/ 36.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,32.0,un,36.9,vivanda,SUAVE,PASTELES SALADOS
MULTIMARK SHAKE Y PAINT PASTEL CTN X6UN,S/ 39.90,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,6.0,un,39.9,tottus,FABER CASTELL,PASTELES SALADOS
Pistacho Tostado y Salado WONDERFUL Bolsa 227g,S/ 45.90,vivanda,PASTELES SALADOS,2024-12-04 17:19:47.021369,227.0,g,45.9,vivanda,WONDERFUL,PASTELES SALADOS
Tetera Inoxidable 3.2 L Celeste Pastel,S/ 49.90,tottus,PASTELES SALADOS,2024-12-04 13:04:41.704988,3.2,l,49.9,tottus,CASA JOVEN,PASTELES SALADOS
