description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Yogurt GLORIA Batti Shake Fresa Vaso 120g,S/ 1.60,vivanda,FRESA,2024-12-04 17:48:19.078644,120.0,g,1.6,vivanda,,GLORIA,FRESA
Tableta Para Taza Sabor Chocolate Clavo Y Canela x 60 g,S/ 1.80,tottus,FRESA,2024-12-04 13:31:17.147923,60.0,g,1.8,tottus,,GENERICO,FRESA
Yogurt GLORIA Frutado Fresa Vaso 120g,S/ 1.80,vivanda,FRESA,2024-12-04 17:48:19.078644,120.0,g,1.8,vivanda,,GLORIA,FRESA
Aguaymanto BELL'S Bandeja 100g,S/ 1.99 un,plaza_vea,FRESA,2024-12-04 13:55:23.319274,100.0,g,1.99,plaza_vea,Bandeja 100g,,FRESA
Tableta Para Taza Sabor Chocolate x 90 g,S/ 2,tottus,FRESA,2024-12-04 13:31:17.147923,90.0,g,2.0,tottus,,TOTTUS,FRESA
Yogurt GLORIA Parcialmente Descremado Sabor a Fresa y Plátano Botella 180g,S/ 2.10,vivanda,FRESA,2024-12-04 17:48:19.078644,180.0,g,2.1,vivanda,,GLORIA,FRESA
Wafer COSTA Sabor a Fresa Bolsa 105g,S/ 2.10,vega,FRESA,2024-12-04 13:59:55.891528,105.0,g,2.1,vega,,Costa,FRESA
Avena 170 g,S/ 2.10,tottus,FRESA,2024-12-04 13:31:17.147923,170.0,g,2.1,tottus,,GRANO DE ORO,FRESA
Bebida Láctea Defensis 390 g,S/ 2.50,tottus,FRESA,2024-12-04 13:31:17.147923,390.0,g,2.5,tottus,,BONLE,FRESA
Tableta Para Taza Tradicional x 90 g,S/ 2.90,tottus,FRESA,2024-12-04 13:31:17.147923,90.0,g,2.9,tottus,,SOL DEL CUSCO,FRESA
Maca Avena 170 g,S/ 2.90,tottus,FRESA,2024-12-04 13:31:17.147923,170.0,g,2.9,tottus,,GRANO DE ORO,FRESA
Tableta Para Taza Con Canela x 90 g,S/ 2.90,tottus,FRESA,2024-12-04 13:31:17.147923,90.0,g,2.9,tottus,,SOL DEL CUSCO,FRESA
Gelatina UMSHA Sabor a Fresa Bolsa 120g,S/ 3.20,vega,FRESA,2024-12-04 13:59:55.891528,120.0,g,3.2,vega,,UMSHA,FRESA
Gelatina UNIVERSAL Sabor a Fresa Bolsa 130g,S/ 3.50 8%,vega,FRESA,2024-12-04 13:59:55.891528,130.0,g,3.5,vega,,Universal,FRESA
Gelatina UNIVERSAL Sabor a Naranja Bolsa 130g,S/ 3.50 8%,vega,FRESA,2024-12-04 13:59:55.891528,130.0,g,3.5,vega,,Universal,FRESA
Gelatina UNIVERSAL Sabor a Piña Bolsa 130g,S/ 3.50 8%,vega,FRESA,2024-12-04 13:59:55.891528,130.0,g,3.5,vega,,Universal,FRESA
Gelatina UNIVERSAL Sabor a Limón Bolsa 130g,S/ 3.50 8%,vega,FRESA,2024-12-04 13:59:55.891528,130.0,g,3.5,vega,,Universal,FRESA
Leche Bolsitarro Bolsa 390 g,S/ 3.60,tottus,FRESA,2024-12-04 13:31:17.147923,390.0,g,3.6,tottus,,LAIVE,FRESA
Gelatina UNIVERSAL Sabor a Fresa Caja 19g,S/ 3.70,vivanda,FRESA,2024-12-04 17:48:19.078644,19.0,g,3.7,vivanda,,UNIVERSAL,FRESA
Pulpa de Naranja D'Marco Bolsa 500 g,S/ 3.83,wong,FRESA,2024-12-04 19:36:37.077610,500.0,g,3.83,wong,,,FRESA
Gelatina UNIVERSAL Sabor a Fresa Bolsa 130g,S/ 3.99,vivanda,FRESA,2024-12-04 17:48:19.078644,130.0,g,3.99,vivanda,,UNIVERSAL,FRESA
