description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Pepsi Black Botella 355ml,S/ 1.00,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,1.0,metro,,BEBIDAS GASEOSAS
Bebida Gaseosa Backus Botella X300mL,S/ 1.20,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,300.0,ml,1.2,tottus,GUARANA,BEBIDAS GASEOSAS
Gaseosa Pepsi Botella 355 ml,S/ 1.30,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,1.3,metro,,BEBIDAS GASEOSAS
Gaseosa Cool Fresh Sabor Cola Botella 350ml,S/ 1.30,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,350.0,ml,1.3,metro,,BEBIDAS GASEOSAS
Gaseosa Cool Fresh Sabor Cola Amarilla Botella 350ml,S/ 1.30,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,350.0,ml,1.3,metro,,BEBIDAS GASEOSAS
Gaseosa Cola 355 mL,S/ 1.30,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,355.0,ml,1.3,tottus,PEPSI,BEBIDAS GASEOSAS
Gaseosa Oro Botella 350ml,S/ 1.30,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,350.0,ml,1.3,metro,,BEBIDAS GASEOSAS
Gaseosa 7Up Botella 355 ml,S/ 1.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,1.5,metro,,BEBIDAS GASEOSAS
Gaseosa Guaranita Botella 300 ml,S/ 1.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,300.0,ml,1.5,metro,,BEBIDAS GASEOSAS
Gaseosa Sabor Piña 500 mL,S/ 1.60,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,500.0,ml,1.6,tottus,CONCORDIA,BEBIDAS GASEOSAS
Gaseosa Guaranita Botella 300 ml,S/ 1.60,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,300.0,ml,1.6,wong,,BEBIDAS GASEOSAS
Bebida H20H Limoneto Botella 500 ml,S/ 1.80,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,500.0,ml,1.8,metro,,BEBIDAS GASEOSAS
Gaseosa Pepsi Regular Botella 500ml,S/ 2.20,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,500.0,ml,2.2,metro,,BEBIDAS GASEOSAS
Gaseosa 7Up Botella 500 ml,S/ 2.20,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,500.0,ml,2.2,metro,,BEBIDAS GASEOSAS
Gaseosa 7Up Botella 500 ml,S/ 2.20,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,500.0,ml,2.2,wong,,BEBIDAS GASEOSAS
Bebida Gaseosa Backus Zero Bot X450mL,S/ 2.20,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,450.0,ml,2.2,tottus,GUARANA,BEBIDAS GASEOSAS
Gaseosa Pepsi Botella 600ml,S/ 2.40,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,600.0,ml,2.4,wong,,BEBIDAS GASEOSAS
Bebida Rehidratante Sabor Manzana 500 mL,S/ 2.40,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,500.0,ml,2.4,tottus,GATORADE,BEBIDAS GASEOSAS
Gaseosa Guarana Botella 450ml,S/ 2.40,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,450.0,ml,2.4,metro,,BEBIDAS GASEOSAS
Bebida Energizante 300 mL,S/ 2.49,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,300.0,ml,2.49,tottus,VOLT,BEBIDAS GASEOSAS
Bebida energizante de blueberry con maca de 300 mL,S/ 2.49,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,300.0,ml,2.49,tottus,VOLT,BEBIDAS GASEOSAS
Gaseosa 7 Up Botella 750 ml,S/ 2.50,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,750.0,ml,2.5,wong,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Sin Azúcar Botella 300ml,S/ 2.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,300.0,ml,2.5,metro,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Sin Azúcar Botella 300ml,S/ 2.50,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,300.0,ml,2.5,wong,,BEBIDAS GASEOSAS
Gaseosa Cola 600 mL,S/ 2.70,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,600.0,ml,2.7,tottus,PEPSI,BEBIDAS GASEOSAS
Gaseosa sabor Naranja 500 mL,S/ 2.70,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,500.0,ml,2.7,tottus,FANTA,BEBIDAS GASEOSAS
Gaseosa Fanta Kola Inglesa Botella 500ml,S/ 2.70,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,500.0,ml,2.7,wong,,BEBIDAS GASEOSAS
Gaseosa Sprite Lima Limón Botella 500ml,S/ 2.70,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,500.0,ml,2.7,wong,,BEBIDAS GASEOSAS
Gaseosa FANTA Manzana Beetlejuice Botella 500ml,S/ 2.70,vivanda,BEBIDAS GASEOSAS,2024-12-04 18:19:24.589592,500.0,ml,2.7,vivanda,FANTA,BEBIDAS GASEOSAS
Gaseosa Fanta Piña Botella 500ml,S/ 2.70,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,500.0,ml,2.7,wong,,BEBIDAS GASEOSAS
Gaseosa Fanta Botella 500ml,S/ 2.70,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,500.0,ml,2.7,metro,,BEBIDAS GASEOSAS
Gaseosa Pepsi Botella x 750 ml,S/ 2.80,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,750.0,ml,2.8,wong,,BEBIDAS GASEOSAS
Gaseosa Schweppes Ginger Ale Botella 500ml,S/ 2.80,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,500.0,ml,2.8,metro,,BEBIDAS GASEOSAS
Gaseosa Cola 750 mL,S/ 2.80,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,750.0,ml,2.8,tottus,PEPSI,BEBIDAS GASEOSAS
Gaseosa Pepsi Botella x 750 ml,S/ 2.80,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,750.0,ml,2.8,metro,,BEBIDAS GASEOSAS
Gaseosa Schweppes Ginger Ale Botella 500ml,S/ 2.80,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,500.0,ml,2.8,wong,,BEBIDAS GASEOSAS
Gaseosa Guarana Zero Botella 450 ml,S/ 2.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,450.0,ml,2.9,wong,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Sabor Original Botella 500ml,S/ 3.00,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,500.0,ml,3.0,metro,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Sabor Original Botella 500ml,S/ 3.00,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,500.0,ml,3.0,wong,,BEBIDAS GASEOSAS
Gaseosa Coca Cola Sin Azúcar Botella 500ml,S/ 3.00,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,500.0,ml,3.0,metro,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Sin Azúcar Botella 500ml,S/ 3.00,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,500.0,ml,3.0,metro,,BEBIDAS GASEOSAS
Bebida Aloe KERO Piña Botella 300ml,S/ 3.00,vivanda,BEBIDAS GASEOSAS,2024-12-04 18:19:24.589592,300.0,ml,3.0,vivanda,KERO,BEBIDAS GASEOSAS
Gaseosa INCA KOLA Sabor Original Botella 500ml,S/ 3.00,vivanda,BEBIDAS GASEOSAS,2024-12-04 18:19:24.589592,500.0,ml,3.0,vivanda,INCA KOLA,BEBIDAS GASEOSAS
Gaseosa 500 mL,S/ 3.20,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,500.0,ml,3.2,tottus,COCA COLA,BEBIDAS GASEOSAS
Gaseosa Guarana Botella 1 L,S/ 3.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.0,l,3.5,metro,,BEBIDAS GASEOSAS
Gaseosa Cola 1 L,S/ 3.50,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,1.0,l,3.5,tottus,PEPSI,BEBIDAS GASEOSAS
Gaseosa Kola Escocesa Botella 600ml,S/ 3.80,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,600.0,ml,3.8,metro,,BEBIDAS GASEOSAS
Gaseosa Big Cola Lata 355ml,S/ 3.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,3.9,metro,,BEBIDAS GASEOSAS
Gaseosa Big Cola Lata 355ml,S/ 3.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,3.9,wong,,BEBIDAS GASEOSAS
Gaseosa Pepsi Zero Azúcar Botella 1.5L,S/ 3.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,1.5,l,3.9,wong,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Sin Azúcar Botella 1L,S/ 4.00,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.0,l,4.0,metro,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Sabor Original Botella 1L,S/ 4.00,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.0,l,4.0,metro,,BEBIDAS GASEOSAS
Gaseosa Coca Cola Botella 1L,S/ 4.00,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.0,l,4.0,metro,,BEBIDAS GASEOSAS
Gaseosa Coca Cola Sin Azúcar Botella 1L,S/ 4.00,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.0,l,4.0,metro,,BEBIDAS GASEOSAS
Gaseosa Coca-Cola Sin Azúcar 1 L,S/ 4.10,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,1.0,l,4.1,tottus,COCA COLA,BEBIDAS GASEOSAS
Gaseosa Coca-Cola sabor original de 1 L,S/ 4.10,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,1.0,l,4.1,tottus,COCA COLA,BEBIDAS GASEOSAS
GASEOSA 1.7LT,S/ 4.30,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,1.7,l,4.3,tottus,BIG COLA,BEBIDAS GASEOSAS
Gaseosa Kolita Botella 1.7L,S/ 4.30,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.7,l,4.3,metro,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Sabor Original Botella 1L,S/ 4.50,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,1.0,l,4.5,wong,,BEBIDAS GASEOSAS
Gaseosa 7 Up Botella 1.5 L,S/ 4.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.5,l,4.5,metro,,BEBIDAS GASEOSAS
