description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Bebida FRUGOS Mango y Fresa Caja 1L,S/ 4.50,vivanda,BEBIDAS GASEOSAS,2024-12-04 18:19:24.589592,1.0,l,4.5,vivanda,FRUGOS,BEBIDAS GASEOSAS
BEBIDA BEAUTI DRINK BEAUTITOX 360 ML,S/ 4.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,360.0,ml,4.9,tottus,SAPPE,BEBIDAS GASEOSAS
Bebida Beauti Drink Relaxing Calm 360 mL,S/ 4.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,360.0,ml,4.9,tottus,SAPPE,BEBIDAS GASEOSAS
Gaseosa COCA COLA Sin Azúcar Botella 1L,S/ 4.90,vivanda,BEBIDAS GASEOSAS,2024-12-04 18:19:24.589592,1.0,l,4.9,vivanda,COCA COLA,BEBIDAS GASEOSAS
Gaseosa INCA KOLA Sin Azúcar Botella 1L,S/ 4.90,vivanda,BEBIDAS GASEOSAS,2024-12-04 18:19:24.589592,1.0,l,4.9,vivanda,INCA KOLA,BEBIDAS GASEOSAS
Gaseosa Zero Lata 355 mL,S/ 4.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,355.0,ml,4.9,tottus,PEPSI,BEBIDAS GASEOSAS
Bebida Beauti Drink Slim 360 mL,S/ 4.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,360.0,ml,4.9,tottus,SAPPE,BEBIDAS GASEOSAS
Gaseosa KR Guaraná Botella 3.03L,S/ 4.99,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.03,l,4.99,metro,,BEBIDAS GASEOSAS
Gaseosa Oro Botella 3.03 L,S/ 4.99,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.03,l,4.99,metro,,BEBIDAS GASEOSAS
Gaseosa Pepsi Botella 1.5L,S/ 5.13,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.5,l,5.13,metro,,BEBIDAS GASEOSAS
Gaseosa Cola 1.5 L,S/ 5.20,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,1.5,l,5.2,tottus,PEPSI,BEBIDAS GASEOSAS
Gaseosa Pepsi Lata 355 ml,S/ 5.50,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,5.5,wong,,BEBIDAS GASEOSAS
Gaseosa Pepsi Black Lata 355ml,S/ 5.50,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,5.5,wong,,BEBIDAS GASEOSAS
Gaseosa 7UP En Lata 355 ml,S/ 5.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,5.5,metro,,BEBIDAS GASEOSAS
Gaseosa 7UP En Lata 355 ml,S/ 5.50,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,5.5,wong,,BEBIDAS GASEOSAS
Gaseosa Sabor Naranja 355 mL,S/ 5.50,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,355.0,ml,5.5,tottus,FANTA,BEBIDAS GASEOSAS
Gaseosa sabor piña en lata de 355 mL,S/ 5.50,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,355.0,ml,5.5,tottus,FANTA,BEBIDAS GASEOSAS
Gaseosa Cola 2 L,S/ 5.50,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,2.0,l,5.5,tottus,PEPSI,BEBIDAS GASEOSAS
Gaseosa Pepsi Lata 355 ml,S/ 5.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,5.5,metro,,BEBIDAS GASEOSAS
Gaseosa Guarana Botella 2 L,S/ 5.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,2.0,l,5.9,metro,,BEBIDAS GASEOSAS
Gaseosa Guarana Botella 2 L,S/ 5.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,2.0,l,5.9,wong,,BEBIDAS GASEOSAS
Gaseosa 7 Up Botella 3 L,S/ 5.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,3.0,l,5.9,wong,,BEBIDAS GASEOSAS
Gaseosa Sabor Piña 3 L,S/ 5.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,3.0,l,5.9,tottus,CONCORDIA,BEBIDAS GASEOSAS
Gaseosa Sabor Fresa 3 L,S/ 5.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,3.0,l,5.9,tottus,CONCORDIA,BEBIDAS GASEOSAS
Gaseosa Seven Up 3 L,S/ 5.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,3.0,l,5.9,tottus,7UP,BEBIDAS GASEOSAS
BEBIDA ELECTROL FLASHLYTE UVA BOT X625ML,S/ 6,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,625.0,ml,6.0,tottus,,BEBIDAS GASEOSAS
Gaseosa Pepsi Botella No Retornable 2 L,S/ 6.00,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,2.0,l,6.0,metro,,BEBIDAS GASEOSAS
Gaseosa Sprite Lima Limón Botella 2.25L,S/ 6.40,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,2.25,l,6.4,wong,,BEBIDAS GASEOSAS
Gaseosa Fanta Kola Inglesa Botella 2.25L,S/ 6.40,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,2.25,l,6.4,wong,,BEBIDAS GASEOSAS
Gaseosa Fanta Kola Inglesa Botella 2.25L,S/ 6.40,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,2.25,l,6.4,metro,,BEBIDAS GASEOSAS
Gaseosa Sprite Lima Limón Botella 2.25L,S/ 6.40,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,2.25,l,6.4,metro,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Lata 355 ml,S/ 6.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,6.5,metro,,BEBIDAS GASEOSAS
Gaseosa Crush Grape Lata 355 ml,S/ 6.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,6.5,metro,,BEBIDAS GASEOSAS
Gaseosa Coca Cola Cherry Lata 355 ml,S/ 6.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,6.5,metro,,BEBIDAS GASEOSAS
Gaseosa Canada Dry Ginger Ale Lata 355ml,S/ 6.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,6.5,metro,,BEBIDAS GASEOSAS
Bebida Rehidratante SUEROX Sabor a Fresa - Kiwi Botella 630ml,S/ 6.50,vivanda,BEBIDAS GASEOSAS,2024-12-04 18:19:24.589592,630.0,ml,6.5,vivanda,SUEROX,BEBIDAS GASEOSAS
Gaseosa Coca Cola Vainilla Lata 355 ml,S/ 6.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,6.5,metro,,BEBIDAS GASEOSAS
Gaseosa Sprite Lata 355ml,S/ 6.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,6.5,metro,,BEBIDAS GASEOSAS
Gaseosa Sunkist Orange Lata 355ml,S/ 6.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,6.5,metro,,BEBIDAS GASEOSAS
Gaseosa Fanta Original Lata 355 ml,S/ 6.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,6.5,metro,,BEBIDAS GASEOSAS
Gaseosa Concordia Sabor Naranja Botella 3 Litros,S/ 6.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.0,l,6.5,metro,,BEBIDAS GASEOSAS
Gaseosa Fanta Uva Lata 355ml,S/ 6.50,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,6.5,metro,,BEBIDAS GASEOSAS
Gaseosa Schweppes Citrus Botella 1.5L,S/ 6.60,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.5,l,6.6,metro,,BEBIDAS GASEOSAS
Ginger Ale 1.5 L,S/ 6.60,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,1.5,l,6.6,tottus,SCHWEPPES,BEBIDAS GASEOSAS
Gaseosa Concordia Sabor Fresa Botella 3 Litros,S/ 6.70,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.0,l,6.7,metro,,BEBIDAS GASEOSAS
Gaseosa Concordia Sabor Piña Botella 3 Litros,S/ 6.70,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.0,l,6.7,metro,,BEBIDAS GASEOSAS
Bebida Carbonatada Malta Polar Lata 355ml,S/ 6.70,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,355.0,ml,6.7,metro,,BEBIDAS GASEOSAS
Gaseosa Coca Cola Clasica Lata 355ml,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Sprite Lima Limón Botella 3L,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,3.0,l,6.9,wong,,BEBIDAS GASEOSAS
Agua Tonica Canada Dry Lata 355 ml,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Coca Cola Sin Azúcar Botella 1.5L,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,1.5,l,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa SPRITE Botella 3L,S/ 6.90,vega,BEBIDAS GASEOSAS,2024-12-04 14:47:37.603405,3.0,l,6.9,vega,Sprite,BEBIDAS GASEOSAS
Gaseosa FANTA KOLA INGLESA Botella 3L,S/ 6.90,vega,BEBIDAS GASEOSAS,2024-12-04 14:47:37.603405,3.0,l,6.9,vega,Fanta,BEBIDAS GASEOSAS
Gaseosa COCA COLA Lata 350ml,S/ 6.90,vivanda,BEBIDAS GASEOSAS,2024-12-04 18:19:24.589592,350.0,ml,6.9,vivanda,COCA COLA,BEBIDAS GASEOSAS
Gaseosa FANTA Botella 3L,S/ 6.90,vega,BEBIDAS GASEOSAS,2024-12-04 14:47:37.603405,3.0,l,6.9,vega,Fanta,BEBIDAS GASEOSAS
Gaseosa Fanta Kola Inglesa Botella 3L,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,3.0,l,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Lata 355 ml,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Fanta Piña Botella 3L,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,3.0,l,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Big Cola Botella 3.03 L,S/ 6.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.03,l,6.9,metro,,BEBIDAS GASEOSAS
Gaseosa Fanta Piña Botella 3L,S/ 6.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.0,l,6.9,metro,,BEBIDAS GASEOSAS
Gaeosa Crush Fresa Lata 355 ml,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Sin Azúcar Botella 1.5L,S/ 6.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.5,l,6.9,metro,,BEBIDAS GASEOSAS
Gaseosa Pepsi Black Botella 3 Litros,S/ 6.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.0,l,6.9,metro,,BEBIDAS GASEOSAS
Gaseosa Coca Cola Sin Azúcar Botella 1.5L,S/ 6.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.5,l,6.9,metro,,BEBIDAS GASEOSAS
Gaseosa Inca Kola Botella 1.5L,S/ 6.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.5,l,6.9,metro,,BEBIDAS GASEOSAS
Gaseosa Coca Cola Botella 1.5L,S/ 6.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,1.5,l,6.9,metro,,BEBIDAS GASEOSAS
Gaseosa Fanta Botella 3L,S/ 6.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.0,l,6.9,metro,,BEBIDAS GASEOSAS
Gaseosa Fanta Kola Inglesa Botella 3 Lt,S/ 6.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.0,l,6.9,metro,,BEBIDAS GASEOSAS
Gaseosa Sprite Lima Limón Botella 3L,S/ 6.90,metro,BEBIDAS GASEOSAS,2024-12-04 22:25:56.074166,3.0,l,6.9,metro,,BEBIDAS GASEOSAS
Gaseosa Sunkist Orange Lata 355ml,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Fanta Piña Lata 355 ml,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa COCA COLA Sin Azúcar Botella 1.5L,S/ 6.90,vivanda,BEBIDAS GASEOSAS,2024-12-04 18:19:24.589592,1.5,l,6.9,vivanda,COCA COLA,BEBIDAS GASEOSAS
Gaseosa Crush Grape Lata 355 ml,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Coca Cola Vainilla Lata 355 ml,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Coca Cola Cherry Lata 355 ml,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,355.0,ml,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Sabor Cereza 355 mL,S/ 6.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,355.0,ml,6.9,tottus,COCA COLA,BEBIDAS GASEOSAS
Gaseosa Pepsi Black Botella 3 Litros,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,3.0,l,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa sabor Naranja 3 L,S/ 6.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,3.0,l,6.9,tottus,FANTA,BEBIDAS GASEOSAS
Gaseosa Inca Kola Botella 1.5L,S/ 6.90,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,1.5,l,6.9,wong,,BEBIDAS GASEOSAS
Gaseosa Sabor Original 355 mL,S/ 6.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,355.0,ml,6.9,tottus,COCA COLA,BEBIDAS GASEOSAS
Gaseosa Sabor Kola Inglesa 3 L,S/ 6.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,3.0,l,6.9,tottus,FANTA,BEBIDAS GASEOSAS
Gaseosa Zero Black 3 L,S/ 6.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,3.0,l,6.9,tottus,PEPSI,BEBIDAS GASEOSAS
Gaseosa 1.5 L,S/ 6.90,tottus,BEBIDAS GASEOSAS,2024-12-04 14:00:22.010141,1.5,l,6.9,tottus,INCA KOLA,BEBIDAS GASEOSAS
Ginger Ale Evervess Botella 1.5L,S/ 6.99,wong,BEBIDAS GASEOSAS,2024-12-04 20:55:03.697733,1.5,l,6.99,wong,,BEBIDAS GASEOSAS
