description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Té Negro TWININGS Frutos Rojos Caja 10un,S/ 19.30,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,10.0,un,19.3,vivanda,TWININGS,TÉ NEGRO FILTRANTE
Té TWININGS Limón Jengibre Caja 10un,S/ 19.30,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,10.0,un,19.3,vivanda,TWININGS,TÉ NEGRO FILTRANTE
Té Negro TWININGS English Breakfast Caja 10un,S/ 19.30,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,10.0,un,19.3,vivanda,TWININGS,TÉ NEGRO FILTRANTE
Infusión de Té Negro y Frutos Rojos Twinings Caja 10 unid,S/ 19.90,wong,TÉ NEGRO FILTRANTE,2024-12-04 20:47:05.374915,10.0,un,19.9,wong,,TÉ NEGRO FILTRANTE
Aditivo de Lavado DR BECKMANN Negros Intensos Caja 8un,S/ 23.10,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,8.0,un,23.1,vivanda,DR. BECKMANN,TÉ NEGRO FILTRANTE
Infusiones BIGELOW Té de Hierbas Caja 20un,S/ 26.10,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,20.0,un,26.1,vivanda,BIGELOW,TÉ NEGRO FILTRANTE
Té STASH Peppermint Caja 20un,S/ 32.50,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,20.0,un,32.5,vivanda,STASH,TÉ NEGRO FILTRANTE
Té STASH Limón Jengibre Caja 20un,S/ 32.50,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,20.0,un,32.5,vivanda,STASH,TÉ NEGRO FILTRANTE
Té Verde STASH TEA Frambuesa y Granada Caja 18un,S/ 32.50,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,18.0,un,32.5,vivanda,STASH,TÉ NEGRO FILTRANTE
Té STASH Hibisco de Frambuesa Salvaje Caja 20un,S/ 32.50,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,20.0,un,32.5,vivanda,STASH,TÉ NEGRO FILTRANTE
Té Negro LA FIDELIA Rey Eterno Caja 15un,S/ 39.90,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,15.0,un,39.9,vivanda,LA FIDELIA,TÉ NEGRO FILTRANTE
Té Negro Twinings English Breakfast 50 un,S/ 85.90,wong,TÉ NEGRO FILTRANTE,2024-12-04 20:47:05.374915,50.0,un,85.9,wong,,TÉ NEGRO FILTRANTE
Air Fryer Digital BLACKLINE 5.5L TXG-S5T2 Negro,S/ 699.00,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,5.5,l,699.0,vivanda,BLACKLINE,TÉ NEGRO FILTRANTE
Freidora de Aire BLACKLINE 9L Digital Doble DF-2109D Negro,S/ 799.00,vivanda,TÉ NEGRO FILTRANTE,2024-12-04 18:17:36.027024,9.0,l,799.0,vivanda,BLACKLINE,TÉ NEGRO FILTRANTE
