description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Bizcocho Chocolate RICCO'S Reyenito Bolsa 56g,S/ 1.50,vivanda,BIZCOCHOS,2024-12-04 17:15:16.841247,56.0,g,1.5,vivanda,,RICCO S,BIZCOCHOS
Panetón con Chispas Sabor Chocolate Cuisine & Co Doypack 90g,S/ 2.50,wong,BIZCOCHOS,2024-12-04 18:15:03.843197,90.0,g,2.5,wong,,,BIZCOCHOS
Kekitos Todinno 2un,S/ 2.50,wong,BIZCOCHOS,2024-12-04 18:15:03.843197,2.0,un,2.5,wong,,,BIZCOCHOS
Panetón con Chispas Sabor Chocolate Cuisine & Co Doypack 90g,S/ 2.50,metro,BIZCOCHOS,2024-12-04 20:42:25.850610,90.0,g,2.5,metro,,,BIZCOCHOS
Mini Panetón Minions Caja 80g Surtido,S/ 3.50,wong,BIZCOCHOS,2024-12-04 18:15:03.843197,80.0,g,3.5,wong,,,BIZCOCHOS
Mini Panetón Minions Caja 80g Surtido,S/ 3.50,metro,BIZCOCHOS,2024-12-04 20:42:25.850610,80.0,g,3.5,metro,,,BIZCOCHOS
Keke Sabor Vainilla PYC Kekitos 3un,S/ 3.70,wong,BIZCOCHOS,2024-12-04 18:15:03.843197,3.0,un,3.7,wong,,,BIZCOCHOS
Keke Sabor Naranja PYC Kekitos 3un,S/ 3.70,wong,BIZCOCHOS,2024-12-04 18:15:03.843197,3.0,un,3.7,wong,,,BIZCOCHOS
Keke Sabor Vainilla PYC Kekitos 3un,S/ 3.70,metro,BIZCOCHOS,2024-12-04 20:42:25.850610,3.0,un,3.7,metro,,,BIZCOCHOS
Bizcocho COSTA Caritas Paquete 6un,S/ 3.79 un,plaza_vea,BIZCOCHOS,2024-12-04 12:57:10.604937,6.0,un,3.79,plaza_vea,Paquete 6un,,BIZCOCHOS
Keke Sabor Chocolate Relleno con Crema Pingüinos Marinela Paquete 2 unid,S/ 3.80,wong,BIZCOCHOS,2024-12-04 18:15:03.843197,2.0,un,3.8,wong,,,BIZCOCHOS
