description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Galletas Saladas FIELD Cream Cracker Paquete 7...,S/ 1.40 un,plaza_vea,GALLETAS SALADAS,2024-12-04 13:04:40.580199,5.0,g,1.4,plaza_vea,"Paquete 73,5g",,GALLETAS SALADAS
Galletas Saladas Ritz Mini 50g,S/ 1.50,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,50.0,g,1.5,metro,,,GALLETAS SALADAS
Galletas Saladas RITZ sabor Original Paquete 5...,S/ 1.50 un,plaza_vea,GALLETAS SALADAS,2024-12-04 13:04:40.580199,5.0,g,1.5,plaza_vea,"Paquete 52,5g",,GALLETAS SALADAS
Galletas Saladas RITZ Mini Original Bolsa 50g,S/ 1.50 un,plaza_vea,GALLETAS SALADAS,2024-12-04 13:04:40.580199,50.0,g,1.5,plaza_vea,Paquete 50 g,,GALLETAS SALADAS
Galleta Mini RITZ Bolsa 50gr,S/ 1.50,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,50.0,g,1.5,vega,,Ritz,GALLETAS SALADAS
Galleta Crackelet de Jamón Ahumado de 47 g,S/ 1.60,tottus,GALLETAS SALADAS,2024-12-04 13:03:15.866771,47.0,g,1.6,tottus,,COSTA,GALLETAS SALADAS
Galleta SAN JORGE Soda Familiar 75gr,S/ 1.60,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,75.0,g,1.6,vega,,San Jorge,GALLETAS SALADAS
Galletas Saladas Ritz Original 52.5g,S/ 1.90,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,52.5,g,1.9,wong,,,GALLETAS SALADAS
Galletas Saladas Ritz Original 52.5g,S/ 1.90,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,52.5,g,1.9,metro,,,GALLETAS SALADAS
Galletas Saladas Ritz 70g,S/ 2.00,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,70.0,g,2.0,metro,,,GALLETAS SALADAS
Galletas Saladas Ritz 70g,S/ 2.00,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,70.0,g,2.0,wong,,,GALLETAS SALADAS
Galleta SAN JORGE Cracknel Original 140gr,S/ 2.60,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,140.0,g,2.6,vega,,San Jorge,GALLETAS SALADAS
Pack x6 Galletas Saladas Horneadas Cuisine & Co Gustits 21g,S/ 2.90,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,6.0,g,2.9,wong,,,GALLETAS SALADAS
Pack x6 Galletas Saladas Horneadas Cuisine & Co Gustits 21g,S/ 2.90,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,6.0,g,2.9,metro,,,GALLETAS SALADAS
Galletas RITZ Taco 52.5g x 2u,S/ 3.00,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,52.5,g,3.0,vega,,Ritz,GALLETAS SALADAS
Cancha Chulpi Salada Cuisine & Co Bolsa 100 g,S/ 3.12,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,100.0,g,3.12,wong,,,GALLETAS SALADAS
Galletas SAN JORGE Familiar Paquete 75g x 2u,S/ 3.20,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,75.0,g,3.2,vega,,San Jorge,GALLETAS SALADAS
Galleta SODA V Soda Victoria Paquete 6un,S/ 3.50,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,6.0,un,3.5,vega,,Costa,GALLETAS SALADAS
Galleta SAN JORGE Soda Gourmet 250gr,S/ 3.70,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,250.0,g,3.7,vega,,San Jorge,GALLETAS SALADAS
Galletas Saladas RITZ sabor Original Paquete 6...,S/ 3.80 un,plaza_vea,GALLETAS SALADAS,2024-12-04 13:04:40.580199,120.0,g,3.8,plaza_vea,Paquete 120g,,GALLETAS SALADAS
Sixpack Galletas Saladas Ritz Sabor Original 22.4g,S/ 3.80,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,22.4,g,3.8,wong,,,GALLETAS SALADAS
Cancha Chulpi Salada Cuisine & Co Bolsa 100 g,S/ 3.90,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,100.0,g,3.9,metro,,,GALLETAS SALADAS
Galletas Saladas Jamón Ahumado Crackelet Costa Bolsa 150 gr,S/ 3.90,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,150.0,g,3.9,metro,,,GALLETAS SALADAS
Sixpack Galletas Saladas Ritz Original 20g,S/ 4.00,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,20.0,g,4.0,metro,,,GALLETAS SALADAS
Galletas Saladas Jamón Ahumado Crackelet Costa Bolsa 150 gr,S/ 4.10,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,150.0,g,4.1,wong,,,GALLETAS SALADAS
Galletas Soda FIELD Bolsa 6u 32gr,S/ 4.20,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,32.0,g,4.2,vega,,Field,GALLETAS SALADAS
Galletas Saladas CLUB SOCIAL sabor Original Pa...,S/ 4.50 un,plaza_vea,GALLETAS SALADAS,2024-12-04 13:04:40.580199,144.0,g,4.5,plaza_vea,Bolsa 144g,,GALLETAS SALADAS
Galletas Saladas CLUB SOCIAL Integrales Paquet...,S/ 4.50 un,plaza_vea,GALLETAS SALADAS,2024-12-04 13:04:40.580199,144.0,g,4.5,plaza_vea,Paquete 144g,,GALLETAS SALADAS
Sixpack Galletas Saladas Club Social Original 24g,S/ 4.60,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,24.0,g,4.6,wong,,,GALLETAS SALADAS
Sixpack Galletas Saladas Club Social Integral 24g,S/ 4.60,metro,GALLETAS SALADAS,2024-12-04 20:48:14.131221,24.0,g,4.6,metro,,,GALLETAS SALADAS
Sixpack Galletas Saladas Club Social Integral 24g,S/ 4.60,wong,GALLETAS SALADAS,2024-12-04 18:19:14.979750,24.0,g,4.6,wong,,,GALLETAS SALADAS
Galleta CLUB SOCIAL 24g Paquete 6un,S/ 4.70,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,24.0,g,4.7,vega,,Club Social,GALLETAS SALADAS
Galletas Saladas RITZ sabor Queso Paquete 6un,S/ 4.79 un,plaza_vea,GALLETAS SALADAS,2024-12-04 13:04:40.580199,180.0,g,4.79,plaza_vea,Paquete 180g,,GALLETAS SALADAS
Galleta SAN JORGE Soda Paquete 7un,S/ 4.80,vega,GALLETAS SALADAS,2024-12-04 13:13:06.115905,7.0,un,4.8,vega,,San Jorge,GALLETAS SALADAS
Galletas Saladas DORÉ Paquete 6un,S/ 4.90,vivanda,GALLETAS SALADAS,2024-12-04 17:19:05.386670,6.0,un,4.9,vivanda,,DORE,GALLETAS SALADAS
