description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Papel de Seda 50 x 70cm Benji 5un. Lila,S/ 2.50,wong,LIZA,2024-12-04 19:00:11.601935,5.0,un,2.5,wong,,LIZA
Velas Lisas Rayas Dorado Plata Rosa 8 Unidades,S/ 4.50,metro,LIZA,2024-12-04 21:10:38.852013,8.0,un,4.5,metro,,LIZA
Gaseosa SEVEN UP Lima limón Botella 1.5L,S/ 4.50,vivanda,LIZA,2024-12-04 17:32:35.923763,1.5,l,4.5,vivanda,SEVEN UP,LIZA
Lima de Cartón para Uñas BOREAL Paquete 12un,S/ 4.90,vivanda,LIZA,2024-12-04 17:32:35.923763,12.0,un,4.9,vivanda,BOREAL,LIZA
First Essentials Biberón Ortodóntico Flujo M Lila 240ml,S/ 5.97,metro,LIZA,2024-12-04 21:10:38.852013,240.0,ml,5.97,metro,,LIZA
Ligas para Cabello Goody 10un,S/ 6.10,metro,LIZA,2024-12-04 21:10:38.852013,10.0,un,6.1,metro,,LIZA
Ligas para Cabello Goody 10un,S/ 6.10,wong,LIZA,2024-12-04 19:00:11.601935,10.0,un,6.1,wong,,LIZA
Gaseosa Sprite Lima Limón Botella 2.25L,S/ 6.40,metro,LIZA,2024-12-04 21:10:38.852013,2.25,l,6.4,metro,,LIZA
Gaseosa SEVEN UP Lima Limón Botella 3L,S/ 6.90,vivanda,LIZA,2024-12-04 17:32:35.923763,3.0,l,6.9,vivanda,SEVEN UP,LIZA
Gaseosa Sprite Lima Limón Botella 3L,S/ 6.90,wong,LIZA,2024-12-04 19:00:11.601935,3.0,l,6.9,wong,,LIZA
Ligas para Cabello Talla M Scünci Paquete 18 unid Negro,S/ 7.20,wong,LIZA,2024-12-04 19:00:11.601935,18.0,un,7.2,wong,,LIZA
Gaseosa SPRITE Lima Limón Botella 3L,S/ 7.50,vivanda,LIZA,2024-12-04 17:32:35.923763,3.0,l,7.5,vivanda,SPRITE,LIZA
Papas Fritas INKA CHIPS Finas Hierbas y Lima Bolsa 115g,S/ 7.80,vega,LIZA,2024-12-04 13:35:47.842702,115.0,g,7.8,vega,INKA CHIPS,LIZA
Cerveza Artesanal Barbarian Lima Botella 330ml,S/ 7.90,metro,LIZA,2024-12-04 21:10:38.852013,330.0,ml,7.9,metro,,LIZA
Set de Limas QVS Emery Boards 10 un,S/ 7.99,wong,LIZA,2024-12-04 19:00:11.601935,10.0,un,7.99,wong,,LIZA
Papa en Hojuelas Inka Chips Finas Hierbas y Lima 115g,S/ 8.10,metro,LIZA,2024-12-04 21:10:38.852013,115.0,g,8.1,metro,,LIZA
Papa en Hojuelas Inka Chips Finas Hierbas y Lima 115g,S/ 8.20,wong,LIZA,2024-12-04 19:00:11.601935,115.0,g,8.2,wong,,LIZA
Papas Fritas INKA CHIPS Finas Hierbas Bolsa y Lima 115g,S/ 8.20,vivanda,LIZA,2024-12-04 17:32:35.923763,115.0,g,8.2,vivanda,INKA CHIPS,LIZA
Lima para Pies BOREAL Paquete 1un,S/ 8.50,vivanda,LIZA,2024-12-04 17:32:35.923763,1.0,un,8.5,vivanda,BOREAL,LIZA
Lima en Bloque 4 Lados QVS Buffing,S/ 9.90,wong,LIZA,2024-12-04 19:00:11.601935,4.0,l,9.9,wong,,LIZA
Lima Metro x kg,S/ 9.99 x kg,metro,LIZA,2024-12-04 21:10:38.852013,1.0,kg,9.99,metro,,LIZA
Jabón Líquido Ballerina Antibacterial Coco y Lima 750ml,S/ 11.50,wong,LIZA,2024-12-04 19:00:11.601935,750.0,ml,11.5,wong,,LIZA
Jabón Líquido Ballerina Antibacterial Coco y Lima 750ml,S/ 11.50,metro,LIZA,2024-12-04 21:10:38.852013,750.0,ml,11.5,metro,,LIZA
Mundo Velas Krea Mundo 1 Lila,S/ 11.89,metro,LIZA,2024-12-04 21:10:38.852013,1.0,l,11.89,metro,,LIZA
Jabón Líquido BALLERINA Coco & Lima Doypack 750ml,S/ 12.90,vega,LIZA,2024-12-04 13:35:47.842702,750.0,ml,12.9,vega,Ballerina,LIZA
Lavavajillas Líquido Ayudín Lima Limón 640ml,S/ 12.90,metro,LIZA,2024-12-04 21:10:38.852013,640.0,ml,12.9,metro,,LIZA
Lima de Uña QVS Sharpers 2 un,S/ 13.40,wong,LIZA,2024-12-04 19:00:11.601935,2.0,un,13.4,wong,,LIZA
Sixpack Gaseosa Sprite Lima Limón Botella 500ml,S/ 13.50,metro,LIZA,2024-12-04 21:10:38.852013,500.0,ml,13.5,metro,,LIZA
Sixpack Gaseosa Sprite Lima Limón Botella 500ml,S/ 13.50,wong,LIZA,2024-12-04 19:00:11.601935,500.0,ml,13.5,wong,,LIZA
Lavavajillas Lima Limón Sapolio Frasco 1250 ml,S/ 13.90,wong,LIZA,2024-12-04 19:00:11.601935,1250.0,ml,13.9,wong,,LIZA
Ligas de Cabello Scunci Deportivas 14un,S/ 14.30,wong,LIZA,2024-12-04 19:00:11.601935,14.0,un,14.3,wong,,LIZA
Lavavajilla Líquido AYUDIN Lima Limón 900ml,S/ 16.90,vivanda,LIZA,2024-12-04 17:32:35.923763,900.0,ml,16.9,vivanda,AYUDIN,LIZA
Krea Vasos Alto Líneas Lisas 480 ml 6 unid,S/ 16.99,metro,LIZA,2024-12-04 21:10:38.852013,480.0,ml,16.99,metro,,LIZA
Lavavajillas Ayudín Lima Limón 1.2L,S/ 18.50,metro,LIZA,2024-12-04 21:10:38.852013,1.2,l,18.5,metro,,LIZA
Lavavajillas Ayudín Lima Limón 1.2L,S/ 18.50,wong,LIZA,2024-12-04 19:00:11.601935,1.2,l,18.5,wong,,LIZA
Lima Deshidratada Go Barman 25g,S/ 19.90,metro,LIZA,2024-12-04 21:10:38.852013,25.0,g,19.9,metro,,LIZA
Tomatodo Sippy Panditas Baby Lila 340ml,S/ 19.90,metro,LIZA,2024-12-04 21:10:38.852013,340.0,ml,19.9,metro,,LIZA
Sazonador Pimienta Lima Badia 184g,S/ 20.10,wong,LIZA,2024-12-04 19:00:11.601935,184.0,g,20.1,wong,,LIZA
Bebedero Pet's Fun Portátil Lila 380ml,S/ 21.90,metro,LIZA,2024-12-04 21:10:38.852013,380.0,ml,21.9,metro,,LIZA
Bebedero Pet's Fun Portátil Lila 380ml,S/ 21.90,wong,LIZA,2024-12-04 19:00:11.601935,380.0,ml,21.9,wong,,LIZA
Tizas Crayola Jumbo Lavable 12 un.,S/ 22.30,wong,LIZA,2024-12-04 19:00:11.601935,12.0,un,22.3,wong,,LIZA
Sixpack Cerveza Cristal Alianza Lima Lata 355ml,S/ 22.90,wong,LIZA,2024-12-04 19:00:11.601935,355.0,ml,22.9,wong,,LIZA
Fourpack Cerveza Artesanal Barbarían Lima Botella 330ml,S/ 29.90,wong,LIZA,2024-12-04 19:00:11.601935,330.0,ml,29.9,wong,,LIZA
Fourpack Cerveza Artesanal Barbarían Lima Botella 330ml,S/ 29.90,metro,LIZA,2024-12-04 21:10:38.852013,330.0,ml,29.9,metro,,LIZA
Chorizo Artesanal con Miel de Maple La Charcutería de Lima 4un,S/ 33.90,wong,LIZA,2024-12-04 19:00:11.601935,4.0,un,33.9,wong,,LIZA
Chorizo Artesanal con Cerveza La Charcutería de Lima 4un,S/ 33.90,wong,LIZA,2024-12-04 19:00:11.601935,4.0,un,33.9,wong,,LIZA
Chorizo Artesanal con Finas Hierbas La Charcutería de Lima 4un,S/ 33.90,wong,LIZA,2024-12-04 19:00:11.601935,4.0,un,33.9,wong,,LIZA
Pisco Quebranta La Botija Alianza Lima Botella 700ml,S/ 34.90,metro,LIZA,2024-12-04 21:10:38.852013,700.0,ml,34.9,metro,,LIZA
Café Orgánico Molido Blue Llama Sumaq Lima Doypack 284 g,S/ 38.50,wong,LIZA,2024-12-04 19:00:11.601935,284.0,g,38.5,wong,,LIZA
Sabana Krea Lisa 1.5 Plazas Microfibra 75Gsm Surtido,S/ 39.90,wong,LIZA,2024-12-04 19:00:11.601935,75.0,g,39.9,wong,,LIZA
Sabana Krea Lisa 1.5 Plazas Microfibra 75Gsm Surtido,S/ 39.90,metro,LIZA,2024-12-04 21:10:38.852013,75.0,g,39.9,metro,,LIZA
Sabana Krea Lisa Queen Plaza Microfibra 75Gsm Surtido,S/ 59.90,wong,LIZA,2024-12-04 19:00:11.601935,75.0,g,59.9,wong,,LIZA
Exfoliante Corporal Coco y Lima Tree Hut Pote 510 g,S/ 69.10,wong,LIZA,2024-12-04 19:00:11.601935,510.0,g,69.1,wong,,LIZA
Smartphone ZTE Blade A54 Lila,S/ 339.00,wong,LIZA,2024-12-04 19:00:11.601935,54.0,l,339.0,wong,,LIZA
Smartphone ZTE Blade A54 Lila,S/ 339.00,metro,LIZA,2024-12-04 21:10:38.852013,54.0,l,339.0,metro,,LIZA
Smartphone Motorola G85 5G 256Gb+8Gb Verde Lima,S/ 999.00,wong,LIZA,2024-12-04 19:00:11.601935,5.0,g,999.0,wong,,LIZA
