description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Sandía,S/ 1.29 x kg,plaza_vea,SANDÍA,2024-12-04 13:59:11.283481,2.5,kg,1.29,plaza_vea,Presentación 2.5 kg aprox.,,SANDÍA
Sandía Metro x kg,S/ 1.69 x kg,metro,SANDÍA,2024-12-04 21:37:41.942674,1.0,kg,1.69,metro,,,SANDÍA
Gomitas FINI Roller Sabor a Sandia Bolsa 20g,S/ 1.90,vega,SANDÍA,2024-12-04 14:02:54.627214,20.0,g,1.9,vega,,Fini,SANDÍA
Sandía Wong x kg,S/ 1.99 x kg,wong,SANDÍA,2024-12-04 19:39:13.033876,1.0,kg,1.99,wong,,,SANDÍA
Gomita Fini Roller Fizz Sabor Sandía 20g,S/ 1.99,metro,SANDÍA,2024-12-04 21:37:41.942674,20.0,g,1.99,metro,,,SANDÍA
Gomitas Mogul Sandía 50g,S/ 2.50,metro,SANDÍA,2024-12-04 21:37:41.942674,50.0,g,2.5,metro,,,SANDÍA
Caramelos Tic Tac Sandía Mix 16g,S/ 3.20,wong,SANDÍA,2024-12-04 19:39:13.033876,16.0,g,3.2,wong,,,SANDÍA
Caramelos Tic Tac Sandía Mix 16g,S/ 3.20,metro,SANDÍA,2024-12-04 21:37:41.942674,16.0,g,3.2,metro,,,SANDÍA
Melón Coquito Metro x kg,S/ 3.29 x kg,metro,SANDÍA,2024-12-04 21:37:41.942674,1.0,kg,3.29,metro,,,SANDÍA
Melón Coquito Wong x kg,S/ 3.49 x kg,wong,SANDÍA,2024-12-04 19:39:13.033876,1.0,kg,3.49,wong,,,SANDÍA
Sandía Amarilla x kg,S/ 3.49,vivanda,SANDÍA,2024-12-04 17:50:57.466795,1.0,kg,3.49,vivanda,,VIVANDA,SANDÍA
Sandía Amarilla x kg,S/ 3.49 x kg,plaza_vea,SANDÍA,2024-12-04 13:59:11.283481,1.0,kg,3.49,plaza_vea,Presentación 1 kg aprox.,,SANDÍA
Chicle TRIDENT Splash Sin Azúcar sabor Hierbab...,S/ 3.60 un,plaza_vea,SANDÍA,2024-12-04 13:59:11.283481,9.0,un,3.6,plaza_vea,Envase 9un,,SANDÍA
Chicle TRIDENT Sin Azúcar sabor Sandía Envase 18un,S/ 3.70,vivanda,SANDÍA,2024-12-04 17:50:57.466795,18.0,un,3.7,vivanda,,TRIDENT,SANDÍA
