description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,brand,CLASIFICACION
Sixpack Bebida Rehidratante Powerade Surtido Mix 600ml,S/ 11.40,wong,BEBIDA HIDRATANTE,2024-12-04 20:53:27.835546,600.0,ml,11.4,wong,,BEBIDA HIDRATANTE
Twelve Pack de Bebida de Durazno Forti Hierro de 145 mL,S/ 11.50,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,145.0,ml,11.5,tottus,PULP,BEBIDA HIDRATANTE
Bebida Rehidratante GATORADE Sabores Surtidos Botella 500ml Paquete 6un,S/ 12.70,vivanda,BEBIDA HIDRATANTE,2024-12-04 18:20:22.255946,500.0,ml,12.7,vivanda,GATORADE,BEBIDA HIDRATANTE
Bebida Rehidratante GATORADE Tropical Fruit Botella 500ml Paquete 6un,S/ 12.70,vivanda,BEBIDA HIDRATANTE,2024-12-04 18:20:22.255946,500.0,ml,12.7,vivanda,GATORADE,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Pack 6 Unid x 500ml,S/ 12.90,metro,BEBIDA HIDRATANTE,2024-12-04 22:25:56.514517,6.0,un,12.9,metro,,BEBIDA HIDRATANTE
Sin gas 20 unidades de 500 mL,S/ 12.90,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,20.0,un,12.9,tottus,SAN CARLOS,BEBIDA HIDRATANTE
Bebida Rehidratante BODY ARMOR Fruit Punch Botella 16oz,S/ 14.90,vivanda,BEBIDA HIDRATANTE,2024-12-04 18:20:22.255946,16.0,oz,14.9,vivanda,BODY ARMOR,BEBIDA HIDRATANTE
Bebida Rehidratante BODY ARMOR Tropical Punch Botella 16oz,S/ 14.90,vivanda,BEBIDA HIDRATANTE,2024-12-04 18:20:22.255946,16.0,oz,14.9,vivanda,BODY ARMOR,BEBIDA HIDRATANTE
Bebida Rehidratante BODY ARMOR Orange Mango Botella 16oz,S/ 14.90,vivanda,BEBIDA HIDRATANTE,2024-12-04 18:20:22.255946,16.0,oz,14.9,vivanda,BODY ARMOR,BEBIDA HIDRATANTE
Pack de Agua Sin Gas 6 Unidades 2.5 L,S/ 14.90,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,6.0,un,14.9,tottus,SAN LUIS,BEBIDA HIDRATANTE
Pack de Agua sin Gas de 15 unidades,S/ 17.90,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,15.0,un,17.9,tottus,SAN LUIS,BEBIDA HIDRATANTE
Pack 12 Bebida Rehidratante SPORADE Mandarina Botella 500ml,S/ 18.00 32%,vega,BEBIDA HIDRATANTE,2024-12-04 14:49:03.098549,500.0,ml,18.0,vega,Sporade,BEBIDA HIDRATANTE
Pack 12 Energizante VOLT Botella 300ml,S/ 18.49 30%,vega,BEBIDA HIDRATANTE,2024-12-04 14:49:03.098549,300.0,ml,18.49,vega,Volt,BEBIDA HIDRATANTE
Fourpack Bebida Rehidratante Suerox Mora Botella 630ml,S/ 19.50,wong,BEBIDA HIDRATANTE,2024-12-04 20:53:27.835546,630.0,ml,19.5,wong,,BEBIDA HIDRATANTE
Fourpack Bebida Rehidratante Suerox Fresa Botella 630ml,S/ 19.50,wong,BEBIDA HIDRATANTE,2024-12-04 20:53:27.835546,630.0,ml,19.5,wong,,BEBIDA HIDRATANTE
Four Pack Rehidratante Fresa Kiwi 630 mL,S/ 19.50,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,630.0,ml,19.5,tottus,SUEROX,BEBIDA HIDRATANTE
Bebida Rehidratante SUEROX Fresa Botella 630ml Paquete 4un,S/ 19.50,vivanda,BEBIDA HIDRATANTE,2024-12-04 18:20:22.255946,630.0,ml,19.5,vivanda,SUEROX,BEBIDA HIDRATANTE
Pack x12 Sporade Surtido Pet 500ml,S/ 19.50,wong,BEBIDA HIDRATANTE,2024-12-04 20:53:27.835546,500.0,ml,19.5,wong,,BEBIDA HIDRATANTE
Fourpack Bebida Rehidratante Suerox Mix Botella 630ml,S/ 19.50,wong,BEBIDA HIDRATANTE,2024-12-04 20:53:27.835546,630.0,ml,19.5,wong,,BEBIDA HIDRATANTE
Gaseosa Coca-Cola Original 3 Lt Twopack,S/ 20.50,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,3.0,l,20.5,tottus,COCA COLA,BEBIDA HIDRATANTE
+ Inca Kola Two Pack 2 Unidades 3 L,S/ 20.50,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,2.0,un,20.5,tottus,COCA COLA,BEBIDA HIDRATANTE
Two Pack Gaseosa Sabor Original 3 L,S/ 20.50,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,3.0,l,20.5,tottus,INCA KOLA,BEBIDA HIDRATANTE
Agua Mineral sin gas 20 L,S/ 24.50,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,20.0,l,24.5,tottus,SAN LUIS,BEBIDA HIDRATANTE
Four Pack de Bebida Energizante Sin Azúcar de 250 mL,S/ 28.50,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,250.0,ml,28.5,tottus,RED BULL,BEBIDA HIDRATANTE
Bebida Energizante Pack 4 Unidades 250 mL,S/ 28.50,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,4.0,un,28.5,tottus,RED BULL,BEBIDA HIDRATANTE
Gaseosa: 1 Inca Kola 3 L + 2 Coca-Cola Sabor Original 3 L,S/ 30.30,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,3.0,l,30.3,tottus,COCA COLA,BEBIDA HIDRATANTE
Pack de Gaseosa Coca-Cola Sabor Original 3 L + Inka Kola Sabor Original 3 L,S/ 30.30,tottus,BEBIDA HIDRATANTE,2024-12-04 14:01:16.732811,3.0,l,30.3,tottus,INCA KOLA,BEBIDA HIDRATANTE
Pack 12 Energizante VOLT Maca Botella 300ml,,vega,BEBIDA HIDRATANTE,2024-12-04 14:49:03.098549,300.0,ml,,vega,Volt,BEBIDA HIDRATANTE
