description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Tableta Para Taza Sabor Chocolate Clavo Y Canela x 60 g,S/ 1.80,tottus,CHOCOLATE EN PASTA (TAZA),2024-12-04 13:48:02.900015,60.0,g,1.8,tottus,,GENERICO,CHOCOLATE EN PASTA (TAZA)
Tableta Para Taza Sabor Chocolate x 90 g,S/ 2,tottus,CHOCOLATE EN PASTA (TAZA),2024-12-04 13:48:02.900015,90.0,g,2.0,tottus,,TOTTUS,CHOCOLATE EN PASTA (TAZA)
Mini Wafer Late 150 g,S/ 4.20,tottus,CHOCOLATE EN PASTA (TAZA),2024-12-04 13:48:02.900015,150.0,g,4.2,tottus,,TOTTUS,CHOCOLATE EN PASTA (TAZA)
Wafer Late 9 Unidades de 19.5g c/u,S/ 5.90,tottus,CHOCOLATE EN PASTA (TAZA),2024-12-04 13:48:02.900015,9.0,un,5.9,tottus,,TOTTUS,CHOCOLATE EN PASTA (TAZA)
Chocolate A La Taza Con Azúcar x 100 g,S/ 10.20,tottus,CHOCOLATE EN PASTA (TAZA),2024-12-04 13:48:02.900015,100.0,g,10.2,tottus,,LA IBERICA,CHOCOLATE EN PASTA (TAZA)
Chocolate para Taza SOL DE CUSCO Pasta Pura Ta...,S/ 13.70 un,plaza_vea,CHOCOLATE EN PASTA (TAZA),2024-12-04 14:20:16.286869,80.0,g,13.7,plaza_vea,Bolsa 80g,,CHOCOLATE EN PASTA (TAZA)
Tableta Para Taza Pasta Pura x 80 g,S/ 13.70,tottus,CHOCOLATE EN PASTA (TAZA),2024-12-04 13:48:02.900015,80.0,g,13.7,tottus,,SOL DEL CUSCO,CHOCOLATE EN PASTA (TAZA)
Chocolate para Taza SOL DE CUSCO Pasta Pura Tableta 80g,S/ 13.70,vivanda,CHOCOLATE EN PASTA (TAZA),2024-12-04 18:04:59.460437,80.0,g,13.7,vivanda,,SOL DEL CUSCO,CHOCOLATE EN PASTA (TAZA)
Chocolate para Taza Pasta Pura Sol del Cusco 80g,S/ 14.50,metro,CHOCOLATE EN PASTA (TAZA),2024-12-04 21:58:10.465188,80.0,g,14.5,metro,,,CHOCOLATE EN PASTA (TAZA)
Chocolate para Taza Pasta Pura Sol del Cusco 80g,S/ 14.50,wong,CHOCOLATE EN PASTA (TAZA),2024-12-04 20:08:05.561092,80.0,g,14.5,wong,,,CHOCOLATE EN PASTA (TAZA)
Tableta Para Taza Chocolate 100% Cacao Organico x 100 g,S/ 16,tottus,CHOCOLATE EN PASTA (TAZA),2024-12-04 13:48:02.900015,100.0,g,16.0,tottus,,ORQUIDEA,CHOCOLATE EN PASTA (TAZA)
Pasta de Cacao Orgánico Ecoandino Inkani Tableta 100 g,S/ 16.60,wong,CHOCOLATE EN PASTA (TAZA),2024-12-04 20:08:05.561092,100.0,g,16.6,wong,,,CHOCOLATE EN PASTA (TAZA)
Chocolate Instantáneo Para Taza Lata x 324 g,S/ 21.40,tottus,CHOCOLATE EN PASTA (TAZA),2024-12-04 13:48:02.900015,324.0,g,21.4,tottus,,SOL DEL CUSCO,CHOCOLATE EN PASTA (TAZA)
Chocolate Instantáneo Para Taza Clavo Canela Lata x 324 g,S/ 21.40,tottus,CHOCOLATE EN PASTA (TAZA),2024-12-04 13:48:02.900015,324.0,g,21.4,tottus,,SOL DEL CUSCO,CHOCOLATE EN PASTA (TAZA)
Chocolate para Taza TIMONEL Bolsa 90g Caja 50u,S/ 52.00 26%,vega,CHOCOLATE EN PASTA (TAZA),2024-12-04 14:26:44.960269,90.0,g,52.0,vega,,Vega,CHOCOLATE EN PASTA (TAZA)
