description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Avena GRANO DE ORO con Chia en Bolsa 170gr,S/ 2.90,vega,CEBOLLA CHINA,2024-12-04 14:14:15.972270,170.0,g,2.9,vega,,Grano De Oro,CEBOLLA CHINA
Cebolla China BELL'S Bolsa 320g,S/ 3.49 un,plaza_vea,CEBOLLA CHINA,2024-12-04 14:08:08.815039,320.0,g,3.49,plaza_vea,Bolsa 320g,,CEBOLLA CHINA
Cebolla China BELL'S FRESCOS Bolsa 320g,S/ 3.49,vivanda,CEBOLLA CHINA,2024-12-04 17:57:37.177689,320.0,g,3.49,vivanda,,BELL'S FRESCOS,CEBOLLA CHINA
Cebolla China Manantiales 200g,S/ 3.59,metro,CEBOLLA CHINA,2024-12-04 21:46:44.746927,200.0,g,3.59,metro,,,CEBOLLA CHINA
Cebolla China Manantiales 200g,S/ 3.59,wong,CEBOLLA CHINA,2024-12-04 19:52:38.766871,200.0,g,3.59,wong,,,CEBOLLA CHINA
Filete de Caballa VEGA en Aceite Vegetal Lata 170g,S/ 4.40,vega,CEBOLLA CHINA,2024-12-04 14:14:15.972270,170.0,g,4.4,vega,,Vega,CEBOLLA CHINA
Cebolla China VIVA Bolsa 250g,S/ 6.00,vivanda,CEBOLLA CHINA,2024-12-04 17:57:37.177689,250.0,g,6.0,vivanda,,VIVA,CEBOLLA CHINA
Salsa WALIBI Ají Criollo Doypack 200gr,S/ 7.00,vega,CEBOLLA CHINA,2024-12-04 14:14:15.972270,200.0,g,7.0,vega,,Walibi,CEBOLLA CHINA
Combo Agua TIMONEL Botella 2.5L + Filete de caballa VEGA Lata 170g + Galleta Soda SAN JORGE Paquete 7u,S/ 11.00,vega,CEBOLLA CHINA,2024-12-04 14:14:15.972270,2.5,l,11.0,vega,,Timonel,CEBOLLA CHINA
Grageas CHIN CHIN Fiesta Bolsa 16g Paquete 20u,S/ 18.90,vega,CEBOLLA CHINA,2024-12-04 14:14:15.972270,16.0,g,18.9,vega,,Winter'S,CEBOLLA CHINA
Caja China Junior Premium con Varillas Inoxidables y Carbón de 2Kg,S/ 679,tottus,CEBOLLA CHINA,2024-12-04 13:40:09.654663,2.0,kg,679.0,tottus,,GRILLCORP,CEBOLLA CHINA
Caja China Mediana Premium con Varillas Inoxidables y Carbón de 2Kg,S/ 749,tottus,CEBOLLA CHINA,2024-12-04 13:40:09.654663,2.0,kg,749.0,tottus,,GRILLCORP,CEBOLLA CHINA
