description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Canela Entera KARIÑO Sobre 3g,S/ 0.90,vega,CANELA ENTERA,2024-12-04 14:33:13.629300,3.0,g,0.9,vega,,Kariño,CANELA ENTERA
Tableta Para Taza Sabor Chocolate Clavo Y Canela x 60 g,S/ 1.80,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,60.0,g,1.8,tottus,,GENERICO,CANELA ENTERA
Orégano Entero 9 g,S/ 2.10,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,9.0,g,2.1,tottus,,SIBARITA,CANELA ENTERA
Canela Entera 5 g,S/ 2.10,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,5.0,g,2.1,tottus,,TOTTUS,CANELA ENTERA
Laurel Entero 7 g,S/ 2.50,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,7.0,g,2.5,tottus,,TOTTUS,CANELA ENTERA
Canela Molida 20 g,S/ 2.50,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,20.0,g,2.5,tottus,,TOTTUS,CANELA ENTERA
Canela Molida 10 g,S/ 2.60,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,10.0,g,2.6,tottus,,SIBARITA,CANELA ENTERA
Tableta Para Taza Con Canela x 90 g,S/ 2.90,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,90.0,g,2.9,tottus,,SOL DEL CUSCO,CANELA ENTERA
Clavo Entero 10 g,S/ 2.90,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,10.0,g,2.9,tottus,,TOTTUS,CANELA ENTERA
Entero De Anchoveta En Salsa De Tomate 200 g,S/ 2.90,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,200.0,g,2.9,tottus,,SANTORINI,CANELA ENTERA
LECHE SIN LACTOSA AVENA CANELA X 250 ML,S/ 3.10,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,250.0,ml,3.1,tottus,,LAIVE,CANELA ENTERA
Canela Entera Sibarita Sobre 10 g,S/ 3.30,wong,CANELA ENTERA,2024-12-04 20:22:31.020604,10.0,g,3.3,wong,,,CANELA ENTERA
Romero Entero Kariño 8 g,S/ 3.30,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,8.0,g,3.3,tottus,,,CANELA ENTERA
Orégano Entero Kariño 18 g,S/ 3.30,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,18.0,g,3.3,tottus,,,CANELA ENTERA
Canela Entera Sibarita Sobre 10 g,S/ 3.30,metro,CANELA ENTERA,2024-12-04 22:05:28.124890,10.0,g,3.3,metro,,,CANELA ENTERA
Canela Entera Cuisine & Co 12g,S/ 3.50,wong,CANELA ENTERA,2024-12-04 20:22:31.020604,12.0,g,3.5,wong,,,CANELA ENTERA
Canela Entera Cuisine & Co 12g,S/ 3.50,metro,CANELA ENTERA,2024-12-04 22:05:28.124890,12.0,g,3.5,metro,,,CANELA ENTERA
Canela Entera SIBARITA Sobre 10g,S/ 3.59 un,plaza_vea,CANELA ENTERA,2024-12-04 14:26:38.573048,10.0,g,3.59,plaza_vea,Sobre 10g,,CANELA ENTERA
Orégano Entero Cuatro Estaciones 10 g,S/ 3.60,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,10.0,g,3.6,tottus,,,CANELA ENTERA
Tomillo Entero Kariño 5 g,S/ 3.70,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,5.0,g,3.7,tottus,,,CANELA ENTERA
Canela Entera X 8 Grs Toña,S/ 3.80,metro,CANELA ENTERA,2024-12-04 22:05:28.124890,8.0,g,3.8,metro,,,CANELA ENTERA
Canela Entera BELL'S Sobre 12g,S/ 4.09 un,plaza_vea,CANELA ENTERA,2024-12-04 14:26:38.573048,12.0,g,4.09,plaza_vea,Sobre 12g,,CANELA ENTERA
Clavo de Olor Entero Kariño 8 g,S/ 4.20,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,8.0,g,4.2,tottus,,,CANELA ENTERA
Canela Entera KARIÑO Sobre 9g,S/ 4.20,vivanda,CANELA ENTERA,2024-12-04 18:09:06.503524,9.0,g,4.2,vivanda,,KARINO,CANELA ENTERA
Canela Entera KARIÑO Sobre 9g,S/ 4.20 un,plaza_vea,CANELA ENTERA,2024-12-04 14:26:38.573048,9.0,g,4.2,plaza_vea,Sobre 9g,,CANELA ENTERA
Canela Molida Kariño 15 g,S/ 4.20,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,15.0,g,4.2,tottus,,,CANELA ENTERA
Canela Entera Cuatro Estaciones 5 g,S/ 4.20,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,5.0,g,4.2,tottus,,,CANELA ENTERA
Canela Entera Kariño 9 g,S/ 4.20,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,9.0,g,4.2,tottus,,,CANELA ENTERA
Canela Molida Cuatro Estaciones 10 g,S/ 4.50,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,10.0,g,4.5,tottus,,,CANELA ENTERA
Orégano Entero 14.2 g,S/ 4.50,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,14.2,g,4.5,tottus,,BADIA,CANELA ENTERA
Chocolate Instantáneo Clavo Canela x 90 g,S/ 4.60,tottus,CANELA ENTERA,2024-12-04 13:51:24.509626,90.0,g,4.6,tottus,,SOL DEL CUSCO,CANELA ENTERA
