description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Rocoto x unidad,S/ 0.99 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,0.99,plaza_vea,Paquete 1un,,PORO
Caigua x unidad,S/ 0.99 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,0.99,plaza_vea,Paquete 1un,,PORO
Manzanilla x unidad,S/ 1.19 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.19,plaza_vea,Paquete 1un,,PORO
Hierba Luisa x unidad,S/ 1.29 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.29,plaza_vea,Paquete 1un,,PORO
Poro Entero un,S/ 1.29 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.29,plaza_vea,Paquete 1un,,PORO
Harina GRANO DE ORO Sin Preparar Paquete 180gr,S/ 1.30,vega,PORO,2024-12-04 14:15:10.110674,180.0,g,1.3,vega,,Grano De Oro,PORO
Hierba Buena x unidad,S/ 1.39 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.39,plaza_vea,Paquete 1un,,PORO
Huacatay Atado,S/ 1.49 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.49,plaza_vea,Paquete 1un,,PORO
Nabo x unidad,S/ 1.49 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.49,plaza_vea,Paquete 1un,,PORO
Poro x un,S/ 1.49,metro,PORO,2024-12-04 21:47:42.402651,1.0,un,1.49,metro,,,PORO
Fideos Tornillo GRANO DOE ORO Bolsa 250g,S/ 1.60,vega,PORO,2024-12-04 14:15:10.110674,250.0,g,1.6,vega,,Grano De Oro,PORO
Fideo GRANO DE ORO Canuto Rayado Bolsa 250gr,S/ 1.60,vega,PORO,2024-12-04 14:15:10.110674,250.0,g,1.6,vega,,Grano De Oro,PORO
Zanahoria,S/ 1.68 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.5,kg,1.68,plaza_vea,Presentación 0.5 kg aprox.,,PORO
Poro x un,S/ 1.79,wong,PORO,2024-12-04 19:53:39.500068,1.0,un,1.79,wong,,,PORO
Papa Cocktail,S/ 1.80 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,kg,1.8,plaza_vea,Presentación 1 kg aprox.,,PORO
Choclo Entero un,S/ 1.89 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.89,plaza_vea,Paquete 1un,,PORO
Apio Atado,S/ 1.89 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.89,plaza_vea,Paquete 1un,,PORO
Cebolla Blanca,S/ 1.90 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,kg,1.9,plaza_vea,Presentación 1 kg aprox.,,PORO
Zapallo Macre,S/ 1.99 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.5,kg,1.99,plaza_vea,Presentación 1.5 kg aprox.,,PORO
Culantro BELL'S Bolsa 60g,S/ 1.99 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,60.0,g,1.99,plaza_vea,Bolsa 60g,,PORO
Lechuga Americana BELL's Bolsa 300g,S/ 1.99 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,300.0,g,1.99,plaza_vea,Bolsa 300g,,PORO
Zapallo Italiano x unidad,S/ 1.99 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,1.99,plaza_vea,Paquete 1un,,PORO
Perejil BELL'S Bolsa 60g,S/ 1.99 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,60.0,g,1.99,plaza_vea,Bolsa 60g,,PORO
Cebolla Roja P x kg,S/ 2.09 x kg,plaza_vea,PORO,2024-12-04 14:10:26.437365,0.5,kg,2.09,plaza_vea,Presentación 0.5 kg aprox.,,PORO
Lechuga Crespa BELL'S,S/ 2.19 un,plaza_vea,PORO,2024-12-04 14:10:26.437365,1.0,un,2.19,plaza_vea,Paquete 1un,,PORO
