description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Granadilla Oxapampa x unidad,S/ 0.90 un,plaza_vea,MARACUYÁ,2024-12-04 13:47:11.406678,1.0,un,0.9,plaza_vea,Paquete 1un,,MARACUYÁ
Refresco Instantáneo Sabor Maracuyá Sobre 15 g,S/ 1.20,wong,MARACUYÁ,2024-12-04 19:22:21.869716,15.0,g,1.2,wong,,,MARACUYÁ
Refresco Instantáneo Sabor Maracuyá Sobre 15 g,S/ 1.20,metro,MARACUYÁ,2024-12-04 21:26:32.674517,15.0,g,1.2,metro,,,MARACUYÁ
Refresco UMSHA Frutísimos Maracuyá Bolsa 20g,S/ 1.30,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328,20.0,g,1.3,vivanda,,UMSHA,MARACUYÁ
Yogurt Gloria Slim Sabor Maracuyá 120g,S/ 2.00,wong,MARACUYÁ,2024-12-04 19:22:21.869716,120.0,g,2.0,wong,,,MARACUYÁ
Bebida Con Gas San Luis Maracuyá Botella 625ml,S/ 2.20,wong,MARACUYÁ,2024-12-04 19:22:21.869716,625.0,ml,2.2,wong,,,MARACUYÁ
Yogurt Gloria Griego Sabor Maracuyá 120g,S/ 2.20,wong,MARACUYÁ,2024-12-04 19:22:21.869716,120.0,g,2.2,wong,,,MARACUYÁ
Agua con Gas SAN LUIS Sabor a Maracuyá Botella 625ml,S/ 2.20,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328,625.0,ml,2.2,vivanda,,SAN LUIS,MARACUYÁ
Bebida Con Gas San Luis Maracuyá Botella 625ml,S/ 2.20,metro,MARACUYÁ,2024-12-04 21:26:32.674517,625.0,ml,2.2,metro,,,MARACUYÁ
Yogurt Batido GLORIA Griego Sabor Maracuyá Vaso 120g,S/ 2.20,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328,120.0,g,2.2,vivanda,,GLORIA,MARACUYÁ
Yogurt Gloria Griego Sabor Maracuyá 120g,S/ 2.20,metro,MARACUYÁ,2024-12-04 21:26:32.674517,120.0,g,2.2,metro,,,MARACUYÁ
Bebida Rehidratante POWERADE Maracuyá Botella 600ml,S/ 2.40,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328,600.0,ml,2.4,vivanda,,POWERADE,MARACUYÁ
Bebida Rehidratante Powerade Maracuyá Botella 600ml,S/ 2.40,metro,MARACUYÁ,2024-12-04 21:26:32.674517,600.0,ml,2.4,metro,,,MARACUYÁ
Bebida Rehidratante Powerade Maracuyá Botella 600ml,S/ 2.40,wong,MARACUYÁ,2024-12-04 19:22:21.869716,600.0,ml,2.4,wong,,,MARACUYÁ
Bebida de Maracuyá Gloria Caja 1L,S/ 3.90,metro,MARACUYÁ,2024-12-04 21:26:32.674517,1.0,l,3.9,metro,,,MARACUYÁ
Bebida PULP Maracuyá Caja 1L,S/ 4.00,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328,1.0,l,4.0,vivanda,,PULP,MARACUYÁ
