description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Salsa Culantrito con Espinaca Sobre 100 g,S/ 2.70,metro,ESPINACA,2024-12-04 21:40:26.643502,100.0,g,2.7,metro,,,ESPINACA
Espinaca Bebé Frescas 150g,S/ 3.20,metro,ESPINACA,2024-12-04 21:40:26.643502,150.0,g,3.2,metro,,,ESPINACA
Concentrado de Espinaca y Albahaca Pomarola 110g,S/ 3.50,metro,ESPINACA,2024-12-04 21:40:26.643502,110.0,g,3.5,metro,,,ESPINACA
Espinaca Fresca Meza atado 500g,S/ 3.80,metro,ESPINACA,2024-12-04 21:40:26.643502,500.0,g,3.8,metro,,,ESPINACA
Espinaca Bebé Cuisine & Co 150g,S/ 3.90,metro,ESPINACA,2024-12-04 21:40:26.643502,150.0,g,3.9,metro,,,ESPINACA
Espinaca BELL'S Bolsa 350g,S/ 3.99 un,plaza_vea,ESPINACA,2024-12-04 14:01:39.790459,350.0,g,3.99,plaza_vea,Bolsa 350g,,ESPINACA
Salsa Culantrito con Espinaca Sobre 93.6 g,S/ 4.10,metro,ESPINACA,2024-12-04 21:40:26.643502,93.6,g,4.1,metro,,,ESPINACA
Espinaca BELL'S FRESCOS Bolsa 350g,S/ 4.29,vivanda,ESPINACA,2024-12-04 17:52:37.517939,350.0,g,4.29,vivanda,,BELL'S FRESCOS,ESPINACA
Espinaca Baby BELL'S FRESCOS Bolsa 150g,S/ 4.39,vivanda,ESPINACA,2024-12-04 17:52:37.517939,150.0,g,4.39,vivanda,,BELL'S FRESCOS,ESPINACA
Espinaca Bebé BELL'S Bolsa 150g,S/ 4.39 un,plaza_vea,ESPINACA,2024-12-04 14:01:39.790459,150.0,g,4.39,plaza_vea,Bolsa 150g,,ESPINACA
"Compota Smiley Kids Pera, Zapallito, Espinaca y Arroz 90g",S/ 4.90,metro,ESPINACA,2024-12-04 21:40:26.643502,90.0,g,4.9,metro,,,ESPINACA
Espinaca Baby Ecologic 150g,S/ 4.90,metro,ESPINACA,2024-12-04 21:40:26.643502,150.0,g,4.9,metro,,,ESPINACA
