description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Agua de Mesa San Carlos Botella 500ml,S/ 0.90,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,500.0,ml,0.9,metro,,,HARINA DE TRIGO SIN PREPARAR
Agua SAN CARLOS sin Gas Botella 500ml,S/ 1.20,vega,HARINA DE TRIGO SIN PREPARAR,2024-12-04 13:02:40.851830,500.0,ml,1.2,vega,,San Carlos,HARINA DE TRIGO SIN PREPARAR
Harina BENOTI Sin Prepar Paquete 180 gr,S/ 1.20,vega,HARINA DE TRIGO SIN PREPARAR,2024-12-04 13:02:40.851830,180.0,g,1.2,vega,,Benoti,HARINA DE TRIGO SIN PREPARAR
Harina GRANO DE ORO Sin Preparar Paquete 180gr,S/ 1.30,vega,HARINA DE TRIGO SIN PREPARAR,2024-12-04 13:02:40.851830,180.0,g,1.3,vega,,Grano De Oro,HARINA DE TRIGO SIN PREPARAR
Agua de Mesa Sin Gas San Luis Botella 750ml,S/ 1.70,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,750.0,ml,1.7,metro,,,HARINA DE TRIGO SIN PREPARAR
Agua con Gas Mineral San Mateo Botella 600ml,S/ 1.80,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,600.0,ml,1.8,metro,,,HARINA DE TRIGO SIN PREPARAR
Bebida Sabor Piña con Kión San Luis Botella 625ml,S/ 2.20,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,625.0,ml,2.2,metro,,,HARINA DE TRIGO SIN PREPARAR
Bebida de Agua San Luis Sabor Limón Botella 625ml,S/ 2.20,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,625.0,ml,2.2,metro,,,HARINA DE TRIGO SIN PREPARAR
Trigo mote VEGA Bolsa 400g,S/ 2.60,vega,HARINA DE TRIGO SIN PREPARAR,2024-12-04 13:02:40.851830,400.0,g,2.6,vega,,Vega,HARINA DE TRIGO SIN PREPARAR
Trigo Mote Tesoro del Campo 350g,S/ 2.90,metro,HARINA DE TRIGO SIN PREPARAR,2024-12-04 20:40:10.952209,350.0,g,2.9,metro,,,HARINA DE TRIGO SIN PREPARAR
