description,price,website,search_term,scrape_timestamp,cantidad,unidad,price_numeric,WEB,unit,brand,CLASIFICACION
Shampoo SEDAL Duo 2 en 1 Sachet 40ml 6u,S/ 1.30,vega,PLÁTANO DE SEDA,2024-12-04 13:57:15.484600,40.0,ml,1.3,vega,,Sedal,PLÁTANO DE SEDA
Shampoo SEDAL Ceramidas Sachet 40ml 6u,S/ 1.30,vega,PLÁTANO DE SEDA,2024-12-04 13:57:15.484600,40.0,ml,1.3,vega,,Sedal,PLÁTANO DE SEDA
Plátano de Seda,S/ 2.79 x kg,plaza_vea,PLÁTANO DE SEDA,2024-12-04 13:51:43.229580,1.0,kg,2.79,plaza_vea,Presentación 1 kg aprox.,,PLÁTANO DE SEDA
Plátano de Seda Metro x kg,S/ 2.99 x kg,metro,PLÁTANO DE SEDA,2024-12-04 21:32:05.696982,1.0,kg,2.99,metro,,,PLÁTANO DE SEDA
Platano de Seda x kg,S/ 2.99 x kg,metro,PLÁTANO DE SEDA,2024-12-04 21:32:05.696982,1.0,kg,2.99,metro,,,PLÁTANO DE SEDA
Plátano de Seda Wong x kg,S/ 4.49 x kg,wong,PLÁTANO DE SEDA,2024-12-04 19:30:30.860516,1.0,kg,4.49,wong,,,PLÁTANO DE SEDA
Cancha con Chifle VEGA Pote 150g,S/ 5.80,vega,PLÁTANO DE SEDA,2024-12-04 13:57:15.484600,150.0,g,5.8,vega,,Vega,PLÁTANO DE SEDA
Plátano de Seda Tipo Exportación en Bolsa x kg,S/ 6.39 x kg,metro,PLÁTANO DE SEDA,2024-12-04 21:32:05.696982,1.0,kg,6.39,metro,,,PLÁTANO DE SEDA
Plátano de Seda Tipo Exportación en Bolsa x kg,S/ 6.39 x kg,wong,PLÁTANO DE SEDA,2024-12-04 19:30:30.860516,1.0,kg,6.39,wong,,,PLÁTANO DE SEDA
Mix Tropical INKA CHIPS Camote Yuca Plátano Bolsa 125gr,S/ 7.80,vega,PLÁTANO DE SEDA,2024-12-04 13:57:15.484600,125.0,g,7.8,vega,,INKA CHIPS,PLÁTANO DE SEDA
YOG PARC DES 1.7KG FRESA C PLATANO,S/ 8.90,tottus,PLÁTANO DE SEDA,2024-12-04 13:29:52.117284,1.7,kg,8.9,tottus,,GLORIA,PLÁTANO DE SEDA
Snacks para Perros Sabor Plátano y Pollo Pet Care 70 g,S/ 10.50,tottus,PLÁTANO DE SEDA,2024-12-04 13:29:52.117284,70.0,g,10.5,tottus,,,PLÁTANO DE SEDA
Shampoo Savital Anticaspa Te Verde Seda Sabila 510 mL,S/ 11.50,tottus,PLÁTANO DE SEDA,2024-12-04 13:29:52.117284,510.0,ml,11.5,tottus,,,PLÁTANO DE SEDA
Shampoo SAVITAL Anticaspa Té y Seda Frasco 510ml,S/ 11.90 20%,vega,PLÁTANO DE SEDA,2024-12-04 13:57:15.484600,510.0,ml,11.9,vega,,Savital,PLÁTANO DE SEDA
Harina de plátano 250 g,S/ 12.30,tottus,PLÁTANO DE SEDA,2024-12-04 13:29:52.117284,250.0,g,12.3,tottus,,GENERICO,PLÁTANO DE SEDA
